District,Number_of_Cases,Week_Start_Date,Month,Year,Week,Week_End_Date
Kegalle,6,8/2/2008,8,2008,32,8/8/2008
Kilinochchi,0,8/2/2008,8,2008,32,8/8/2008
Kurunegala,7,8/2/2008,8,2008,32,8/8/2008
Mannar,0,8/2/2008,8,2008,32,8/8/2008
Matale,2,8/2/2008,8,2008,32,8/8/2008
Matara,11,8/2/2008,8,2008,32,8/8/2008
Monaragala,0,8/2/2008,8,2008,32,8/8/2008
Mullaitivu,0,8/2/2008,8,2008,32,8/8/2008
Nuwara Eliya,2,8/2/2008,8,2008,32,8/8/2008
Polonnaruwa,1,8/2/2008,8,2008,32,8/8/2008
Puttalam,1,8/2/2008,8,2008,32,8/8/2008
Ratnapura,5,8/2/2008,8,2008,32,8/8/2008
Trincomalee,1,8/2/2008,8,2008,32,8/8/2008
Vavuniya,0,8/2/2008,8,2008,32,8/8/2008
Ampara,0,8/9/2008,8,2008,33,8/15/2008
Anuradhapura,0,8/9/2008,8,2008,33,8/15/2008
Badulla,2,8/9/2008,8,2008,33,8/15/2008
Batticaloa,0,8/9/2008,8,2008,33,8/15/2008
Colombo,32,8/9/2008,8,2008,33,8/15/2008
Galle,2,8/9/2008,8,2008,33,8/15/2008
Gampaha,18,8/9/2008,8,2008,33,8/15/2008
Hambantota,2,8/9/2008,8,2008,33,8/15/2008
Jaffna,0,8/9/2008,8,2008,33,8/15/2008
Kalmunai,1,8/9/2008,8,2008,33,8/15/2008
Kalutara,7,8/9/2008,8,2008,33,8/15/2008
Kandy,8,8/9/2008,8,2008,33,8/15/2008
Kegalle,8,8/9/2008,8,2008,33,8/15/2008
Kilinochchi,0,8/9/2008,8,2008,33,8/15/2008
Kurunegala,3,8/9/2008,8,2008,33,8/15/2008
Mannar,0,8/9/2008,8,2008,33,8/15/2008
Matale,2,8/9/2008,8,2008,33,8/15/2008
Matara,7,8/9/2008,8,2008,33,8/15/2008
Monaragala,0,8/9/2008,8,2008,33,8/15/2008
Mullaitivu,0,8/9/2008,8,2008,33,8/15/2008
Nuwara Eliya,0,8/9/2008,8,2008,33,8/15/2008
Polonnaruwa,0,8/9/2008,8,2008,33,8/15/2008
Puttalam,1,8/9/2008,8,2008,33,8/15/2008
Ratnapura,4,8/9/2008,8,2008,33,8/15/2008
Trincomalee,1,8/9/2008,8,2008,33,8/15/2008
Vavuniya,0,8/9/2008,8,2008,33,8/15/2008
Ampara,0,8/16/2008,8,2008,34,8/22/2008
Anuradhapura,2,8/16/2008,8,2008,34,8/22/2008
Badulla,3,8/16/2008,8,2008,34,8/22/2008
Batticaloa,0,8/16/2008,8,2008,34,8/22/2008
Colombo,24,8/16/2008,8,2008,34,8/22/2008
Galle,1,8/16/2008,8,2008,34,8/22/2008
Gampaha,15,8/16/2008,8,2008,34,8/22/2008
Hambantota,3,8/16/2008,8,2008,34,8/22/2008
Jaffna,0,8/16/2008,8,2008,34,8/22/2008
Kalmunai,0,8/16/2008,8,2008,34,8/22/2008
Kalutara,6,8/16/2008,8,2008,34,8/22/2008
Kandy,7,8/16/2008,8,2008,34,8/22/2008
Kegalle,3,8/16/2008,8,2008,34,8/22/2008
Kilinochchi,0,8/16/2008,8,2008,34,8/22/2008
Kurunegala,7,8/16/2008,8,2008,34,8/22/2008
Mannar,0,8/16/2008,8,2008,34,8/22/2008
Matale,4,8/16/2008,8,2008,34,8/22/2008
Matara,8,8/16/2008,8,2008,34,8/22/2008
Monaragala,0,8/16/2008,8,2008,34,8/22/2008
Mullaitivu,0,8/16/2008,8,2008,34,8/22/2008
Nuwara Eliya,1,8/16/2008,8,2008,34,8/22/2008
Polonnaruwa,0,8/16/2008,8,2008,34,8/22/2008
Puttalam,0,8/16/2008,8,2008,34,8/22/2008
Ratnapura,5,8/16/2008,8,2008,34,8/22/2008
Trincomalee,0,8/16/2008,8,2008,34,8/22/2008
Vavuniya,0,8/16/2008,8,2008,34,8/22/2008
Ampara,0,8/23/2008,8,2008,35,8/29/2008
Anuradhapura,0,8/23/2008,8,2008,35,8/29/2008
Badulla,2,8/23/2008,8,2008,35,8/29/2008
Batticaloa,0,8/23/2008,8,2008,35,8/29/2008
Colombo,21,8/23/2008,8,2008,35,8/29/2008
Galle,1,8/23/2008,8,2008,35,8/29/2008
Gampaha,19,8/23/2008,8,2008,35,8/29/2008
Hambantota,1,8/23/2008,8,2008,35,8/29/2008
Jaffna,0,8/23/2008,8,2008,35,8/29/2008
Kalmunai,0,8/23/2008,8,2008,35,8/29/2008
Kalutara,7,8/23/2008,8,2008,35,8/29/2008
Kandy,8,8/23/2008,8,2008,35,8/29/2008
Kegalle,5,8/23/2008,8,2008,35,8/29/2008
Kilinochchi,0,8/23/2008,8,2008,35,8/29/2008
Kurunegala,1,8/23/2008,8,2008,35,8/29/2008
Mannar,0,8/23/2008,8,2008,35,8/29/2008
Matale,1,8/23/2008,8,2008,35,8/29/2008
Matara,3,8/23/2008,8,2008,35,8/29/2008
Monaragala,2,8/23/2008,8,2008,35,8/29/2008
Mullaitivu,0,8/23/2008,8,2008,35,8/29/2008
Nuwara Eliya,0,8/23/2008,8,2008,35,8/29/2008
Polonnaruwa,0,8/23/2008,8,2008,35,8/29/2008
Puttalam,1,8/23/2008,8,2008,35,8/29/2008
Ratnapura,6,8/23/2008,8,2008,35,8/29/2008
Trincomalee,0,8/23/2008,8,2008,35,8/29/2008
Vavuniya,0,8/23/2008,8,2008,35,8/29/2008
Ampara,0,8/30/2008,8,2008,36,9/5/2008
Anuradhapura,0,8/30/2008,8,2008,36,9/5/2008
Badulla,2,8/30/2008,8,2008,36,9/5/2008
Batticaloa,0,8/30/2008,8,2008,36,9/5/2008
Colombo,29,8/30/2008,8,2008,36,9/5/2008
Galle,1,8/30/2008,8,2008,36,9/5/2008
Gampaha,15,8/30/2008,8,2008,36,9/5/2008
Hambantota,5,8/30/2008,8,2008,36,9/5/2008
Jaffna,0,8/30/2008,8,2008,36,9/5/2008
Kalmunai,1,8/30/2008,8,2008,36,9/5/2008
Kalutara,12,8/30/2008,8,2008,36,9/5/2008
Kandy,4,8/30/2008,8,2008,36,9/5/2008
Kegalle,8,8/30/2008,8,2008,36,9/5/2008
Kilinochchi,0,8/30/2008,8,2008,36,9/5/2008
Kurunegala,7,8/30/2008,8,2008,36,9/5/2008
Mannar,0,8/30/2008,8,2008,36,9/5/2008
Matale,2,8/30/2008,8,2008,36,9/5/2008
Matara,9,8/30/2008,8,2008,36,9/5/2008
Monaragala,0,8/30/2008,8,2008,36,9/5/2008
Mullaitivu,0,8/30/2008,8,2008,36,9/5/2008
Nuwara Eliya,0,8/30/2008,8,2008,36,9/5/2008
Polonnaruwa,2,8/30/2008,8,2008,36,9/5/2008
Puttalam,0,8/30/2008,8,2008,36,9/5/2008
Ratnapura,5,8/30/2008,8,2008,36,9/5/2008
Trincomalee,0,8/30/2008,8,2008,36,9/5/2008
Vavuniya,0,8/30/2008,8,2008,36,9/5/2008
Ampara,0,9/6/2008,9,2008,37,9/12/2008
Anuradhapura,4,9/6/2008,9,2008,37,9/12/2008
Badulla,2,9/6/2008,9,2008,37,9/12/2008
Batticaloa,0,9/6/2008,9,2008,37,9/12/2008
Colombo,11,9/6/2008,9,2008,37,9/12/2008
Galle,1,9/6/2008,9,2008,37,9/12/2008
Gampaha,7,9/6/2008,9,2008,37,9/12/2008
Hambantota,0,9/6/2008,9,2008,37,9/12/2008
Jaffna,0,9/6/2008,9,2008,37,9/12/2008
Kalmunai,0,9/6/2008,9,2008,37,9/12/2008
Kalutara,10,9/6/2008,9,2008,37,9/12/2008
Kandy,7,9/6/2008,9,2008,37,9/12/2008
Kegalle,13,9/6/2008,9,2008,37,9/12/2008
Kilinochchi,0,9/6/2008,9,2008,37,9/12/2008
Kurunegala,8,9/6/2008,9,2008,37,9/12/2008
Mannar,0,9/6/2008,9,2008,37,9/12/2008
Matale,6,9/6/2008,9,2008,37,9/12/2008
Matara,5,9/6/2008,9,2008,37,9/12/2008
Monaragala,0,9/6/2008,9,2008,37,9/12/2008
Mullaitivu,0,9/6/2008,9,2008,37,9/12/2008
Nuwara Eliya,0,9/6/2008,9,2008,37,9/12/2008
Polonnaruwa,1,9/6/2008,9,2008,37,9/12/2008
Puttalam,2,9/6/2008,9,2008,37,9/12/2008
Ratnapura,1,9/6/2008,9,2008,37,9/12/2008
Trincomalee,0,9/6/2008,9,2008,37,9/12/2008
Vavuniya,0,9/6/2008,9,2008,37,9/12/2008
Ampara,0,9/13/2008,9,2008,38,9/19/2008
Anuradhapura,0,9/13/2008,9,2008,38,9/19/2008
Badulla,2,9/13/2008,9,2008,38,9/19/2008
Batticaloa,0,9/13/2008,9,2008,38,9/19/2008
Colombo,24,9/13/2008,9,2008,38,9/19/2008
Galle,1,9/13/2008,9,2008,38,9/19/2008
Gampaha,9,9/13/2008,9,2008,38,9/19/2008
Hambantota,6,9/13/2008,9,2008,38,9/19/2008
Jaffna,0,9/13/2008,9,2008,38,9/19/2008
Kalmunai,1,9/13/2008,9,2008,38,9/19/2008
Kalutara,7,9/13/2008,9,2008,38,9/19/2008
Kandy,4,9/13/2008,9,2008,38,9/19/2008
Kegalle,11,9/13/2008,9,2008,38,9/19/2008
Kilinochchi,0,9/13/2008,9,2008,38,9/19/2008
Kurunegala,6,9/13/2008,9,2008,38,9/19/2008
Mannar,0,9/13/2008,9,2008,38,9/19/2008
Matale,14,9/13/2008,9,2008,38,9/19/2008
Matara,6,9/13/2008,9,2008,38,9/19/2008
Monaragala,1,9/13/2008,9,2008,38,9/19/2008
Mullaitivu,0,9/13/2008,9,2008,38,9/19/2008
Nuwara Eliya,2,9/13/2008,9,2008,38,9/19/2008
Polonnaruwa,0,9/13/2008,9,2008,38,9/19/2008
Puttalam,0,9/13/2008,9,2008,38,9/19/2008
Ratnapura,3,9/13/2008,9,2008,38,9/19/2008
Trincomalee,0,9/13/2008,9,2008,38,9/19/2008
Vavuniya,0,9/13/2008,9,2008,38,9/19/2008
Ampara,0,9/20/2008,9,2008,39,9/26/2008
Anuradhapura,0,9/20/2008,9,2008,39,9/26/2008
Badulla,3,9/20/2008,9,2008,39,9/26/2008
Batticaloa,0,9/20/2008,9,2008,39,9/26/2008
Colombo,19,9/20/2008,9,2008,39,9/26/2008
Galle,2,9/20/2008,9,2008,39,9/26/2008
Gampaha,5,9/20/2008,9,2008,39,9/26/2008
Hambantota,0,9/20/2008,9,2008,39,9/26/2008
Jaffna,0,9/20/2008,9,2008,39,9/26/2008
Kalmunai,0,9/20/2008,9,2008,39,9/26/2008
Kalutara,3,9/20/2008,9,2008,39,9/26/2008
