District,fold_id,stage2_trained,rmse,mae,smape,n_obs_scored,n_obs_total
Ampara,1,False,1.1898409907323486,0.9829381339280375,200.0,52,52
Ampara,10,True,0.5037375911162388,0.40884633574744744,81.47482253084111,52,52
Ampara,11,True,0.8085784392556344,0.5889703710106502,36.04004248269999,51,52
Ampara,12,True,1.0923206442938274,0.5822020442535593,78.07437683301535,51,52
Ampara,13,True,0.6584648808594428,0.43981619864770083,57.44546501005613,51,52
Ampara,14,True,0.6296899367052629,0.4863512588894948,109.93389452206586,52,52
Ampara,2,True,0.8388913261061209,0.6841323252281535,143.81316779224238,52,52
Ampara,3,True,0.8686237819188726,0.6757832531636738,81.71871294478876,52,52
Ampara,4,True,0.7870622750676887,0.6132502026998093,99.76815060328732,52,52
Ampara,5,True,0.8648288808403752,0.6762403037337491,151.6114980324133,52,52
Ampara,6,True,0.6607412340139186,0.5400157133323263,57.354065109981136,51,52
Ampara,7,True,0.8303215286793332,0.6292859396731081,108.53985500665635,52,52
Ampara,8,True,0.9943522227885984,0.8161956942508628,48.67556056776176,52,52
Ampara,9,True,0.48453855278748786,0.3865829593050326,39.47728211211197,52,52
Ampara,holdout,True,0.5291810361406082,0.3964998282683569,90.20921889024454,104,104
Ampara,validation_aggregate,True,,0.6011102868552298,,724,728
Anuradhapura,1,False,0.9849670804995442,0.7877291409080628,200.0,52,52
Anuradhapura,10,True,0.5031952294595075,0.3994709768584282,114.59776452649237,52,52
Anuradhapura,11,True,0.82737380949311,0.6108275390650437,29.954965742628296,51,52
Anuradhapura,12,True,1.157219236503429,0.7491419056981663,96.86687519285897,51,52
Anuradhapura,13,True,0.7386557742386197,0.567197550694907,132.43582025450178,51,52
Anuradhapura,14,True,0.8328061141109584,0.6749867994088306,98.63232359257547,52,52
Anuradhapura,2,True,0.6768104491988217,0.5165939929474822,131.3571521260458,52,52
Anuradhapura,3,True,0.6639961054981492,0.513063034342667,131.06160294588608,52,52
Anuradhapura,4,True,0.666326594121491,0.519333718917361,108.36710963233438,52,52
Anuradhapura,5,True,0.5824824698640411,0.4549266705555563,110.88460130572378,52,52
Anuradhapura,6,True,0.7974882229479124,0.5936693334800699,65.89693367381449,51,52
Anuradhapura,7,True,0.7933352944307059,0.6563489269488116,130.86420629210497,52,52
Anuradhapura,8,True,0.905692331780457,0.7668490287927691,36.67671732928092,52,52
Anuradhapura,9,True,0.5489538268954791,0.41503781969653875,45.454998527827094,52,52
Anuradhapura,holdout,True,0.5546946222230288,0.4383453287237433,103.02052771997117,104,104
Anuradhapura,validation_aggregate,True,,0.5804334420874884,,724,728
Badulla,1,False,1.44738274933624,1.091894809899795,200.0,52,52
Badulla,10,True,0.4048972495906053,0.3234979476709269,79.72889074801202,52,52
Badulla,11,True,0.9229532328582574,0.73670999639843,27.898699409166994,51,52
Badulla,12,True,1.0562024075799463,0.7994461282114658,103.1716024892393,51,52
Badulla,13,True,0.6339195832295714,0.44317848041129854,84.97007517348759,51,52
Badulla,14,True,0.8302116993284168,0.5438872259571644,116.61363550080144,52,52
Badulla,2,True,1.132127781792892,0.9581169219625264,87.43922786226914,52,52
Badulla,3,True,0.9515526304475185,0.7974512203885002,127.92031399876149,52,52
Badulla,4,True,0.6850869345453007,0.4795004288538657,129.7913150166155,52,52
Badulla,5,True,0.6967840427854336,0.5854109124559584,92.54038830971848,52,52
Badulla,6,True,0.8639451409083325,0.6490393032098608,49.14928349789721,51,52
Badulla,7,True,0.6272547416725576,0.5058832584580688,93.98118631271825,52,52
Badulla,8,True,0.6515522703099466,0.47021374076738165,34.12172357436233,52,52
Badulla,9,True,0.3775255193484374,0.3061565522395483,37.464156125761065,52,52
Badulla,holdout,True,0.4444554888908754,0.3542556491349361,92.63820813829427,104,104
Badulla,validation_aggregate,True,,0.5646490692065614,,724,728
Batticaloa,1,False,1.4029015683909556,1.1915525891722423,200.0,52,52
Batticaloa,10,True,0.3271386779351832,0.27446388153307527,60.50607439892385,52,52
Batticaloa,11,True,0.36844429897328623,0.2953431764998479,38.27713362153584,51,52
Batticaloa,12,True,0.5740244752471713,0.4443432296775033,35.86472627662764,51,52
Batticaloa,13,True,0.5880988003606473,0.39711607708775104,77.34813757429353,51,52
Batticaloa,14,True,0.5422663917041077,0.43874788067451903,64.20675565955705,52,52
Batticaloa,2,True,0.8928288659459259,0.733961699774613,80.68754589121923,52,52
Batticaloa,3,True,1.8455755599534618,1.6723857403327465,90.78527857974566,52,52
Batticaloa,4,True,0.7624771783649212,0.6176286762477728,123.9083707879875,52,52
Batticaloa,5,True,0.5429884245203427,0.429480326475911,83.23609048388741,52,52
Batticaloa,6,True,0.6666254864105327,0.5149454941729356,65.66097419937748,51,52
Batticaloa,7,True,0.7402531400331859,0.561676788948599,95.77869761045757,52,52
Batticaloa,8,True,0.6514218572936219,0.4922076799774943,30.062943737427627,52,52
Batticaloa,9,True,0.3101133146055508,0.22894134340398445,69.66565092807268,52,52
Batticaloa,holdout,True,0.36411131134421865,0.28447986714641504,74.60247684005492,104,104
Batticaloa,validation_aggregate,True,,0.46827545482749877,,724,728
Colombo,1,False,1.1289661856265165,0.9459031576679767,200.0,52,52
Colombo,10,True,0.19965430413873997,0.1634338062669558,64.39182786895533,52,52
Colombo,11,True,1.1444776700482517,0.8994975995627076,34.96974745602889,51,52
Colombo,12,True,0.8474328321788183,0.5807129442973943,79.41462866379105,51,52
Colombo,13,True,0.8023817766517158,0.6079724137204314,104.38192370596393,51,52
Colombo,14,True,0.9411901360597266,0.8235421342304783,47.59285015283451,52,52
Colombo,2,True,0.634230100340744,0.5271477484302249,40.48452143025158,52,52
Colombo,3,True,1.7547597152191396,1.1023109025807962,109.52488319002289,52,52
Colombo,4,True,0.4560898026392331,0.36539964481645365,108.7004827092646,52,52
Colombo,5,True,0.330480401703562,0.25675666730816293,76.44131704857917,52,52
Colombo,6,True,0.33504249770881156,0.2734398817323383,55.26034435064062,51,52
Colombo,7,True,0.5515833443968421,0.4054112953305825,78.28733363129075,52,52
Colombo,8,True,0.3859661330099732,0.3155413676222405,72.53110583670822,52,52
Colombo,9,True,0.2223569129284575,0.1929561581845727,61.263963562331845,52,52
Colombo,holdout,True,0.5043161950277821,0.23517680970474747,72.28647379113669,104,104
Colombo,validation_aggregate,True,,0.4662795218804037,,724,728
Galle,1,False,1.1133608530974148,0.9732389358596224,200.0,52,52
Galle,10,True,0.4045858902236683,0.32239372559270024,57.24358914319252,52,52
Galle,11,True,1.104362254503119,0.8460612754082069,38.38991647886336,51,52
Galle,12,True,0.9103493396813753,0.6323515823782393,60.647735985089504,51,52
Galle,13,True,0.8150175692117078,0.4792097849332456,108.96736847901724,51,52
Galle,14,True,0.5285319085811816,0.3406255897947625,65.3497175985708,52,52
Galle,2,True,0.8660051135975242,0.7451154721052109,75.74649994240319,52,52
