District,split,fold_id,rmse,mae,smape,mase,n_obs_scored,n_obs_total,ljung_box_stat_lag26,ljung_box_pvalue_lag26,ljung_box_stat_lag52,ljung_box_pvalue_lag52
Jaffna,validation,8,79.60800284899818,63.90814043908203,69.75801927621089,3.570886504150147,52,52,,,,
Jaffna,validation,9,152.45039160839735,143.80942771999725,106.7431194747962,6.036732865393725,52,52,,,,
Jaffna,validation,10,219.25792821670638,184.84780319919048,113.30545509409353,6.890089447000952,52,52,,,,
Jaffna,validation,11,499.212916716971,492.90830725000603,172.80905558081423,15.052482674268646,51,52,,,,
Jaffna,validation,12,53.81916647619816,11.701384968487227,110.39617107899664,0.29278477465114716,51,52,,,,
Jaffna,validation,13,40.05493345948322,32.39721032178061,63.3469144174903,0.7878635406204971,51,52,,,,
Jaffna,validation,14,128.64728881856837,64.74821586361827,118.16926970399366,1.536560060865653,52,52,,,,
Jaffna,validation_aggregate,aggregate,58.54882720161484,41.83338138678604,105.95299019020996,2.217430796885028,724,728,5218.813926613791,0.0,5472.932229610634,0.0
Jaffna,holdout,holdout,22.821640621358245,15.27023563615849,70.46354026341537,0.32098573807984565,104,104,,,,
Kalutara,validation,1,22.2293831682038,16.21393563665351,84.12916107495299,2.0050526827728476,52,52,,,,
Kalutara,validation,2,21.167098660051888,17.1879428122195,131.59421265286656,1.7013445930877171,52,52,,,,
Kalutara,validation,3,18.58075308269051,15.347707374745806,77.29818830781315,1.3306890929333586,52,52,,,,
Kalutara,validation,4,16.85127665725066,14.381075072911992,63.38081652617369,1.047948295671838,52,52,,,,
Kalutara,validation,5,29.516532976446364,20.997252834705385,55.11673094923011,1.4477663832990233,52,52,,,,
Kalutara,validation,6,16.11085593883682,13.881884765230998,53.25079984806095,0.9369564351092311,51,52,,,,
Kalutara,validation,7,25.2155522517815,18.259491206706016,62.79978200940272,1.1604423967508417,52,52,,,,
Kalutara,validation,8,234.16542527920177,170.57744724754315,133.47530048603826,10.691202477115683,52,52,,,,
Kalutara,validation,9,53.87359585922491,47.45513447031072,64.4697533964397,1.5413694291209525,52,52,,,,
Kalutara,validation,10,105.81820571535232,81.42447857751884,70.27210323078185,1.9763222955708455,52,52,,,,
Kalutara,validation,11,88.1786644430057,82.82162981030424,121.51417659455059,1.8349084146753067,51,52,,,,
Kalutara,validation,12,17.139841370792844,11.85859494889572,39.267329658714196,0.235534010170193,51,52,,,,
Kalutara,validation,13,31.997926354707083,25.014147061836074,59.159399261949375,0.505767333903112,51,52,,,,
Kalutara,validation,14,120.2743306366109,67.17884843875859,75.62266477878238,1.3908999556223487,52,52,,,,
Kalutara,validation_aggregate,aggregate,27.36604261411393,19.6283720207057,67.37092831361078,1.4193331694606859,724,728,3461.9932814695744,0.0,3899.3489933660526,0.0
Kalutara,holdout,holdout,66.26835083191791,32.51083827134217,44.16282823986714,0.6624685364779413,104,104,,,,
Kandy,validation,1,19.54132464297868,15.964107314607466,72.076533236129,0.5567629646945595,52,52,,,,
Kandy,validation,2,34.188432952136495,25.607986224820856,138.0179032443119,0.7882489840315812,52,52,,,,
Kandy,validation,3,41.687442127547754,37.40254465868648,96.16672691440797,1.2011315870012025,52,52,,,,
Kandy,validation,4,13.677898666940267,10.861954467484043,48.15765252792683,0.3667196677763734,52,52,,,,
Kandy,validation,5,34.74792208566926,26.102739945732388,83.17944281440364,0.9209606313545747,52,52,,,,
Kandy,validation,6,51.79256455099261,49.59689170032232,117.01679114991217,1.7876293275489974,51,52,,,,
Kandy,validation,7,64.23580671883641,37.43244067007571,67.73258815196033,1.345091599106539,52,52,,,,
Kandy,validation,8,351.5400645021963,239.62357994484861,126.76700804015321,8.196769305901743,52,52,,,,
Kandy,validation,9,127.33985432689174,123.31013767427413,93.9278542876984,2.56535006688116,52,52,,,,
Kandy,validation,10,169.06072340511855,106.80905593959194,63.76916447489156,1.7002111786630754,52,52,,,,
Kandy,validation,11,263.22739300994533,257.96763329436226,134.7537513053346,3.8720979731434957,51,52,,,,
Kandy,validation,12,13.363713755714956,8.940966966596644,47.83692773702675,0.12454249753740125,51,52,,,,
Kandy,validation,13,35.61655340375938,32.216441984262424,73.77329861066525,0.45136980766261786,51,52,,,,
Kandy,validation,14,147.60685547468094,111.16560875347659,82.02142066072734,1.6235148135509343,52,52,,,,
Kandy,validation_aggregate,aggregate,46.74000333927018,37.41749266438109,82.60043173756549,1.2731115930538708,724,728,4458.0894468781335,0.0,4768.501521682218,0.0
Kandy,holdout,holdout,56.266709125437046,31.334671597915705,32.628996541043165,0.4282000427361031,104,104,,,,
Kegalle,validation,1,11.198714905804813,9.432148926794655,77.08567052679776,0.44386583184916023,52,52,,,,
Kegalle,validation,2,19.90382329850748,14.918668443357118,135.0281943732638,0.5893421821128666,52,52,,,,
Kegalle,validation,3,19.13884778438399,14.929718660285285,65.70047484292783,0.659456674737596,52,52,,,,
Kegalle,validation,4,19.465769631282214,18.091614372092458,69.0426642786812,0.824074936360203,52,52,,,,
Kegalle,validation,5,18.77824896673196,14.06802307011494,57.678344137452555,0.6661440579565733,52,52,,,,
Kegalle,validation,6,9.215045875178134,8.544605464752301,63.19117471798972,0.4267613047708339,51,52,,,,
