District,Year,Week,actual,is_reporting_anomaly,n_sarima_vintages,single_sarima,single_final,single_abs_error,mean_sarima,mean_final,mean_abs_error,median_sarima,median_final,median_abs_error,trimmed_mean_sarima,trimmed_mean_final,trimmed_mean_abs_error
Gampaha,2026,5,191.0,False,4,255.6761099919292,427.8,236.8,276.2374486725312,448.4,257.4,280.50392937181766,452.6,261.6,280.50392937181766,452.6,261.6
Gampaha,2026,6,287.0,False,4,204.1785656748976,319.8,32.80000000000001,250.5496650536884,366.1,79.10000000000002,246.5560461975732,362.2,75.19999999999999,246.5560461975732,362.2,75.19999999999999
Gampaha,2026,7,249.0,False,4,265.26565206787575,428.8,179.8,236.17500707283335,399.7,150.7,244.30864140299886,407.8,158.8,244.30864140299886,407.8,158.8
Gampaha,2026,8,219.0,False,4,267.7100471829583,428.0,209.0,251.29459198775072,411.6,192.60000000000002,264.3401422740724,424.6,205.60000000000002,264.3401422740724,424.6,205.60000000000002
Gampaha,2026,9,177.0,False,4,216.15687714607768,345.3,168.3,236.27740472680284,365.4,188.39999999999998,238.04546541865443,367.2,190.2,238.04546541865443,367.2,190.2
Gampaha,2026,10,200.0,False,4,176.58189388498678,263.1,63.10000000000002,233.09974076984824,319.7,119.69999999999999,237.71639029292066,324.3,124.30000000000001,237.71639029292066,324.3,124.30000000000001
Gampaha,2026,11,191.0,False,4,191.20162625023806,295.7,104.69999999999999,208.79745579714336,313.3,122.30000000000001,201.507443548809,306.0,115.0,201.507443548809,306.0,115.0
Gampaha,2026,12,180.0,False,4,195.4565368464807,298.1,118.10000000000002,193.23864442129278,295.9,115.89999999999998,195.54719184282388,298.2,118.19999999999999,195.54719184282388,298.2,118.19999999999999
Gampaha,2026,13,194.0,False,4,179.71724136527348,271.9,77.89999999999998,184.20766150760184,276.4,82.39999999999998,186.6679408465887,278.8,84.80000000000001,186.6679408465887,278.8,84.80000000000001
Gampaha,2026,14,10.0,True,4,190.89397842855257,285.5,275.5,189.53327183931577,284.2,274.2,192.6927937785823,287.3,277.3,192.6927937785823,287.3,277.3
Gampaha,2026,15,145.0,False,4,30.742792317109615,0.1,144.9,149.1004813833814,105.2,39.8,185.7695549380781,141.8,3.1999999999999886,185.7695549380781,141.8,3.1999999999999886
Gampaha,2026,16,189.0,False,4,102.50570526311253,113.5,75.5,118.31253967765703,129.3,59.69999999999999,140.2038401337952,150.3,38.69999999999999,140.2038401337952,150.3,38.69999999999999
Gampaha,2026,17,192.0,False,4,205.02087053658454,297.2,105.19999999999999,133.09884047270307,225.3,33.30000000000001,160.4403337389279,252.6,60.599999999999994,160.4403337389279,252.6,60.599999999999994
Gampaha,2026,18,178.0,False,4,198.37359109488196,299.6,121.60000000000002,132.04222381598848,233.2,55.19999999999999,158.48069430170608,259.7,81.69999999999999,158.48069430170608,259.7,81.69999999999999
Gampaha,2026,19,199.0,False,4,179.89550302558007,263.3,64.30000000000001,178.37740093099364,261.8,62.80000000000001,189.0345734251685,272.4,73.39999999999998,189.0345734251685,272.4,73.39999999999998
Gampaha,2026,20,213.0,False,4,194.71444452548488,307.5,94.5,196.00322662397267,308.8,95.80000000000001,196.93829627471547,309.8,96.80000000000001,196.93829627471547,309.8,96.80000000000001
Gampaha,2026,21,406.0,False,4,214.74547853082203,337.2,68.80000000000001,197.55498702032114,320.1,85.89999999999998,198.68596508075,321.2,84.80000000000001,198.68596508075,321.2,84.80000000000001
Gampaha,2026,22,462.0,False,4,388.3764967122728,619.2,157.20000000000005,245.02023378544723,486.0,24.0,207.00395321800488,448.0,14.0,207.00395321800488,448.0,14.0
Gampaha,2026,23,502.0,False,4,485.88599234599855,800.3,298.29999999999995,330.0510844542887,644.4,142.39999999999998,318.17218934719114,644.6,142.60000000000002,318.17218934719114,644.6,142.60000000000002
Gampaha,2026,24,24.0,True,4,506.5888714487381,837.7,813.7,407.3482035950194,738.5,714.5,452.8806146984159,784.0,760.0,452.8806146984159,784.0,760.0
Gampaha,2026,25,1294.0,False,4,79.39468456823093,90.0,1204.0,376.4524803864561,378.6,915.4,457.0761245173691,459.2,834.8,457.0761245173691,459.2,834.8
Hambantota,2026,2,63.0,False,4,48.74174943865951,83.6,20.599999999999994,35.50440507125001,70.7,7.700000000000003,35.30942246453933,70.5,7.5,35.30942246453933,70.5,7.5
Hambantota,2026,3,92.0,False,4,55.29925466061811,101.0,9.0,43.66496225708907,89.5,2.5,44.022501843415846,89.8,2.200000000000003,44.022501843415846,89.8,2.200000000000003
Hambantota,2026,4,88.0,False,4,72.38531270864269,128.5,40.5,53.93239276402313,110.4,22.400000000000006,52.02050204963881,108.5,20.5,52.02050204963881,108.5,20.5
Hambantota,2026,5,52.0,False,4,79.79536077157697,139.3,87.30000000000001,64.05541939487432,123.4,71.4,63.8422836846304,123.2,71.2,63.8422836846304,123.2,71.2
Hambantota,2026,6,50.0,False,4,66.84920662237961,101.4,51.400000000000006,68.58228369080435,103.2,53.2,69.61725966551114,104.2,54.2,69.61725966551114,104.2,54.2
Hambantota,2026,7,37.0,False,4,59.08830262557012,89.1,52.099999999999994,69.52954568204234,99.2,62.2,69.61725966551114,99.3,62.3,69.61725966551114,99.3,62.3
Hambantota,2026,8,15.0,False,4,48.8470773093695,68.7,53.7,63.64498683222405,83.1,68.1,62.96875462397487,82.5,67.5,62.96875462397487,82.5,67.5
Hambantota,2026,9,38.0,False,4,32.897021378477795,41.8,3.799999999999997,51.92040198394926,60.1,22.1,53.96768996746981,62.2,24.200000000000003,53.96768996746981,62.2,24.200000000000003
Hambantota,2026,10,40.0,False,4,35.31670248861336,48.8,8.799999999999997,44.03727595050769,57.4,17.4,42.081889898991435,55.4,15.399999999999999,42.081889898991435,55.4,15.399999999999999
Hambantota,2026,11,43.0,False,4,37.50776111984569,58.1,15.100000000000001,38.642140574076585,59.3,16.299999999999997,36.41223180422952,57.1,14.100000000000001,36.41223180422952,57.1,14.100000000000001
Hambantota,2026,12,35.0,False,4,40.069487988246706,63.5,28.5,36.447743243795884,60.0,25.0,36.41223180422952,59.9,24.9,36.41223180422952,59.9,24.9
Hambantota,2026,13,29.0,False,4,37.70583574674496,56.1,27.1,37.64994683586268,56.1,27.1,37.606798433295324,56.0,27.0,37.606798433295324,56.0,27.0
Hambantota,2026,14,28.0,False,4,33.644724882975254,48.4,20.4,37.23195243445315,51.6,23.6,37.606798433295324,52.0,24.0,37.606798433295324,52.0,24.0
Hambantota,2026,15,46.0,False,4,31.008182555074914,43.2,2.799999999999997,35.60705779326045,47.5,1.5,35.6752803148601,47.5,1.5,35.6752803148601,47.5,1.5
Hambantota,2026,16,25.0,False,4,37.997736507082365,59.3,34.3,35.089119922969374,56.5,31.5,35.6752803148601,57.1,32.1,35.6752803148601,57.1,32.1
Hambantota,2026,17,54.0,False,4,31.947526697710455,47.0,7.0,33.64954266071075,48.7,5.299999999999997,32.796125790342856,47.8,6.200000000000003,32.796125790342856,47.8,6.200000000000003
Hambantota,2026,18,31.0,False,4,42.191327242822624,66.9,35.900000000000006,35.78619325067259,60.7,29.700000000000003,34.97263160239641,59.8,28.799999999999997,34.97263160239641,59.8,28.799999999999997
Hambantota,2026,19,24.0,False,4,36.99661254232071,55.2,31.200000000000003,37.283300747484034,55.5,31.5,37.497174524701535,55.7,31.700000000000003,37.497174524701535,55.7,31.700000000000003
Hambantota,2026,20,58.0,False,4,30.973369854050077,45.0,13.0,35.527209084225966,48.9,9.100000000000001,34.47206962001558,48.0,10.0,34.47206962001558,48.0,10.0
Hambantota,2026,21,53.0,False,4,43.46124763871225,71.2,18.200000000000003,38.40563931947642,66.2,13.200000000000003,39.593969892571664,67.4,14.400000000000006,39.593969892571664,67.4,14.400000000000006
Hambantota,2026,22,31.0,False,4,47.88248797193579,84.2,53.2,39.828429501754705,76.4,45.400000000000006,40.228930090516485,76.8,45.8,40.228930090516485,76.8,45.8
Hambantota,2026,23,100.0,False,4,40.08522612504858,58.2,41.8,40.600582897436674,58.7,41.3,41.773236881880415,59.9,40.1,41.773236881880415,59.9,40.1
Hambantota,2026,24,119.0,False,4,67.59061741758245,128.1,9.099999999999994,49.75489478831977,110.6,8.400000000000006,45.67186780532402,106.5,12.5,45.67186780532402,106.5,12.5
Hambantota,2026,25,192.0,False,4,92.35851244695573,189.0,3.0,61.979210990380636,158.6,33.400000000000006,57.73655269475912,154.3,37.69999999999999,57.73655269475912,154.3,37.69999999999999
Jaffna,2026,2,44.0,False,4,67.9033786533252,74.3,30.299999999999997,79.29746553184951,85.7,41.7,77.72925904094453,84.2,40.2,77.72925904094453,84.2,40.2
Jaffna,2026,3,37.0,False,4,49.54244525146307,47.2,10.200000000000003,71.52741503035601,69.0,32.0,69.44951346215463,66.9,29.900000000000006,69.44951346215463,66.9,29.900000000000006
Jaffna,2026,4,46.0,False,4,29.677198367835537,21.3,24.7,48.59563436624826,38.7,7.299999999999997,48.62066194066199,38.7,7.299999999999997,48.62066194066199,38.7,7.299999999999997
Jaffna,2026,5,51.0,False,4,36.01597623304603,27.9,23.1,39.31769544875077,31.0,20.0,35.845356861864595,27.8,23.2,35.845356861864595,27.8,23.2
Jaffna,2026,6,37.0,False,4,45.669250616466115,49.2,12.200000000000003,34.18151870618037,38.0,1.0,34.901454085117905,38.6,1.6000000000000014,34.901454085117905,38.6,1.6000000000000014
Jaffna,2026,7,35.0,False,4,44.41981663972274,49.4,14.399999999999999,38.11086441941528,43.3,8.299999999999997,40.907734327968704,45.9,10.899999999999999,40.907734327968704,45.9,10.899999999999999
Jaffna,2026,8,24.0,False,4,41.59211998969591,43.5,19.5,46.25639399558766,48.1,24.1,44.822050748342676,46.8,22.799999999999997,44.822050748342676,46.8,22.799999999999997
Jaffna,2026,9,36.0,False,4,28.34375882131893,27.5,8.5,43.74101134537067,41.6,5.600000000000001,44.48514252747114,42.4,6.399999999999999,44.48514252747114,42.4,6.399999999999999
Jaffna,2026,10,18.0,False,4,30.434297890632436,35.6,17.6,36.574470395898196,40.8,22.799999999999997,35.41902770266329,39.7,21.700000000000003,35.41902770266329,39.7,21.700000000000003
Jaffna,2026,11,24.0,False,4,17.583161977149125,18.3,5.699999999999999,25.276634194032752,24.6,0.6000000000000014,22.794606402915036,23.4,0.6000000000000014,22.794606402915036,23.4,0.6000000000000014
Jaffna,2026,12,22.0,False,4,19.207057930527768,18.4,3.6000000000000014,19.275550466830495,18.5,3.5,18.36841537064688,17.6,4.399999999999999,18.36841537064688,17.6,4.399999999999999
Jaffna,2026,13,30.0,False,4,20.6755451267891,22.3,7.699999999999999,19.721203416146974,21.4,8.600000000000001,19.717952559206715,21.4,8.600000000000001,19.717952559206715,21.4,8.600000000000001
Jaffna,2026,14,32.0,False,4,29.678627144429445,34.4,2.3999999999999986,21.992730402684316,27.8,4.199999999999999,22.077770449249954,27.9,4.100000000000001,22.077770449249954,27.9,4.100000000000001
Jaffna,2026,15,16.0,False,4,34.64387210448965,40.7,24.700000000000003,28.683703561358957,35.5,19.5,29.018468697404522,35.8,19.799999999999997,29.018468697404522,35.8,19.799999999999997
Jaffna,2026,16,19.0,False,4,23.219967676503003,25.4,6.399999999999999,29.353708411582218,30.7,11.7,29.098457717086397,30.4,11.399999999999999,29.098457717086397,30.4,11.399999999999999
Jaffna,2026,17,29.0,False,4,13.749174488345854,16.1,12.899999999999999,23.37361848470028,25.6,3.3999999999999986,23.48811710201882,25.7,3.3000000000000007,23.48811710201882,25.7,3.3000000000000007
Jaffna,2026,18,16.0,False,4,24.3273507679122,28.6,12.600000000000001,23.205448115640056,27.5,11.5,20.92850488802209,25.3,9.3,20.92850488802209,25.3,9.3
Jaffna,2026,19,20.0,False,4,19.332657206708227,22.5,2.5,18.1267989371132,21.3,1.3000000000000007,17.80680408089769,21.0,1.0,17.80680408089769,21.0,1.0
Jaffna,2026,20,22.0,False,4,18.90790858725248,20.0,2.0,18.16869222624454,19.2,2.8000000000000007,18.679278124365815,19.7,2.3000000000000007,18.679278124365815,19.7,2.3000000000000007
Jaffna,2026,21,18.0,False,4,19.5505190066274,23.6,5.600000000000001,19.855270135090013,23.9,5.899999999999999,18.491126360970917,22.5,4.5,18.491126360970917,22.5,4.5
Jaffna,2026,22,15.0,False,4,21.427196769391802,25.8,10.8,20.711715239028358,25.1,10.100000000000001,20.621121590297093,25.0,10.0,20.621121590297093,25.0,10.0
Jaffna,2026,23,18.0,False,4,16.20898904916613,17.8,0.1999999999999993,19.371146182217696,21.0,3.0,19.661283735937666,21.2,3.1999999999999993,19.661283735937666,21.2,3.1999999999999993
Jaffna,2026,24,14.0,False,4,16.392574497999632,20.5,6.5,18.65805290088999,22.8,8.8,18.55835044991896,22.7,8.7,18.55835044991896,22.7,8.7
Jaffna,2026,25,24.0,False,4,13.982051668625367,16.7,7.300000000000001,16.121888003487975,18.9,5.100000000000001,14.84668544623041,17.6,6.399999999999999,14.84668544623041,17.6,6.399999999999999
Kalutara,2026,2,116.0,False,4,89.00689306229627,136.0,20.0,65.86480289320089,112.5,3.5,65.44288997574816,112.1,3.9000000000000057,65.44288997574816,112.1,3.9000000000000057
Kalutara,2026,3,91.0,False,4,97.22987376310432,152.8,61.80000000000001,75.01627708172954,130.5,39.5,74.49824864187568,130.0,39.0,74.49824864187568,130.0,39.0
Kalutara,2026,4,98.0,False,4,85.68905196330553,124.5,26.5,77.70697752944535,116.1,18.099999999999994,80.94502783125183,119.3,21.299999999999997,80.94502783125183,119.3,21.299999999999997
Kalutara,2026,5,101.0,False,4,95.31498196435678,129.3,28.30000000000001,81.06137082240821,114.9,13.900000000000006,79.46533940929821,113.3,12.299999999999997,79.46533940929821,113.3,12.299999999999997
Kalutara,2026,6,61.0,False,4,87.25923650650682,120.1,59.099999999999994,82.19146366098022,114.8,53.8,81.12299768899067,113.8,52.8,81.12299768899067,113.8,52.8
Kalutara,2026,7,89.0,False,4,67.27567061542975,77.7,11.299999999999997,77.41110060434882,88.0,1.0,75.08258219902552,85.5,3.5,75.08258219902552,85.5,3.5
Kalutara,2026,8,78.0,False,4,72.11522248978393,87.7,9.700000000000003,75.28773284757301,90.9,12.900000000000006,73.97166522531334,89.5,11.5,73.97166522531334,89.5,11.5
Kalutara,2026,9,68.0,False,4,74.5254098081877,93.1,25.099999999999994,69.50767351602865,88.0,20.0,71.63743178398052,90.2,22.200000000000003,71.63743178398052,90.2,22.200000000000003
Kalutara,2026,10,63.0,False,4,73.84610849748465,86.7,23.700000000000003,67.46460756045846,80.3,17.299999999999997,68.804702941858,81.6,18.599999999999994,68.804702941858,81.6,18.599999999999994
Kalutara,2026,11,84.0,False,4,62.019070174543046,67.8,16.200000000000003,67.26922303583962,72.7,11.299999999999997,66.28732179852807,71.7,12.299999999999997,66.28732179852807,71.7,12.299999999999997
Kalutara,2026,12,111.0,False,4,71.02663552189361,84.6,26.400000000000006,67.71390872941983,81.3,29.700000000000003,67.98545769093987,81.6,29.400000000000006,67.98545769093987,81.6,29.400000000000006
Kalutara,2026,13,122.0,False,4,93.98422949828174,140.5,18.5,73.71177240567413,119.9,2.0999999999999943,72.81130074236694,119.0,3.0,72.81130074236694,119.0,3.0
Kalutara,2026,14,10.0,True,4,101.73417632836347,154.4,144.4,77.45334493944702,130.5,120.5,77.90538754717302,130.9,120.9,77.90538754717302,130.9,120.9
Kalutara,2026,15,165.0,False,4,27.853844826615475,15.4,149.6,62.87647156133707,45.9,119.1,76.52871212350543,59.5,105.5,76.52871212350543,59.5,105.5
Kalutara,2026,16,85.0,False,4,62.02047386083476,95.8,10.799999999999997,58.81384289514836,92.6,7.599999999999994,73.66913482693971,107.0,22.0,73.66913482693971,107.0,22.0
Kalutara,2026,17,121.0,False,4,93.47701560773228,134.6,13.599999999999994,65.16310031732152,105.6,15.400000000000006,80.83290920172422,121.5,0.5,80.83290920172422,121.5,0.5
Kalutara,2026,18,112.0,False,4,94.2238280674084,140.6,28.599999999999994,63.9532558221221,110.0,2.0,75.29706656945274,121.4,9.400000000000006,75.29706656945274,121.4,9.400000000000006
Kalutara,2026,19,123.0,False,4,100.05404444112348,156.2,33.19999999999999,83.93049788798982,140.2,17.19999999999999,84.94844220124969,141.2,18.19999999999999,84.94844220124969,141.2,18.19999999999999
Kalutara,2026,20,157.0,False,4,103.34684230614258,161.2,4.199999999999989,88.12474822325032,146.5,10.5,88.26351227128241,146.6,10.400000000000006,88.26351227128241,146.6,10.400000000000006
Kalutara,2026,21,181.0,False,4,121.22137668216749,202.4,21.400000000000006,95.02196060757805,177.1,3.9000000000000057,91.64994649550742,173.7,7.300000000000011,91.64994649550742,173.7,7.300000000000011
Kalutara,2026,22,243.0,False,4,140.59178447109312,256.9,13.899999999999977,104.1476997369626,221.2,21.80000000000001,101.05739475777284,218.1,24.900000000000006,101.05739475777284,218.1,24.900000000000006
Kalutara,2026,23,318.0,False,4,172.1561735812478,337.0,19.0,117.95927293196323,283.7,34.30000000000001,114.94761760854387,280.7,37.30000000000001,114.94761760854387,280.7,37.30000000000001
Kalutara,2026,24,53.0,True,4,217.36113804108288,420.3,367.3,139.28987936928203,342.2,289.2,134.25988763371458,337.2,284.2,134.25988763371458,337.2,284.2
Kalutara,2026,25,551.0,False,4,91.18876285892792,142.1,408.9,126.38559188596601,177.1,373.9,120.37297506520642,170.8,380.2,120.37297506520642,170.8,380.2
Kandy,2026,2,106.0,False,4,86.49638469725,93.4,12.599999999999994,78.3971279500422,85.1,20.900000000000006,79.40905841592624,86.1,19.900000000000006,79.40905841592624,86.1,19.900000000000006
Kandy,2026,3,66.0,False,4,96.31098127188815,119.8,53.8,85.13714606601145,109.1,43.099999999999994,84.07206382493345,107.9,41.900000000000006,84.07206382493345,107.9,41.900000000000006
Kandy,2026,4,84.0,False,4,78.90303088750127,75.8,8.200000000000003,85.61134058091642,82.9,1.0999999999999943,84.07206382493345,80.9,3.0999999999999943,84.07206382493345,80.9,3.0999999999999943
Kandy,2026,5,56.0,False,4,81.55505908415533,77.8,21.799999999999997,85.5694636086584,82.0,26.0,83.98981826272758,80.2,24.200000000000003,83.98981826272758,80.2,24.200000000000003
Kandy,2026,6,54.0,False,4,66.88965433966236,51.5,2.5,80.24901391306538,65.0,11.0,80.2182210832074,65.0,11.0,80.2182210832074,65.0,11.0
Kandy,2026,7,59.0,False,4,59.74207956846807,38.0,21.0,71.21876376334096,49.1,9.899999999999999,72.65181021294606,50.6,8.399999999999999,72.65181021294606,50.6,8.399999999999999
Kandy,2026,8,47.0,False,4,59.348847855268765,37.6,9.399999999999999,66.32501865192295,44.2,2.799999999999997,63.21649932669612,41.1,5.899999999999999,63.21649932669612,41.1,5.899999999999999
Kandy,2026,9,56.0,False,4,52.47316944002717,22.2,33.8,59.39827578480799,29.1,26.9,59.5451444650197,29.3,26.7,59.5451444650197,29.3,26.7
Kandy,2026,10,40.0,False,4,54.308584124742744,32.9,7.100000000000001,56.381484116124,35.0,5.0,56.773777169529346,35.4,4.600000000000001,56.773777169529346,35.4,4.600000000000001
Kandy,2026,11,57.0,False,4,46.21768464965738,11.5,45.5,52.879745342619266,18.1,38.9,53.383134245741715,18.6,38.4,53.383134245741715,18.6,38.4
Kandy,2026,12,50.0,False,4,51.63725498942624,23.0,27.0,51.069282927998806,22.5,27.5,52.05356590190243,23.4,26.6,52.05356590190243,23.4,26.6
Kandy,2026,13,68.0,False,4,50.76607487759204,25.1,42.9,50.64864405137048,25.0,43.0,51.19984753937067,25.5,42.5,51.19984753937067,25.5,42.5
Kandy,2026,14,42.0,False,4,59.250510564473224,43.2,1.2000000000000028,51.76561106849134,35.7,6.299999999999997,51.19984753937067,35.1,6.899999999999999,51.19984753937067,35.1,6.899999999999999
Kandy,2026,15,36.0,False,4,49.42081222167595,15.1,20.9,52.63857845011256,18.3,17.7,51.19984753937067,16.9,19.1,51.19984753937067,16.9,19.1
Kandy,2026,16,65.0,False,4,41.81793682390921,5.2,59.8,49.940169477764556,13.2,51.8,50.08901585327599,13.4,51.6,50.08901585327599,13.4,51.6
Kandy,2026,17,56.0,False,4,52.80456824521413,29.2,26.8,50.43442204744144,26.8,29.2,51.08521894127248,27.5,28.5,51.08521894127248,27.5,28.5
Kandy,2026,18,69.0,False,4,54.46803725211599,34.3,34.7,49.38188136524193,29.2,39.8,51.08521894127248,30.9,38.1,51.08521894127248,30.9,38.1
Kandy,2026,19,103.0,False,4,61.71664874014556,48.8,54.2,52.20686033340454,39.3,63.7,53.629971588493035,40.8,62.2,53.629971588493035,40.8,62.2
Kandy,2026,20,135.0,False,4,80.92517081496356,89.6,45.400000000000006,61.57711503222028,70.4,64.6,57.98109365420643,66.8,68.2,57.98109365420643,66.8,68.2
Kandy,2026,21,180.0,False,4,106.13860192730809,152.2,27.80000000000001,73.33566709838107,119.8,60.2,70.68034710419934,117.2,62.8,70.68034710419934,117.2,62.8
Kandy,2026,22,168.0,False,4,140.50891891491887,224.8,56.80000000000001,92.94690924470419,178.9,10.900000000000006,92.68750324227403,178.6,10.599999999999994,92.68750324227403,178.6,10.599999999999994
Kandy,2026,23,286.0,False,4,154.5023414812541,242.4,43.599999999999994,116.8883852506582,205.1,80.9,122.13028763382798,210.1,75.9,122.13028763382798,210.1,75.9
Kandy,2026,24,47.0,True,4,214.37355887350424,382.1,335.1,149.11178053268364,316.8,269.8,147.34071670229596,315.0,268.0,147.34071670229596,315.0,268.0
Kandy,2026,25,472.0,False,4,96.35806910104985,111.7,360.3,145.56196213472558,160.0,312.0,147.34071670229596,161.8,310.2,147.34071670229596,161.8,310.2
Kegalle,2026,2,48.0,False,4,44.47975459956403,55.7,7.700000000000003,36.11270227937275,47.5,0.5,35.43980137737208,46.8,1.2000000000000028,35.43980137737208,46.8,1.2000000000000028
Kegalle,2026,3,50.0,False,4,47.10427465815054,62.1,12.100000000000001,40.91908764193942,56.3,6.299999999999997,41.67587905618035,57.1,7.100000000000001,41.67587905618035,57.1,7.100000000000001
Kegalle,2026,4,50.0,False,4,48.516587761623,62.2,12.200000000000003,44.80589066667279,59.0,9.0,46.52384497378523,60.2,10.200000000000003,46.52384497378523,60.2,10.200000000000003
Kegalle,2026,5,45.0,False,4,49.31795648669113,60.9,15.899999999999999,47.77218215906201,59.4,14.399999999999999,48.03914949734697,59.6,14.600000000000001,48.03914949734697,59.6,14.600000000000001
Kegalle,2026,6,23.0,False,4,47.69250187525903,56.9,33.9,48.29864135255382,57.5,34.5,48.20779203862275,57.4,34.4,48.20779203862275,57.4,34.4
Kegalle,2026,7,41.0,False,4,37.483183416191004,35.4,5.600000000000001,45.75365365634537,43.1,2.1000000000000014,48.05383333446407,45.3,4.299999999999997,48.05383333446407,45.3,4.299999999999997
Kegalle,2026,8,47.0,False,4,37.13513396651914,39.3,7.700000000000003,42.41714650720953,44.5,2.5,42.25985921673041,44.4,2.6000000000000014,42.25985921673041,44.4,2.6000000000000014
Kegalle,2026,9,35.0,False,4,41.341968093713504,47.9,12.899999999999999,40.45930138582585,47.0,12.0,39.36375901062338,46.0,11.0,39.36375901062338,46.0,11.0
Kegalle,2026,10,43.0,False,4,39.501085591690845,44.5,1.5,38.66381325239685,43.7,0.7000000000000028,38.44331775961206,43.5,0.5,38.44331775961206,43.5,0.5
Kegalle,2026,11,32.0,False,4,40.45234560568992,43.6,11.600000000000001,39.73277156599077,42.9,10.899999999999999,39.751010950590754,43.0,11.0,39.751010950590754,43.0,11.0
Kegalle,2026,12,44.0,False,4,37.31316421032629,35.5,8.5,39.77695465111039,38.0,6.0,39.87556997943348,38.1,5.899999999999999,39.87556997943348,38.1,5.899999999999999
Kegalle,2026,13,37.0,False,4,39.391512960703494,44.6,7.600000000000001,38.96346406116591,44.2,7.200000000000003,39.220594628097544,44.4,7.399999999999999,39.220594628097544,44.4,7.399999999999999
Kegalle,2026,14,16.0,False,4,38.90930806102844,41.6,25.6,39.04746475677047,41.8,25.799999999999997,39.38859601930666,42.1,26.1,39.38859601930666,42.1,26.1
Kegalle,2026,15,39.0,False,4,29.555638805388554,19.9,19.1,36.218408594231526,25.7,13.3,37.725055796976335,26.9,12.100000000000001,37.725055796976335,26.9,12.100000000000001
Kegalle,2026,16,34.0,False,4,31.70853965919036,31.0,3.0,34.55983495998013,33.7,0.29999999999999716,35.22372396402493,34.2,0.20000000000000284,35.22372396402493,34.2,0.20000000000000284
Kegalle,2026,17,48.0,False,4,33.30008449701033,34.6,13.399999999999999,33.08618064270743,34.4,13.600000000000001,32.84090318384223,34.2,13.799999999999997,32.84090318384223,34.2,13.799999999999997
Kegalle,2026,18,63.0,False,4,39.354577388560045,44.5,18.5,33.2809192186079,38.8,24.200000000000003,32.92254577579289,38.4,24.6,32.92254577579289,38.4,24.6
Kegalle,2026,19,52.0,False,4,49.88343444764322,71.6,19.599999999999994,39.03253199052574,61.2,9.200000000000003,36.93248582189281,59.1,7.100000000000001,36.93248582189281,59.1,7.100000000000001
Kegalle,2026,20,73.0,False,4,52.41358417441216,69.3,3.700000000000003,44.46074574290451,61.8,11.200000000000003,45.983014558147104,63.0,10.0,45.983014558147104,63.0,10.0
Kegalle,2026,21,69.0,False,4,60.82498645154186,88.3,19.299999999999997,51.33875219947798,78.9,9.900000000000006,52.064210191748046,79.7,10.700000000000003,52.064210191748046,79.7,10.700000000000003
Kegalle,2026,22,60.0,False,4,65.57384405409184,97.1,37.099999999999994,57.99875989075736,89.8,29.799999999999997,57.42838417775868,89.4,29.400000000000006,57.42838417775868,89.4,29.400000000000006
Kegalle,2026,23,92.0,False,4,63.91951493754301,88.1,3.9000000000000057,61.23325711228475,85.8,6.200000000000003,63.10614503149226,87.3,4.700000000000003,63.10614503149226,87.3,4.700000000000003
Kegalle,2026,24,25.0,False,4,74.78403890106735,120.1,95.1,66.68897438421979,112.0,87.0,64.83954175518517,110.1,85.1,64.83954175518517,110.1,85.1
Kegalle,2026,25,187.0,False,4,56.870578300274374,63.2,123.8,65.8360525647208,71.7,115.3,64.83954175518517,70.7,116.3,64.83954175518517,70.7,116.3
Kilinochchi,2026,2,3.0,False,4,3.637505531669424,5.6,2.5999999999999996,4.490413360177919,6.1,3.0999999999999996,4.748854669787135,6.4,3.4000000000000004,4.748854669787135,6.4,3.4000000000000004
Kilinochchi,2026,3,2.0,False,4,3.1538932748101347,4.3,2.3,3.8147619338820444,4.7,2.7,3.8178533699652597,4.7,2.7,3.8178533699652597,4.7,2.7
Kilinochchi,2026,4,2.0,False,4,2.892219062256783,3.7,1.7000000000000002,3.5436526770543324,4.4,2.4000000000000004,3.4402568446345514,4.2,2.2,3.4402568446345514,4.2,2.2
Kilinochchi,2026,5,5.0,False,4,2.4229828112461,2.9,2.1,2.899881566372548,3.4,1.6,2.9364295768236524,3.5,1.5,2.9364295768236524,3.5,1.5
Kilinochchi,2026,6,0.0,False,4,3.032337413820126,4.1,4.1,2.7622797900202847,3.9,3.9,2.836291126382634,3.9,3.9,2.836291126382634,3.9,3.9
Kilinochchi,2026,7,3.0,False,4,1.5458604068639445,1.8,1.2,2.3469857847987976,2.6,0.3999999999999999,2.496326722120046,2.8,0.20000000000000018,2.496326722120046,2.8,0.20000000000000018
Kilinochchi,2026,8,9.0,False,4,1.955383128055212,2.4,6.6,2.1749782386758434,2.6,6.4,2.1461960376142133,2.6,6.4,2.1461960376142133,2.6,6.4
Kilinochchi,2026,9,1.0,False,4,3.2718401580775343,6.6,5.6,2.296303886391487,5.6,4.6,2.347065801858608,5.7,4.7,2.347065801858608,5.7,4.7
Kilinochchi,2026,10,2.0,False,4,2.4249385411003694,3.5,1.5,2.319219300018634,3.4,1.4,2.2171083900285895,3.3,1.2999999999999998,2.2171083900285895,3.3,1.2999999999999998
Kilinochchi,2026,11,3.0,False,4,2.2758976930927193,2.7,0.2999999999999998,2.5921184940096977,3.0,0.0,2.349742516207925,2.8,0.20000000000000018,2.349742516207925,2.8,0.20000000000000018
