District,Year,Week,actual,is_reporting_anomaly,n_sarima_vintages,single_sarima,single_final,single_abs_error,mean_sarima,mean_final,mean_abs_error,median_sarima,median_final,median_abs_error,trimmed_mean_sarima,trimmed_mean_final,trimmed_mean_abs_error
Galle,2026,15,93.0,False,4,132.5368076251452,241.0,148.0,109.4469851804513,218.8,125.80000000000001,105.44257400970868,214.8,121.80000000000001,105.44257400970868,214.8,121.80000000000001
Galle,2026,16,57.0,False,4,111.73810444055047,191.7,134.7,110.94340684400852,190.9,133.9,108.346447179658,188.5,131.5,108.346447179658,188.5,131.5
Galle,2026,17,86.0,False,4,80.82910319498471,118.2,32.2,105.91275814990975,141.8,55.80000000000001,108.346447179658,144.2,58.19999999999999,108.346447179658,144.2,58.19999999999999
Galle,2026,18,82.0,False,4,83.28442516422177,129.7,47.69999999999999,99.94427883330519,146.1,64.1,96.47854290496855,142.6,60.599999999999994,96.47854290496855,142.6,60.599999999999994
Galle,2026,19,71.0,False,4,82.66269580157987,136.5,65.5,88.80787613555735,143.1,72.1,82.97298508047282,136.8,65.80000000000001,82.97298508047282,136.8,65.80000000000001
Galle,2026,20,104.0,False,4,76.8211305896358,123.3,19.299999999999997,80.85988454547034,127.5,23.5,81.74082044745565,128.4,24.400000000000006,81.74082044745565,128.4,24.400000000000006
Galle,2026,21,137.0,False,4,88.90954875007449,155.2,18.19999999999999,82.80996019475657,148.9,11.900000000000006,82.97298508047282,149.0,12.0,82.97298508047282,149.0,12.0
Galle,2026,22,140.0,False,4,109.53955764463748,219.9,79.9,88.68880398514926,200.7,60.69999999999999,85.72989811325039,197.8,57.80000000000001,85.72989811325039,197.8,57.80000000000001
Galle,2026,23,150.0,False,4,123.31495139624302,240.0,90.0,98.02300697951017,216.2,66.19999999999999,98.69233544692489,216.9,66.9,98.69233544692489,216.9,66.9
Galle,2026,24,742.0,False,4,135.54923679465455,254.2,487.8,112.96829351111536,231.9,510.1,116.22508151396323,235.2,506.8,116.22508151396323,235.2,506.8
Galle,2026,25,281.0,False,4,308.9724579344862,636.7,355.70000000000005,154.29710783317404,482.1,201.10000000000002,129.28857100805718,457.1,176.10000000000002,129.28857100805718,457.1,176.10000000000002
Gampaha,2026,2,298.0,False,4,307.3991468991557,503.3,205.3,249.66005818577872,445.6,147.60000000000002,240.30630351749087,436.2,138.2,240.30630351749087,436.2,138.2
Gampaha,2026,3,234.0,False,4,305.79746956009274,494.0,260.0,274.9555865981486,463.1,229.10000000000002,284.13286977560233,472.3,238.3,284.13286977560233,472.3,238.3
Gampaha,2026,4,269.0,False,4,239.26202595892647,381.0,112.0,280.21444934376007,421.9,152.89999999999998,283.81804397319814,425.5,156.5,283.81804397319814,425.5,156.5
