District,scope,dm_stat,p_value,mean_loss_diff,n_obs
Ampara,validation_and_holdout,1.9485903869747467,0.051344361056720134,1538.764132271585,828
Ampara,holdout_only,1.3551206054639768,0.17537913469033817,176.23535843492937,104
Anuradhapura,validation_and_holdout,1.8921379910163951,0.05847259765131918,343.11844534662123,828
Anuradhapura,holdout_only,1.721839718455061,0.08509855740198691,57.42670579090578,104
Badulla,validation_and_holdout,2.3577620097806533,0.018385475710510635,1090.964828176409,828
Badulla,holdout_only,3.9896550635608117,6.6169450338327e-05,96.43080174063357,104
Batticaloa,validation_and_holdout,3.069323883649399,0.0021454385972887735,3763.8872698329983,828
Batticaloa,holdout_only,2.0719088087926836,0.038273946326139674,631.5175426118162,104
Colombo,validation_and_holdout,3.3092104939972975,0.0009355946851148378,32763.343198603,828
Colombo,holdout_only,1.9992094377403782,0.045585697851496576,12194.8370838535,104
Galle,validation_and_holdout,3.0085310078854532,0.0026251401177230793,3273.095738003684,828
Galle,holdout_only,1.2955704885102048,0.19512350193703654,3924.0133533198864,104
Gampaha,validation_and_holdout,2.3835253222733526,0.017147704690593013,19041.864579192566,828
Gampaha,holdout_only,2.129043737193057,0.03325064197142136,10127.353837871055,104
Hambantota,validation_and_holdout,2.8687915208232093,0.004120432917146033,368.181388728727,828
Hambantota,holdout_only,1.4126985204003655,0.1577443868187438,734.3373448376943,104
Jaffna,validation_and_holdout,2.2552837445915963,0.024115524291077994,15221.117271107862,828
Jaffna,holdout_only,1.3271740524331095,0.18445111360632516,415.9262238517692,104
Kalutara,validation_and_holdout,2.111560791636769,0.034724138526848414,3629.5058249358076,828
Kalutara,holdout_only,1.066512976362751,0.2861918159349588,1879.7198300015586,104
Kandy,validation_and_holdout,2.8451180489120658,0.004439496669674359,10971.656476539436,828
Kandy,holdout_only,1.765964384814645,0.07740182416697561,1303.7016549666591,104
Kegalle,validation_and_holdout,1.1148995082064248,0.26489348748564745,2286.462931433589,828
Kegalle,holdout_only,1.5220269632760322,0.12800232475373652,98.59013507696785,104
Kilinochchi,validation_and_holdout,-1.0264536483871007,0.30467780131386224,-204.47226006523707,828
Kilinochchi,holdout_only,-0.8770620283959,0.3804529477981271,-245.98157219969954,104
Kurunegala,validation_and_holdout,1.880849466815465,0.05999239893425634,3631.7277194892813,828
Kurunegala,holdout_only,1.0943338949694779,0.2738085647600399,710.4615166885591,104
Mannar,validation_and_holdout,-1.0030623669319463,0.3158307707923649,-277.39141385224855,777
Mannar,holdout_only,-0.8442604692854759,0.39852387074088513,-238.14044884771178,104
Matale,validation_and_holdout,1.8870597356917846,0.059152291530317536,2226.4754959940956,828
Matale,holdout_only,-0.4542969837428082,0.6496150867314465,-342.6925475728998,104
Matara,validation_and_holdout,2.363307546155561,0.018112631516782107,1939.5478646379038,828
Matara,holdout_only,1.536876272914941,0.12432361087907795,3387.669864023266,104
Monaragala,validation_and_holdout,1.8518229832857473,0.06405124617408187,430.25893418180334,828
Monaragala,holdout_only,1.2394627212598965,0.21517418609103078,76.84766872776525,104
Mullaitivu,validation_and_holdout,-0.7904776458127536,0.4292488721953487,-23.487775821659113,828
Mullaitivu,holdout_only,0.764604772743036,0.4445069262731727,0.7088000647661765,104
Nuwara Eliya,validation_and_holdout,1.9695186200206258,0.04889356651930932,55.57832365108025,828
Nuwara Eliya,holdout_only,1.1434929145779107,0.25283399485311464,82.41822324757183,104
Polonnaruwa,validation_and_holdout,1.8970844136015559,0.057816797977156,76.67446408670895,828
Polonnaruwa,holdout_only,1.5379223411724938,0.12406760400572359,40.917536803104795,104
Puttalam,validation_and_holdout,2.408626763586303,0.016012664366949148,4014.0075146586832,828
Puttalam,holdout_only,2.1870949538426645,0.028735592946703248,155.52527463866883,104
Ratnapura,validation_and_holdout,1.86770460639224,0.06180325622361793,2338.934586160727,828
Ratnapura,holdout_only,1.5932837700318232,0.1110965459496589,3989.7616895052083,104
Trincomalee,validation_and_holdout,1.8753000318122888,0.0607514589971172,4325.637846830247,828
Trincomalee,holdout_only,1.6403939708376456,0.10092327812823831,186.62224118533672,104
Vavuniya,validation_and_holdout,1.3170615456129073,0.1878179954734609,44.340940244256565,776
Vavuniya,holdout_only,1.328272591472227,0.1840880708891004,11.846009931854827,104
