horizon,District,split,approach,n,mae,mase,smape_pct
3,Kalutara,all,sarima_alone,773,28.0499789225164,0.5669519849450736,51.74203040977744
3,Kalutara,all,recursive,773,26.563260025873223,0.5369021146105691,50.05383008576403
3,Kalutara,all,direct,773,27.90064292860744,0.5639335748990515,50.84440417086776
3,Kandy,pre_holdout,sarima_alone,672,34.49976508682064,0.48063450752362646,52.029376823197445
3,Kandy,pre_holdout,recursive,672,30.201636904761905,0.4207550064064901,53.1456306632479
3,Kandy,pre_holdout,direct,672,33.7036195995306,0.46954298289330415,50.68455246549304
3,Kandy,holdout,sarima_alone,101,24.43764842389046,0.34045382876357855,27.492977570395556
3,Kandy,holdout,recursive,101,23.295049504950498,0.3245356778045876,27.3363317342878
3,Kandy,holdout,direct,101,22.235716820836842,0.30977755288253844,25.865288593449005
3,Kandy,all,sarima_alone,773,33.18505126669652,0.4623185326791701,48.82345661034753
3,Kandy,all,recursive,773,29.299223803363518,0.40818301133690127,49.77339367511728
3,Kandy,all,direct,773,32.20522609287074,0.44866806901091427,47.44167322736052
3,Kegalle,pre_holdout,sarima_alone,672,21.593609993387044,0.5401069346516818,53.28300213591572
3,Kegalle,pre_holdout,recursive,672,21.49702380952381,0.5376910871990302,60.11132118003827
3,Kegalle,pre_holdout,direct,672,20.58858028764307,0.5149687797174445,52.15004155711771
3,Kegalle,holdout,sarima_alone,101,12.172790808393717,0.30447010628103155,36.460393003105494
3,Kegalle,holdout,recursive,101,11.763366336633663,0.29422943802401347,35.14891498890515
3,Kegalle,holdout,direct,101,11.429276691049715,0.2858730708195269,33.814696999378455
3,Kegalle,all,sarima_alone,773,20.36268795239826,0.5093186815269266,51.084963943918524
3,Kegalle,all,recursive,773,20.225226390685638,0.5058804448100565,56.84973899982554
3,Kegalle,all,direct,773,19.391827812538377,0.4850351877398382,49.754349706753324
3,Kilinochchi,pre_holdout,sarima_alone,672,3.0287405338847613,0.6443273758507608,128.30398656884364
3,Kilinochchi,pre_holdout,recursive,672,2.9683035714285717,0.6314701538510141,100.71536077819121
3,Kilinochchi,pre_holdout,direct,672,2.9065479928605047,0.6183324124572768,116.52703302760901
3,Kilinochchi,holdout,sarima_alone,101,7.0618282219963975,1.5023172820788444,96.01410728192079
3,Kilinochchi,holdout,recursive,101,7.429702970297031,1.580578119731478,103.72940910360138
3,Kilinochchi,holdout,direct,101,7.270488438844133,1.5467071822574205,100.41106198537632
3,Kilinochchi,all,sarima_alone,773,3.5557028320726984,0.7564321372078584,124.08499846020302
3,Kilinochchi,all,recursive,773,3.551228978007762,0.7554803796646322,101.10917563054107
3,Kilinochchi,all,direct,773,3.4767394353499563,0.7396336436989513,114.42132400397962
3,Kurunegala,pre_holdout,sarima_alone,672,23.373035630078096,0.5077996403743339,53.62358462663121
3,Kurunegala,pre_holdout,recursive,672,22.84910714285714,0.4964168357783276,56.01226993458764
3,Kurunegala,pre_holdout,direct,672,22.51143225177095,0.48908055344979917,50.48931331679122
3,Kurunegala,holdout,sarima_alone,101,14.731347146148167,0.3200514003160536,34.35499022468561
3,Kurunegala,holdout,recursive,101,14.934653465346535,0.32446840790585535,36.37086723652009
3,Kurunegala,holdout,direct,101,13.910863993314704,0.30222568625237123,31.77205526586015
3,Kurunegala,all,sarima_alone,773,22.243914625062676,0.4832684990471848,51.10595456893844
3,Kurunegala,all,recursive,773,21.815006468305302,0.4739500942322479,53.445928831735344
3,Kurunegala,all,direct,773,21.387684005840708,0.46466614001261913,48.04372073833838
3,Mannar,pre_holdout,sarima_alone,672,5.370595660843204,0.6712372386294869,156.94078680367542
3,Mannar,pre_holdout,recursive,672,4.578582930756843,0.5722485097295158,114.11650602051277
3,Mannar,pre_holdout,direct,672,5.0248715104148545,0.6280273344184863,130.84735468996982
3,Mannar,holdout,sarima_alone,101,7.604882339038403,0.9504867883792312,150.20598837267488
3,Mannar,holdout,recursive,101,6.685148514851486,0.835534996919206,79.87152039119752
3,Mannar,holdout,direct,101,6.783178594283718,0.847787164830575,82.20530158568576
3,Mannar,all,sarima_alone,773,5.6831482293995945,0.7103012338160855,155.99866126138866
3,Mannar,all,recursive,773,4.873268698060942,0.6090794449181014,109.32600249065013
3,Mannar,all,direct,773,5.270839675886815,0.6587693605564655,124.04285695654502
3,Matale,pre_holdout,sarima_alone,672,10.08368134644995,0.4664151098800294,64.7703412143223
3,Matale,pre_holdout,recursive,672,9.492261904761907,0.43905933033853994,65.22759241945457
3,Matale,pre_holdout,direct,672,9.82983361403799,0.45467352325726246,62.665699429306244
3,Matale,holdout,sarima_alone,101,18.64862592242074,0.8625818894782552,35.76087157116872
3,Matale,holdout,recursive,101,18.73069306930693,0.8663778600189088,35.9476430073178
3,Matale,holdout,direct,101,18.024035861979485,0.8336918212916753,33.566438937422596
3,Matale,all,sarima_alone,773,11.202775010321941,0.518178169051337,60.97997066586369
3,Matale,all,recursive,773,10.6993531694696,0.49489266992161524,61.401881047364256
3,Matale,all,direct,773,10.900486171660356,0.5041959658206203,58.86359682946115
3,Matara,pre_holdout,sarima_alone,672,14.938530343845265,0.4647456888551563,57.51743358994814
3,Matara,pre_holdout,recursive,672,14.526636904761906,0.4519314631130248,57.095442298365604
3,Matara,pre_holdout,direct,672,14.139134667804177,0.4398760607472873,57.563407135344725
3,Matara,holdout,sarima_alone,101,21.906362131472562,0.6815186718348297,44.25253941750089
3,Matara,holdout,recursive,101,22.928712871287125,0.7133245515224828,45.65311338796164
3,Matara,holdout,direct,101,22.204815160629316,0.6908037055987776,42.9140028512991
3,Matara,all,sarima_alone,773,15.848945622694368,0.49306919633374235,55.784245606226044
3,Matara,all,recursive,773,15.62445019404916,0.4860850231768738,55.600390267381385
3,Matara,all,direct,773,15.192994602830488,0.4726622083928248,55.649319382836815
3,Monaragala,pre_holdout,sarima_alone,672,6.051635703422042,0.47123794290853194,70.78316772688129
3,Monaragala,pre_holdout,recursive,672,6.116220238095237,0.47626710936114763,71.60068897673281
3,Monaragala,pre_holdout,direct,672,6.484971755979278,0.5049816115632236,70.78598996958542
3,Monaragala,holdout,sarima_alone,101,7.058479005674168,0.5496403434886311,38.269462781288176
3,Monaragala,holdout,recursive,101,7.586138613861387,0.590728941762559,41.38326330805136
3,Monaragala,holdout,direct,101,6.999674218621513,0.5450612431855184,39.216308683441994
3,Monaragala,all,sarima_alone,773,6.183189614841789,0.4814819823116238,66.53493460979861
3,Monaragala,all,recursive,773,6.308279430789134,0.49122266572924933,67.65248717526214
3,Monaragala,all,direct,773,6.552222659895018,0.5102184068980903,66.66110276402205
3,Mullaitivu,pre_holdout,sarima_alone,672,2.071896382699425,0.7311681291844634,136.60868467481387
3,Mullaitivu,pre_holdout,recursive,672,2.079613095238096,0.7338913417531358,107.00052288364266
3,Mullaitivu,pre_holdout,direct,672,2.106324416235068,0.7433177140198589,120.03386167549539
3,Mullaitivu,holdout,sarima_alone,101,1.1432566461933455,0.40345300573660986,97.78180275151836
3,Mullaitivu,holdout,recursive,101,1.1594059405940595,0.40915205974009,88.95953390605146
3,Mullaitivu,holdout,direct,101,1.1894670875994673,0.41976057896943786,92.31449630378363
3,Mullaitivu,all,sarima_alone,773,1.9505605309696534,0.6883489474661799,131.53557332390466
3,Mullaitivu,all,recursive,773,1.9593790426908149,0.6914609827837725,104.64329146483709
3,Mullaitivu,all,direct,773,1.986528051174013,0.701041814097359,116.41205585073098
3,Nuwara Eliya,pre_holdout,sarima_alone,672,3.5414113161622147,0.6155081637123849,74.44390004887244
3,Nuwara Eliya,pre_holdout,recursive,672,3.41875,0.5941892502258356,70.82027914368679
3,Nuwara Eliya,pre_holdout,direct,672,3.4426057312290523,0.59833544958308,72.66784559146932
3,Nuwara Eliya,holdout,sarima_alone,101,5.715479712337937,0.9933679283232332,53.8237613463547
3,Nuwara Eliya,holdout,recursive,101,6.292079207920792,1.0935826916024936,60.817899883552904
3,Nuwara Eliya,holdout,direct,101,5.437051548478307,0.9449762582901772,49.8851973681837
3,Nuwara Eliya,all,sarima_alone,773,3.8254745865551625,0.664879232568395,71.74967752758616
3,Nuwara Eliya,all,recursive,773,3.794178525226391,0.6594398809878569,69.51337059870166
3,Nuwara Eliya,all,direct,773,3.703199557286199,0.6436274569303204,69.69107007975931
3,Polonnaruwa,pre_holdout,sarima_alone,672,4.734937525246566,0.6294058172291276,83.60096849696914
3,Polonnaruwa,pre_holdout,recursive,672,4.792708333333333,0.6370851757173782,81.89547853254113
3,Polonnaruwa,pre_holdout,direct,672,4.6404657772298155,0.6168478758733014,83.59669272328088
3,Polonnaruwa,holdout,sarima_alone,101,4.341704056038848,0.5771340751567462,52.56605813652256
3,Polonnaruwa,holdout,recursive,101,4.473267326732673,0.5946225187670072,54.932679208492296
3,Polonnaruwa,holdout,direct,101,4.006131057101807,0.5325270245864223,48.29444008367889
3,Polonnaruwa,all,sarima_alone,773,4.683557731727834,0.6225760035818954,79.5459543360311
3,Polonnaruwa,all,recursive,773,4.750970245795601,0.6315370148480542,78.37252545139114
3,Polonnaruwa,all,direct,773,4.557583750408432,0.6058305330790261,78.9841086138374
3,Puttalam,pre_holdout,sarima_alone,672,18.024574386469517,0.5457522522908119,72.31335402085432
3,Puttalam,pre_holdout,recursive,672,17.18154761904762,0.5202268919024239,72.73848505906786
3,Puttalam,pre_holdout,direct,672,18.623501669469533,0.5638867117597158,71.20630336182907
3,Puttalam,holdout,sarima_alone,101,6.1117369331128195,0.18505259126446344,36.14395355533707
3,Puttalam,holdout,recursive,101,5.993069306930693,0.1814595452998655,35.58371150917535
3,Puttalam,holdout,direct,101,5.22824962759195,0.15830215730024727,31.262408803202558
3,Puttalam,all,sarima_alone,773,16.46804581882524,0.4986233185732683,67.58746857839992
3,Puttalam,all,recursive,773,15.719663648124191,0.47596362928035607,67.88385099886199
3,Puttalam,all,direct,773,16.873281156882683,0.5108931283180518,65.98724340009392
3,Ratnapura,pre_holdout,sarima_alone,672,24.43723854128472,0.6310362236730526,55.023073934268155
3,Ratnapura,pre_holdout,recursive,672,25.85580357142857,0.6676674460652355,62.07087931527943
3,Ratnapura,pre_holdout,direct,672,22.87896386469136,0.5907973167400303,53.1922183048014
3,Ratnapura,holdout,sarima_alone,101,28.02030148792743,0.7235606923118642,32.45893260046904
3,Ratnapura,holdout,recursive,101,29.123762376237625,0.7520550653873569,35.97140488879971
3,Ratnapura,holdout,direct,101,26.489507266785786,0.6840314057724788,32.80463468486403
3,Ratnapura,all,sarima_alone,773,24.90540071154464,0.6431254492002454,52.07484848185714
3,Ratnapura,all,recursive,773,26.28279430789133,0.678693512755448,58.660728064212854
3,Ratnapura,all,direct,773,23.35071662486153,0.6029792611026142,50.528381376452536
3,Trincomalee,pre_holdout,sarima_alone,672,15.449787437411858,0.617221574534477,83.86172366469957
3,Trincomalee,pre_holdout,recursive,672,13.219642857142858,0.5281269280968202,79.91487584101552
3,Trincomalee,pre_holdout,direct,672,13.720591365580193,0.5481399042229296,80.40371583446337
3,Trincomalee,holdout,sarima_alone,101,7.186567549678145,0.2871045673916269,46.16491961342106
3,Trincomalee,holdout,recursive,101,6.75841584158416,0.26999983553172596,44.64119338823686
3,Trincomalee,holdout,direct,101,6.383403605058102,0.2550180343881185,40.26516297566823
3,Trincomalee,all,sarima_alone,773,14.370117051045616,0.5740885632519054,78.93626802539927
3,Trincomalee,all,recursive,773,12.375420439844762,0.4944001022894792,75.30602470552955
3,Trincomalee,all,direct,773,12.761916121320514,0.509840668966376,75.15922186455613
3,Vavuniya,pre_holdout,sarima_alone,672,4.1139544987958665,0.48721214180002753,117.26354182591596
3,Vavuniya,pre_holdout,recursive,672,3.73452380952381,0.44227648710598366,102.90597325621398
3,Vavuniya,pre_holdout,direct,672,4.014112603734838,0.4753879508547229,106.3955602701744
3,Vavuniya,holdout,sarima_alone,101,3.284716740997455,0.3890062175107167,115.85432705714457
3,Vavuniya,holdout,recursive,101,3.063366336633663,0.3627918768732714,91.63951418449776
3,Vavuniya,holdout,direct,101,3.1328911067971683,0.3710256364322142,89.75017072923819
3,Vavuniya,all,sarima_alone,773,4.005606486457394,0.47438057860051863,117.07941415237664
3,Vavuniya,all,recursive,773,3.646830530401035,0.4318910464416836,101.43390033739983
3,Vavuniya,all,direct,773,3.8989724081453097,0.461751995153981,104.2206775487843
4,Ampara,pre_holdout,sarima_alone,672,19.283268330031145,0.7010242662493372,73.43816772408367
4,Ampara,pre_holdout,recursive,672,17.732886904761905,0.644661673432883,70.78934920423168
4,Ampara,pre_holdout,direct,672,17.75667224846191,0.6455263662240328,71.66654412095096
4,Ampara,holdout,sarima_alone,101,8.546342707459814,0.3106938887679065,47.35752100974829
4,Ampara,holdout,recursive,101,9.108910891089108,0.3311455021248478,48.04172760292313
4,Ampara,holdout,direct,101,8.693856552160485,0.316056609597853,46.80192613083206
4,Ampara,all,sarima_alone,773,17.880384128375642,0.6500237900195514,70.0304764975017
4,Ampara,all,recursive,773,16.606080206985773,0.6036977234948346,67.81715026279291
4,Ampara,all,direct,773,16.572526859941284,0.6024779245432512,68.41773892431188
4,Anuradhapura,pre_holdout,sarima_alone,672,8.519100630590312,0.610456223957384,70.18993680812223
4,Anuradhapura,pre_holdout,recursive,672,7.800744047619048,0.5589806907865568,66.67311973605496
4,Anuradhapura,pre_holdout,direct,672,8.05395082551981,0.5771248189311029,66.83945843633347
4,Anuradhapura,holdout,sarima_alone,101,6.084734193981049,0.4360159623545452,52.86036434136222
4,Anuradhapura,holdout,recursive,101,5.405940594059406,0.38737540793185465,49.48645604588373
4,Anuradhapura,holdout,direct,101,5.26483511652508,0.3772641625398232,45.343647532979446
4,Anuradhapura,all,sarima_alone,773,8.201026878847058,0.5876638999963404,67.9256589049621
4,Anuradhapura,all,recursive,773,7.4878395860284614,0.5365587844885944,64.42751426036635
4,Anuradhapura,all,direct,773,7.689525616453228,0.5510110721063691,64.03082078919408
4,Badulla,pre_holdout,sarima_alone,672,13.474856941177503,0.7181613505491833,69.6005158705379
4,Badulla,pre_holdout,recursive,672,13.589880952380952,0.7242917161324364,68.94985720060109
4,Badulla,pre_holdout,direct,672,12.633517166517322,0.6733209703152169,69.78165356215248
4,Badulla,holdout,sarima_alone,101,8.304106608261439,0.4425789782353188,46.61875380550134
4,Badulla,holdout,recursive,101,8.132673267326734,0.4334421985134802,44.59473521502909
4,Badulla,holdout,direct,101,7.21208850772809,0.3843783459520456,41.33767215607162
4,Badulla,all,sarima_alone,773,12.799247906734395,0.6821538219544869,66.59772419063015
4,Badulla,all,recursive,773,12.876843467011643,0.6862893858872687,65.76762263327538
4,Badulla,all,direct,773,11.925154560388327,0.6355677942988128,66.06516957507075
4,Batticaloa,pre_holdout,sarima_alone,672,23.69680789989681,0.7223858161327353,65.19991728910394
4,Batticaloa,pre_holdout,recursive,672,20.81279761904762,0.634468146830301,56.288373769449606
4,Batticaloa,pre_holdout,direct,672,19.97598210308221,0.6089582274349616,58.38157709223525
4,Batticaloa,holdout,sarima_alone,101,14.404831181296812,0.439124365320136,47.282617908259695
4,Batticaloa,holdout,recursive,101,13.927722772277228,0.4245799444475296,43.07692944024987
4,Batticaloa,holdout,direct,101,12.57520629982326,0.3833491288915288,41.51560276723059
4,Batticaloa,all,sarima_alone,773,22.482720385564853,0.6853749409295367,62.85884712420709
4,Batticaloa,all,recursive,773,19.913195342820178,0.607044203181323,54.56216952979995
4,Batticaloa,all,direct,773,19.008998459965582,0.5794801951543838,56.177872814323905
4,Colombo,pre_holdout,sarima_alone,672,105.33157285325171,0.6913963378400769,57.45040139437967
4,Colombo,pre_holdout,recursive,672,90.99494047619048,0.5972906973948378,53.497740672492235
4,Colombo,pre_holdout,direct,672,102.70399335462157,0.6741489086645194,56.260707585346694
4,Colombo,holdout,sarima_alone,101,84.63388949606453,0.555536765184973,32.65097004001448
4,Colombo,holdout,recursive,101,72.890099009901,0.4784505362932153,28.783370743512393
4,Colombo,holdout,direct,101,73.80308672027195,0.4844433867021133,30.16052749018579
4,Colombo,all,sarima_alone,773,102.62721836544331,0.6736449577130841,54.21011346838887
4,Colombo,all,recursive,773,88.62936610608021,0.5817630696182998,50.26856685253497
4,Colombo,all,direct,773,98.92780762361342,0.6493620293395478,52.85046413177458
4,Galle,pre_holdout,sarima_alone,672,19.417448020648823,0.49612453841502663,69.31095638321155
4,Galle,pre_holdout,recursive,672,19.107142857142858,0.4881961017920222,64.73463192225711
4,Galle,pre_holdout,direct,672,18.74304670896294,0.4788932812945831,65.04029566323563
4,Galle,holdout,sarima_alone,101,25.845007154085035,0.6603515678794668,32.51168462893812
4,Galle,holdout,recursive,101,26.10693069306931,0.6670438322151516,33.63421233205125
4,Galle,holdout,direct,101,24.638843592175895,0.6295335458732361,30.92776851781268
4,Galle,all,sarima_alone,773,20.257271400308667,0.51758240384311,64.50277210483947
4,Galle,all,recursive,773,20.021733505821473,0.5115643046028062,60.67105834061313
4,Galle,all,direct,773,19.513390156834234,0.49857590318649,60.58316080982331
4,Gampaha,pre_holdout,sarima_alone,672,72.56232479888106,0.6082849539158708,62.332328321291875
4,Gampaha,pre_holdout,recursive,672,73.51160714285714,0.6162427221993305,64.8262609750169
4,Gampaha,pre_holdout,direct,672,73.13504972828294,0.6130860674173095,62.838769929259456
4,Gampaha,holdout,sarima_alone,101,57.2460027363428,0.47988928459581354,32.333878663727205
4,Gampaha,holdout,recursive,101,61.07920792079207,0.5120227787394405,34.50118428110759
4,Gampaha,holdout,direct,101,60.50958259880553,0.5072476490327468,35.296888326316406
4,Gampaha,all,sarima_alone,773,70.5610977247331,0.591508805660598,58.41273787444321
4,Gampaha,all,recursive,773,71.88719275549805,0.602625368655412,60.86399351565747
4,Gampaha,all,direct,773,71.48540913309895,0.5992572443166099,59.240154092393674
4,Hambantota,pre_holdout,sarima_alone,672,9.739134683713203,0.5427556230872496,61.64379191979005
4,Hambantota,pre_holdout,recursive,672,9.276636904761904,0.5169809235535252,60.51632183001858
4,Hambantota,pre_holdout,direct,672,9.6546278756467,0.5380461137974815,61.22759476717721
4,Hambantota,holdout,sarima_alone,101,13.28828658151101,0.7405475432402729,45.028270479916756
4,Hambantota,holdout,recursive,101,12.668316831683168,0.7059970334885417,44.59376708309686
4,Hambantota,holdout,direct,101,11.634563402037864,0.6483866291716154,40.02523414318651
4,Hambantota,all,sarima_alone,773,10.202866044227536,0.5685990693168167,59.47281175752976
4,Hambantota,all,recursive,773,9.719793014230273,0.5416777244635339,58.43588453449582
4,Hambantota,all,direct,773,9.913325790479181,0.5524631798424848,58.457299265206885
4,Jaffna,pre_holdout,sarima_alone,672,33.84438041061291,0.6720671680257946,67.21656062619414
4,Jaffna,pre_holdout,recursive,672,30.072470238095235,0.5971661960790096,65.5687025033457
4,Jaffna,pre_holdout,direct,672,32.048037237653695,0.6363961569330758,66.6353403421389
4,Jaffna,holdout,sarima_alone,101,20.04286085990856,0.39800252135890263,66.60366528732891
4,Jaffna,holdout,recursive,101,18.988118811881186,0.37705790684342455,66.41855790188035
4,Jaffna,holdout,direct,101,16.611037776112884,0.32985485273238924,49.20529802690679
4,Jaffna,all,sarima_alone,773,32.04107707992579,0.6362579451107155,67.13647986393619
4,Jaffna,all,recursive,773,28.624191461837,0.5684068982616822,65.67974441182177
4,Jaffna,all,direct,773,30.031042482652893,0.5963435415071129,64.35793507197276
4,Kalutara,pre_holdout,sarima_alone,672,31.69485233415484,0.6406229214299182,58.60986901153916
4,Kalutara,pre_holdout,recursive,672,30.32976190476191,0.6130314308725907,54.688006037364666
4,Kalutara,pre_holdout,direct,672,31.891709704144628,0.6446018433740336,58.13931446226006
4,Kalutara,holdout,sarima_alone,101,27.780380386876462,0.5615028034914414,36.40661757333987
4,Kalutara,holdout,recursive,101,26.351485148514858,0.5326216769171404,36.39412952169599
4,Kalutara,holdout,direct,101,27.661573717975422,0.5591014584870755,36.654775786346164
4,Kalutara,all,sarima_alone,773,31.183388341043432,0.6302851052439076,55.708797348850766
4,Kalutara,all,recursive,773,29.809961190168174,0.6025251111449056,52.297732391721006
4,Kalutara,all,direct,773,31.339001121216953,0.6334303829942369,55.33214964173313
4,Kandy,pre_holdout,sarima_alone,672,39.9436828259758,0.5564766100705081,58.10261874372179
4,Kandy,pre_holdout,recursive,672,35.534375,0.4950482064241441,56.76076509620343
4,Kandy,pre_holdout,direct,672,39.02407197235412,0.5436650240022688,56.728280244337185
4,Kandy,holdout,sarima_alone,101,30.34079794380929,0.42269373257754356,31.546319142362695
4,Kandy,holdout,recursive,101,28.0039603960396,0.3901380104991904,31.19761214030785
4,Kandy,holdout,direct,101,26.98541071036484,0.37594805513773644,29.685799857343692
4,Kandy,all,sarima_alone,773,38.68897212339,0.5389965704498231,54.63277882168133
4,Kandy,all,recursive,773,34.550452781371284,0.4813406646538721,53.42068948359611
4,Kandy,all,direct,773,37.45110329517311,0.5217511639048331,53.19491605405731
4,Kegalle,pre_holdout,sarima_alone,672,23.597592359681396,0.5902312433377578,56.57999385664463
4,Kegalle,pre_holdout,recursive,672,22.21279761904762,0.5555942723674322,61.00490827771308
4,Kegalle,pre_holdout,direct,672,22.315683782852695,0.5581676971244713,55.316571221594444
4,Kegalle,holdout,sarima_alone,101,14.519235636575532,0.36316020598491094,40.449365685255536
4,Kegalle,holdout,recursive,101,14.3009900990099,0.357701372175646,40.70261867175121
4,Kegalle,holdout,direct,101,14.185670550662547,0.3548169592506011,39.475724528655974
4,Kegalle,all,sarima_alone,773,22.41141638421737,0.5605621944727674,54.47236973593272
4,Kegalle,all,recursive,773,21.17904269081501,0.5297376321095145,58.35221584536876
4,Kegalle,all,direct,773,21.253418147081405,0.531597937065919,53.246809881378674
4,Kilinochchi,pre_holdout,sarima_alone,672,3.211171910268555,0.683137412135858,129.75473304755022
4,Kilinochchi,pre_holdout,recursive,672,3.1007440476190475,0.6596452396748173,104.83313270892134
4,Kilinochchi,pre_holdout,direct,672,3.045587973815721,0.6479114619218761,122.49443643963258
4,Kilinochchi,holdout,sarima_alone,101,7.141220975375851,1.5192071159468308,97.42281328796216
4,Kilinochchi,holdout,recursive,101,7.441584158415842,1.583105696682008,102.25760691533843
4,Kilinochchi,holdout,direct,101,7.235185220085124,1.5391968557545088,102.86025071768377
4,Kilinochchi,all,sarima_alone,773,3.7246712059682157,0.7923780849494524,125.53025194054067
4,Kilinochchi,all,recursive,773,3.6679172056921088,0.7803043679513066,104.49661510846613
4,Kilinochchi,all,direct,773,3.5929997744278936,0.7643666039362303,119.92903830519943
4,Kurunegala,pre_holdout,sarima_alone,672,26.317967100040683,0.5717808521023315,58.373467377506486
4,Kurunegala,pre_holdout,recursive,672,25.235267857142855,0.5482582641561785,57.90613878994528
4,Kurunegala,pre_holdout,direct,672,24.833963280632908,0.5395395712633271,54.54811826808008
4,Kurunegala,holdout,sarima_alone,101,17.102379390385373,0.3715641494512236,37.47761157705887
4,Kurunegala,holdout,recursive,101,16.387128712871288,0.3560247029468186,37.18377891382552
4,Kurunegala,holdout,direct,101,15.387450546529637,0.334305820496432,32.42858189187029
4,Kurunegala,all,sarima_alone,773,25.11386055582957,0.5456205843561971,55.6432197244079
4,Kurunegala,all,recursive,773,24.079172056921085,0.5231410718118766,55.19856007391929
4,Kurunegala,all,direct,773,23.599684126500392,0.5127237771786486,51.65798479589743
4,Mannar,pre_holdout,sarima_alone,672,5.3936709984444855,0.6741212810840062,156.6147897505942
4,Mannar,pre_holdout,recursive,672,4.714653784219002,0.5892551566088969,116.91813158087317
4,Mannar,pre_holdout,direct,672,5.229926513369394,0.6536558796753742,133.93298078851168
4,Mannar,holdout,sarima_alone,101,7.630642220601595,0.953706355231744,149.906763505451
4,Mannar,holdout,recursive,101,6.675247524752475,0.8342975339498351,79.92400902265979
4,Mannar,holdout,direct,101,7.085389733277112,0.8855586492675823,92.42965990876463
4,Mannar,all,sarima_alone,773,5.7065991056991505,0.7132322125091052,155.67640934788028
4,Mannar,all,recursive,773,4.988919667590029,0.6235339379266736,111.7430534944749
4,Mannar,all,direct,773,5.489485772663963,0.6860965718205447,128.12711457126173
4,Matale,pre_holdout,sarima_alone,672,11.295717461466305,0.5224771707823149,68.19710608594184
4,Matale,pre_holdout,recursive,672,10.347767857142857,0.4786302855356971,63.54637659104424
4,Matale,pre_holdout,direct,672,10.689540508814284,0.49443879072407637,66.14508598945667
4,Matale,holdout,sarima_alone,101,19.304039228295554,0.8928976698538476,38.51644133671906
4,Matale,holdout,recursive,101,19.53762376237624,0.9037019934323464,38.811869353217574
4,Matale,holdout,direct,101,18.727944617683242,0.8662507319074564,37.35684048646915
4,Matale,all,sarima_alone,773,12.342082918710489,0.5708762269352576,64.31903734121805
4,Matale,all,recursive,773,11.548512289780078,0.5341700559077043,60.3145716350022
4,Matale,all,direct,773,11.739836517864433,0.5430196523793434,62.383620535638116
4,Matara,pre_holdout,sarima_alone,672,16.695109717476424,0.5193938150252998,63.37428545908118
4,Matara,pre_holdout,recursive,672,15.817708333333334,0.4920973875126663,59.51660183974352
4,Matara,pre_holdout,direct,672,15.553502568510831,0.4838778045051232,59.61757655852369
4,Matara,holdout,sarima_alone,101,26.77025900842267,0.8328371116390468,49.701315280162845
4,Matara,holdout,recursive,101,26.35841584158416,0.820024449893408,46.83794482439399
4,Matara,holdout,direct,101,25.534716748813526,0.7943987294598865,46.47675307675716
4,Matara,all,sarima_alone,773,18.011526377742364,0.5603482431727622,61.58777835937775
4,Matara,all,recursive,773,17.19495472186287,0.5349442611225691,57.860011466457216
4,Matara,all,direct,773,16.857645689093722,0.5244503962521234,57.90059962235497
4,Monaragala,pre_holdout,sarima_alone,672,6.453370378787397,0.5025208276180569,72.69280935517338
4,Monaragala,pre_holdout,recursive,672,6.211458333333334,0.4836832537369813,71.05203953888646
4,Monaragala,pre_holdout,direct,672,6.757690948887007,0.5262181231042011,73.31128114997382
4,Monaragala,holdout,sarima_alone,101,8.050376755254646,0.6268789411166399,41.02130772339399
4,Monaragala,holdout,recursive,101,8.177227722772278,0.6367567645545517,41.218067126626515
4,Monaragala,holdout,direct,101,8.114779833564013,0.6318939776500389,43.065197022053624
4,Monaragala,all,sarima_alone,773,6.662034860059315,0.5187694297698769,68.554618326959
4,Monaragala,all,recursive,773,6.468305304010349,0.5036838030158617,67.15393965060929
4,Monaragala,all,direct,773,6.935007866548558,0.5400257056515876,69.35933484089242
4,Mullaitivu,pre_holdout,sarima_alone,672,2.2006689097110086,0.7766116988782062,138.8190296571431
4,Mullaitivu,pre_holdout,recursive,672,2.1648809523809525,0.7639821996296685,106.8153426525881
4,Mullaitivu,pre_holdout,direct,672,2.1802678312922725,0.769412198717229,117.4154026043138
4,Mullaitivu,holdout,sarima_alone,101,1.1713403328837957,0.4133636831380086,98.03477875655952
4,Mullaitivu,holdout,recursive,101,1.197029702970297,0.4224294109528341,90.16959735118415
4,Mullaitivu,holdout,direct,101,1.1696659892096295,0.41277281057214366,90.98958051242279
4,Mullaitivu,all,sarima_alone,773,2.0661770775511785,0.7291497977271584,133.4901689314523
4,Mullaitivu,all,recursive,773,2.0384217335058215,0.719354991794791,104.64041344761812
4,Mullaitivu,all,direct,773,2.0482228299334797,0.7228137793088802,113.96261084327757
4,Nuwara Eliya,pre_holdout,sarima_alone,672,3.8154261306850454,0.6631327800757025,76.54550811790382
4,Nuwara Eliya,pre_holdout,recursive,672,3.4575892857142856,0.6009396373725642,70.48594912729578
4,Nuwara Eliya,pre_holdout,direct,672,3.656618747640488,0.6355315691472718,75.85169687329693
4,Nuwara Eliya,holdout,sarima_alone,101,6.187079464493642,1.075333413702418,53.94329901285343
4,Nuwara Eliya,holdout,recursive,101,6.31089108910891,1.096852254331124,55.183216661148926
4,Nuwara Eliya,holdout,direct,101,5.987187060996908,1.040591500032344,53.490973353195
