iteration,risk_min,risk_max,risk_range,max_delta,epsilon,risk_converged,morans_I,morans_p_sim,morans_significant,stopped
1,-112.86768029164287,1764.0474474894922,1876.9151277811352,578.1043642914036,12.984561170293235,False,-0.06403523229332307,0.371,False,False
