District,Year,Week,Week_Start_Date,Week_End_Date,Number_of_Cases,is_imputed,is_reporting_anomaly,rain_sum (mm),precipitation_sum (mm),relative_humidity_2m_mean (%),relative_humidity_2m_max (%),relative_humidity_2m_min (%),temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),temperature_2m_mean (°C),climate_data_source,Estimated_Population,Source_Type,cases_per_100k,cases_lag_1,cases_lag_2,cases_lag_3,cases_lag_4,rolling_mean_cases_4w,rolling_std_cases_4w,rate_of_change,weeks_since_reporting_anomaly,reporting_rebound_ratio_lag1,suspected_backfill_week,rainfall_lag_2,rainfall_lag_3,rainfall_lag_4,rainfall_lag_5,rainfall_lag_6,rainfall_lag_7,rainfall_lag_8,temperature_lag_1,temperature_lag_2,temperature_lag_3,temperature_lag_4,humidity_lag_1,humidity_lag_2,humidity_lag_3,humidity_lag_4,sin_week,cos_week,monsoon_indicator_SW,monsoon_indicator_NE
Colombo,2011,36,2011-09-03,2011-09-09,25.0,False,True,70.5,70.5,87.14285714285714,94.0,78.57142857142857,28.928571428571427,24.685714285714283,31.428571428571427,35.142857142857146,29.442857142857143,26.414285714285715,observed,2317706,interpolated,1.0786527713178462,178.0,97.0,135.0,149.0,139.75,33.658827470170024,81.0,0.0,,1,72.3,68.2,55.0,32.900000000000006,73.5,65.7,85.5,26.3,26.014285714285712,26.2,26.31428571428572,86.14285714285714,87.71428571428571,87.14285714285714,86.71428571428571,-0.9350162426854147,-0.3546048870425359,1,0
Colombo,2011,37,2011-09-10,2011-09-16,143.0,False,False,166.5,166.5,89.71428571428571,94.71428571428572,80.71428571428571,27.642857142857142,24.31428571428572,29.885714285714283,31.9,28.442857142857143,25.6,observed,2317706,interpolated,6.16989385193808,178.0,178.0,97.0,135.0,,,,1.0,0.1404494382022472,0,61.0,72.3,68.2,55.0,32.900000000000006,73.5,65.7,26.414285714285715,26.3,26.014285714285712,26.2,87.14285714285714,86.14285714285714,87.71428571428571,87.14285714285714,-0.970941817426052,-0.23931566428755774,1,0
Colombo,2011,38,2011-09-17,2011-09-23,118.0,False,False,25.2,25.2,83.57142857142857,91.71428571428572,73.57142857142857,29.0,24.714285714285715,31.32857142857143,34.18571428571428,29.47142857142857,26.7,observed,2317706,interpolated,5.091241080620234,143.0,,178.0,97.0,,,,2.0,,0,70.5,61.0,72.3,68.2,55.0,32.900000000000006,73.5,25.6,26.414285714285715,26.3,26.014285714285712,89.71428571428571,87.14285714285714,86.14285714285714,87.71428571428571,-0.992708874098054,-0.12053668025532357,1,0
Colombo,2011,39,2011-09-24,2011-09-30,92.0,False,False,7.5,7.5,81.28571428571429,91.57142857142856,69.57142857142857,29.385714285714283,24.74285714285714,31.557142857142857,34.57142857142857,29.514285714285712,26.942857142857143,observed,2317706,interpolated,3.969442198449674,118.0,143.0,,178.0,,,-25.0,3.0,,0,166.5,70.5,61.0,72.3,68.2,55.0,32.900000000000006,26.7,25.6,26.414285714285715,26.3,83.57142857142857,89.71428571428571,87.14285714285714,86.14285714285714,-1.0,-1.8369701987210297e-16,0,0
Colombo,2011,40,2011-10-01,2011-10-07,66.0,False,False,15.9,15.9,83.71428571428571,93.28571428571428,71.0,29.385714285714283,24.485714285714288,31.571428571428573,34.84285714285714,29.2,26.7,observed,2317706,interpolated,2.8476433162791137,92.0,118.0,143.0,,,,-26.0,4.0,,0,25.2,166.5,70.5,61.0,72.3,68.2,55.0,26.942857142857143,26.7,25.6,26.414285714285715,81.28571428571429,83.57142857142857,89.71428571428571,87.14285714285714,-0.992708874098054,0.1205366802553232,0,0
Colombo,2011,41,2011-10-08,2011-10-14,88.0,False,False,25.3,25.3,85.0,93.85714285714286,72.28571428571429,29.485714285714288,24.357142857142858,31.7,35.67142857142857,29.37142857142857,26.585714285714285,observed,2317706,interpolated,3.7968577550388174,66.0,92.0,118.0,143.0,104.75,33.18006429569829,-26.0,4.0,,0,7.5,25.2,166.5,70.5,61.0,72.3,68.2,26.7,26.942857142857143,26.7,25.6,83.71428571428571,81.28571428571429,83.57142857142857,89.71428571428571,-0.9709418174260521,0.23931566428755738,0,0
Colombo,2011,42,2011-10-15,2011-10-21,126.0,False,False,37.5,37.5,85.71428571428571,94.85714285714286,72.85714285714286,29.7,24.25714285714286,31.7,36.31428571428571,29.32857142857143,26.485714285714288,observed,2317706,interpolated,5.436409967441945,88.0,66.0,92.0,118.0,91.0,21.32291412229276,22.0,4.0,,0,15.9,7.5,25.2,166.5,70.5,61.0,72.3,26.585714285714285,26.7,26.942857142857143,26.7,85.0,83.71428571428571,81.28571428571429,83.57142857142857,-0.9350162426854148,0.35460488704253557,0,0
Colombo,2011,43,2011-10-22,2011-10-28,128.0,False,False,163.2,163.2,89.28571428571429,96.57142857142856,75.42857142857143,29.142857142857142,23.67142857142857,30.942857142857143,35.34285714285714,28.514285714285712,25.61428571428572,observed,2317706,interpolated,5.522702189147372,126.0,88.0,66.0,92.0,93.0,24.79247197571618,38.0,4.0,,0,25.3,15.9,7.5,25.2,166.5,70.5,61.0,26.485714285714288,26.585714285714285,26.7,26.942857142857143,85.71428571428571,85.0,83.71428571428571,81.28571428571429,-0.8854560256532101,0.464723172043768,0,0
Colombo,2011,44,2011-10-29,2011-11-04,25.0,False,True,138.9,138.9,90.57142857142856,96.85714285714286,79.71428571428571,28.071428571428573,23.87142857142857,30.585714285714285,33.75714285714286,28.714285714285715,25.4,observed,2317706,interpolated,1.0786527713178462,128.0,126.0,88.0,66.0,102.0,30.243456592570105,2.0,0.0,,1,37.5,25.3,15.9,7.5,25.2,166.5,70.5,25.61428571428572,26.485714285714288,26.585714285714285,26.7,89.28571428571429,85.71428571428571,85.0,83.71428571428571,-0.822983865893657,0.5680647467311548,0,1
Colombo,2011,45,2011-11-05,2011-11-11,44.0,False,False,17.0,17.0,83.0,94.42857142857144,66.57142857142857,29.514285714285712,23.357142857142858,30.52857142857143,35.15714285714286,27.414285714285715,25.985714285714288,observed,2317706,interpolated,1.8984288775194087,128.0,128.0,126.0,88.0,,,,1.0,0.1953125,0,163.2,37.5,25.3,15.9,7.5,25.2,166.5,25.4,25.61428571428572,26.485714285714288,26.585714285714285,90.57142857142856,89.28571428571429,85.71428571428571,85.0,-0.7485107481711011,0.6631226582407952,0,1
Colombo,2011,46,2011-11-12,2011-11-18,91.0,False,False,18.4,18.4,83.14285714285714,95.71428571428572,64.42857142857143,30.085714285714285,23.25714285714286,31.4,36.12857142857143,27.82857142857143,26.3,observed,2317706,interpolated,3.92629608759696,44.0,,128.0,126.0,,,,2.0,,0,138.9,163.2,37.5,25.3,15.9,7.5,25.2,25.985714285714288,25.4,25.61428571428572,26.485714285714288,83.0,90.57142857142856,89.28571428571429,85.71428571428571,-0.6631226582407955,0.7485107481711007,0,1
Colombo,2011,47,2011-11-19,2011-11-25,162.0,False,False,59.7,59.7,85.57142857142857,94.42857142857144,72.14285714285714,29.61428571428572,24.11428571428572,30.67142857142857,34.67142857142857,28.085714285714285,26.11428571428572,observed,2317706,interpolated,6.989669958139643,91.0,44.0,,128.0,,,47.0,3.0,,0,17.0,138.9,163.2,37.5,25.3,15.9,7.5,26.3,25.985714285714288,25.4,25.61428571428572,83.14285714285714,83.0,90.57142857142856,89.28571428571429,-0.5680647467311559,0.8229838658936564,0,1
Colombo,2011,48,2011-11-26,2011-12-02,188.0,False,False,79.5,79.5,88.0,96.14285714285714,76.42857142857143,28.75714285714286,23.557142857142857,30.8,34.92857142857143,27.985714285714288,25.728571428571428,observed,2317706,interpolated,8.111468840310202,162.0,91.0,44.0,,,,71.0,4.0,,0,18.4,17.0,138.9,163.2,37.5,25.3,15.9,26.11428571428572,26.3,25.985714285714288,25.4,85.57142857142857,83.14285714285714,83.0,90.57142857142856,-0.4647231720437684,0.88545602565321,0,1
Colombo,2011,49,2011-12-03,2011-12-09,281.0,False,False,4.1,4.1,80.42857142857143,94.14285714285714,62.142857142857146,29.9,23.32857142857143,30.8,35.18571428571429,27.4,26.31428571428572,observed,2317706,interpolated,12.124057149612591,188.0,162.0,91.0,44.0,121.25,65.8248939738354,26.0,4.0,,0,59.7,18.4,17.0,138.9,163.2,37.5,25.3,25.728571428571428,26.11428571428572,26.3,25.985714285714288,88.0,85.57142857142857,83.14285714285714,83.0,-0.35460488704253595,0.9350162426854147,0,1
Colombo,2011,50,2011-12-10,2011-12-16,168.0,False,False,59.2,59.2,86.42857142857143,95.71428571428572,72.14285714285714,28.985714285714288,23.61428571428572,30.485714285714288,34.24285714285714,28.1,25.7,observed,2317706,interpolated,7.248546623255927,281.0,188.0,162.0,91.0,180.5,78.54722570954796,93.0,4.0,,0,79.5,59.7,18.4,17.0,138.9,163.2,37.5,26.31428571428572,25.728571428571428,26.11428571428572,26.3,80.42857142857143,88.0,85.57142857142857,83.14285714285714,-0.2393156642875578,0.970941817426052,0,1
Colombo,2011,51,2011-12-17,2011-12-23,338.0,False,False,94.9,94.9,84.14285714285714,90.57142857142856,74.14285714285714,27.77142857142857,23.37142857142857,28.085714285714285,31.014285714285712,25.75714285714286,25.12857142857143,observed,2317706,interpolated,14.58338546821728,168.0,281.0,188.0,162.0,199.75,55.29541873729991,-113.0,4.0,,0,4.1,79.5,59.7,18.4,17.0,138.9,163.2,25.7,26.31428571428572,25.728571428571428,26.11428571428572,86.42857142857143,80.42857142857143,88.0,85.57142857142857,-0.12053668025532363,0.992708874098054,0,1
Colombo,2011,52,2011-12-24,2011-12-30,207.0,False,False,2.2,2.2,78.42857142857143,90.14285714285714,63.42857142857143,28.25714285714286,21.82857142857143,27.785714285714285,31.4,24.2,25.042857142857144,observed,2317706,interpolated,8.931244946511766,338.0,168.0,281.0,188.0,243.75,79.82637408776628,170.0,4.0,,0,59.2,4.1,79.5,59.7,18.4,17.0,138.9,25.12857142857143,25.7,26.31428571428572,25.728571428571428,84.14285714285714,86.42857142857143,80.42857142857143,88.0,6.432490598706546e-16,1.0,0,1
Colombo,2012,1,2011-12-31,2012-01-06,219.0,False,False,18.0,18.0,82.14285714285714,94.28571428571428,63.285714285714285,29.8,22.557142857142857,30.185714285714287,35.15714285714286,26.557142857142857,25.642857142857142,observed,2324349,census,9.421992996748768,207.0,338.0,168.0,281.0,248.5,75.8705037108186,-131.0,4.0,,0,94.9,59.2,4.1,79.5,59.7,18.4,17.0,25.042857142857144,25.12857142857143,25.7,26.31428571428572,78.42857142857143,84.14285714285714,86.42857142857143,80.42857142857143,0.12053668025532305,0.992708874098054,0,1
Colombo,2012,2,2012-01-07,2012-01-13,242.0,False,False,35.4,35.4,84.14285714285714,96.42857142857144,66.14285714285714,29.585714285714285,22.928571428571427,30.557142857142857,35.55714285714286,27.185714285714287,25.77142857142857,observed,2324349,census,10.411517375402749,219.0,207.0,338.0,168.0,233.0,73.30757123244504,12.0,4.0,,0,2.2,94.9,59.2,4.1,79.5,59.7,18.4,25.642857142857142,25.042857142857144,25.12857142857143,25.7,82.14285714285714,78.42857142857143,84.14285714285714,86.42857142857143,0.23931566428755774,0.970941817426052,0,1
Colombo,2012,3,2012-01-14,2012-01-20,232.0,False,False,0.0,0.0,72.0,86.85714285714286,54.0,28.9,21.914285714285715,27.542857142857144,31.97142857142857,24.085714285714285,25.12857142857143,observed,2324349,census,9.981289384683626,242.0,219.0,207.0,338.0,251.5,59.4670777265315,23.0,4.0,,0,18.0,2.2,94.9,59.2,4.1,79.5,59.7,25.77142857142857,25.642857142857142,25.042857142857144,25.12857142857143,84.14285714285714,82.14285714285714,78.42857142857143,84.14285714285714,0.3546048870425356,0.9350162426854148,0,1
Colombo,2012,4,2012-01-21,2012-01-27,232.0,False,False,0.6,0.6,69.57142857142857,86.85714285714286,51.0,30.32857142857143,22.47142857142857,29.057142857142857,33.58571428571429,25.071428571428573,26.17142857142857,observed,2324349,census,9.981289384683626,232.0,242.0,219.0,207.0,225.0,15.253414918196906,-10.0,4.0,,0,35.4,18.0,2.2,94.9,59.2,4.1,79.5,25.12857142857143,25.77142857142857,25.642857142857142,25.042857142857144,72.0,84.14285714285714,82.14285714285714,78.42857142857143,0.4647231720437685,0.8854560256532099,0,1
Colombo,2012,5,2012-01-28,2012-02-03,215.0,False,False,0.0,0.0,64.71428571428571,85.14285714285714,41.142857142857146,32.15714285714286,23.02857142857143,29.74285714285714,35.114285714285714,25.67142857142857,27.24285714285714,observed,2324349,census,9.24990180046112,232.0,232.0,242.0,219.0,231.25,9.42956343987737,0.0,4.0,,0,0.0,35.4,18.0,2.2,94.9,59.2,4.1,26.17142857142857,25.12857142857143,25.77142857142857,25.642857142857142,69.57142857142857,72.0,84.14285714285714,82.14285714285714,0.5680647467311558,0.8229838658936564,0,1
Colombo,2012,6,2012-02-04,2012-02-10,171.0,False,False,32.2,32.2,79.14285714285714,92.42857142857144,59.85714285714285,30.985714285714288,24.17142857142857,31.3,36.05714285714286,28.32857142857143,26.81428571428572,observed,2324349,census,7.356898641296983,215.0,232.0,232.0,242.0,230.25,11.206396982676395,-17.0,4.0,,0,0.6,0.0,35.4,18.0,2.2,94.9,59.2,27.24285714285714,26.17142857142857,25.12857142857143,25.77142857142857,64.71428571428571,69.57142857142857,72.0,84.14285714285714,0.6631226582407952,0.7485107481711011,0,1
Colombo,2012,7,2012-02-11,2012-02-17,128.0,False,False,105.2,105.2,81.71428571428571,96.71428571428572,59.42857142857143,30.62857142857143,23.3,31.014285714285712,35.95714285714286,27.785714285714285,26.27142857142857,observed,2324349,census,5.506918281204759,171.0,215.0,232.0,232.0,212.5,28.803934916373354,-44.0,4.0,,0,0.0,0.6,0.0,35.4,18.0,2.2,94.9,26.81428571428572,27.24285714285714,26.17142857142857,25.12857142857143,79.14285714285714,64.71428571428571,69.57142857142857,72.0,0.7485107481711011,0.6631226582407953,0,1
Colombo,2012,8,2012-02-18,2012-02-24,94.0,False,False,0.0,0.0,78.42857142857143,95.28571428571428,52.0,30.6,21.7,30.0,35.27142857142857,25.0,25.842857142857145,observed,2324349,census,4.044143112759745,128.0,171.0,215.0,232.0,186.5,46.708314748732604,-43.0,4.0,,0,32.2,0.0,0.6,0.0,35.4,18.0,2.2,26.27142857142857,26.81428571428572,27.24285714285714,26.17142857142857,81.71428571428571,79.14285714285714,64.71428571428571,69.57142857142857,0.8229838658936564,0.5680647467311559,0,1
Colombo,2012,9,2012-02-25,2012-03-02,156.0,False,False,26.3,26.3,83.42857142857143,95.42857142857144,66.42857142857143,30.185714285714287,23.4,31.685714285714287,36.614285714285714,27.985714285714288,26.47142857142857,observed,2324349,census,6.7115566552183,94.0,128.0,171.0,215.0,152.0,52.50396810400784,-34.0,4.0,,0,105.2,32.2,0.0,0.6,0.0,35.4,18.0,25.842857142857145,26.27142857142857,26.81428571428572,27.24285714285714,78.42857142857143,81.71428571428571,79.14285714285714,64.71428571428571,0.8854560256532099,0.4647231720437686,0,0
Colombo,2012,10,2012-03-03,2012-03-09,75.0,False,False,6.6,6.6,80.57142857142857,94.0,64.0,30.185714285714287,24.11428571428572,31.842857142857145,36.0,28.87142857142857,26.957142857142856,observed,2324349,census,3.226709930393413,156.0,94.0,128.0,171.0,137.25,33.895673273541455,62.0,4.0,,0,0.0,105.2,32.2,0.0,0.6,0.0,35.4,26.47142857142857,25.842857142857145,26.27142857142857,26.81428571428572,83.42857142857143,78.42857142857143,81.71428571428571,79.14285714285714,0.9350162426854148,0.35460488704253557,0,0
Colombo,2012,11,2012-03-10,2012-03-16,126.0,False,False,62.8,62.8,83.71428571428571,94.14285714285714,68.71428571428571,29.88571428571429,23.957142857142856,31.9,37.0,28.75714285714286,26.557142857142857,observed,2324349,census,5.420872683060934,75.0,156.0,94.0,128.0,113.25,35.957150424730166,-81.0,4.0,,0,26.3,0.0,105.2,32.2,0.0,0.6,0.0,26.957142857142856,26.47142857142857,25.842857142857145,26.27142857142857,80.57142857142857,83.42857142857143,78.42857142857143,81.71428571428571,0.970941817426052,0.23931566428755804,0,0
Colombo,2012,12,2012-03-17,2012-03-23,33.0,False,False,5.8,5.8,83.14285714285714,94.57142857142856,68.71428571428571,29.97142857142857,23.685714285714287,32.042857142857144,37.114285714285714,28.414285714285715,26.714285714285715,observed,2324349,census,1.419752369373102,126.0,75.0,156.0,94.0,112.75,35.69663849720315,51.0,4.0,,0,6.6,26.3,0.0,105.2,32.2,0.0,0.6,26.557142857142857,26.957142857142856,26.47142857142857,25.842857142857145,83.71428571428571,80.57142857142857,83.42857142857143,78.42857142857143,0.992708874098054,0.120536680255323,0,0
Colombo,2012,13,2012-03-24,2012-03-30,99.0,False,False,21.6,21.6,80.28571428571429,93.57142857142856,61.85714285714285,30.7,23.714285714285715,31.97142857142857,37.32857142857143,28.37142857142857,26.87142857142857,observed,2324349,census,4.259257108119306,33.0,126.0,75.0,156.0,97.5,54.47017532558534,-93.0,4.0,,0,62.8,6.6,26.3,0.0,105.2,32.2,0.0,26.714285714285715,26.557142857142857,26.957142857142856,26.47142857142857,83.14285714285714,83.71428571428571,80.57142857142857,83.42857142857143,1.0,-1.6081226496766366e-16,0,0
Colombo,2012,14,2012-03-31,2012-04-06,42.0,False,False,12.9,12.9,82.57142857142857,93.42857142857144,67.85714285714286,30.557142857142857,24.37142857142857,32.4,37.4,29.228571428571428,27.085714285714285,observed,2324349,census,1.8069575610203112,99.0,33.0,126.0,75.0,83.25,39.44933459514883,66.0,4.0,,0,5.8,62.8,6.6,26.3,0.0,105.2,32.2,26.87142857142857,26.714285714285715,26.557142857142857,26.957142857142856,80.28571428571429,83.14285714285714,83.71428571428571,80.57142857142857,0.992708874098054,-0.12053668025532288,0,0
Colombo,2012,15,2012-04-07,2012-04-13,47.0,False,False,25.1,25.1,84.0,93.57142857142856,71.14285714285714,30.24285714285714,24.52857142857143,32.47142857142857,37.471428571428575,29.585714285714285,26.985714285714288,observed,2324349,census,2.0220715563798723,42.0,99.0,33.0,126.0,75.0,44.833023542919854,-57.0,4.0,,0,21.6,5.8,62.8,6.6,26.3,0.0,105.2,27.085714285714285,26.87142857142857,26.714285714285715,26.557142857142857,82.57142857142857,80.28571428571429,83.14285714285714,83.71428571428571,0.9709418174260521,-0.2393156642875575,0,0
Colombo,2012,16,2012-04-14,2012-04-20,131.0,False,False,45.9,45.9,87.0,95.14285714285714,75.28571428571429,29.75714285714286,24.571428571428573,32.41428571428572,36.85714285714285,29.7,26.728571428571428,observed,2324349,census,5.635986678420495,47.0,42.0,99.0,33.0,55.25,29.736341402398615,5.0,4.0,,0,12.9,21.6,5.8,62.8,6.6,26.3,0.0,26.985714285714288,27.085714285714285,26.87142857142857,26.714285714285715,84.0,82.57142857142857,80.28571428571429,83.14285714285714,0.9350162426854148,-0.35460488704253545,0,0
Colombo,2012,17,2012-04-21,2012-04-27,38.0,False,False,55.4,55.4,88.85714285714286,95.14285714285714,79.57142857142857,28.728571428571428,24.7,31.65714285714285,34.48571428571429,29.65714285714285,26.457142857142856,observed,2324349,census,1.634866364732663,131.0,47.0,42.0,99.0,79.75,42.79700145259408,84.0,4.0,,0,25.1,12.9,21.6,5.8,62.8,6.6,26.3,26.728571428571428,26.985714285714288,27.085714285714285,26.87142857142857,87.0,84.0,82.57142857142857,80.28571428571429,0.8854560256532099,-0.4647231720437685,0,0
Colombo,2012,18,2012-04-28,2012-05-04,0.0,False,False,11.0,11.0,79.71428571428571,87.71428571428571,69.85714285714286,29.571428571428573,25.342857142857145,31.47142857142857,34.5,29.47142857142857,27.27142857142857,observed,2324349,census,0.0,38.0,131.0,47.0,42.0,64.5,44.48595283907052,-93.0,4.0,,0,45.9,25.1,12.9,21.6,5.8,62.8,6.6,26.457142857142856,26.728571428571428,26.985714285714288,27.085714285714285,88.85714285714286,87.0,84.0,82.57142857142857,0.8229838658936565,-0.5680647467311557,0,0
Colombo,2012,19,2012-05-05,2012-05-11,0.0,False,False,3.9,3.9,77.71428571428571,89.0,66.71428571428571,30.27142857142857,25.342857142857145,32.31428571428572,35.07142857142857,30.357142857142858,27.8,observed,2324349,census,0.0,0.0,38.0,131.0,47.0,54.0,55.226805085936356,-38.0,4.0,,0,55.4,45.9,25.1,12.9,21.6,5.8,62.8,27.27142857142857,26.457142857142856,26.728571428571428,26.985714285714288,79.71428571428571,88.85714285714286,87.0,84.0,0.7485107481711013,-0.663122658240795,0,0
Colombo,2012,20,2012-05-12,2012-05-18,64.0,False,False,11.1,11.1,79.14285714285714,90.14285714285714,68.14285714285714,30.2,25.542857142857144,32.51428571428572,35.42857142857143,30.542857142857144,27.9,observed,2324349,census,2.7534591406023794,0.0,0.0,38.0,131.0,42.25,61.81895610032039,0.0,4.0,,0,11.0,55.4,45.9,25.1,12.9,21.6,5.8,27.8,27.27142857142857,26.457142857142856,26.728571428571428,77.71428571428571,79.71428571428571,88.85714285714286,87.0,0.6631226582407952,-0.7485107481711012,1,0
Colombo,2012,21,2012-05-19,2012-05-25,69.0,False,False,48.9,48.9,86.42857142857143,93.42857142857144,75.42857142857143,29.428571428571427,25.27142857142857,31.571428571428573,34.24285714285714,29.61428571428572,26.957142857142856,observed,2324349,census,2.96857313596194,64.0,0.0,0.0,38.0,25.5,31.299627260826494,64.0,4.0,,0,3.9,11.0,55.4,45.9,25.1,12.9,21.6,27.9,27.8,27.27142857142857,26.457142857142856,79.14285714285714,77.71428571428571,79.71428571428571,88.85714285714286,0.5680647467311558,-0.8229838658936564,1,0
Colombo,2012,22,2012-05-26,2012-06-01,67.0,False,False,32.5,32.5,87.0,93.28571428571428,78.28571428571429,28.75714285714286,25.342857142857145,31.042857142857144,33.18571428571429,29.47142857142857,26.75714285714286,observed,2324349,census,2.8825275378181163,69.0,64.0,0.0,0.0,33.25,38.448016853928976,5.0,4.0,,0,11.1,3.9,11.0,55.4,45.9,25.1,12.9,26.957142857142856,27.9,27.8,27.27142857142857,86.42857142857143,79.14285714285714,77.71428571428571,79.71428571428571,0.46472317204376906,-0.8854560256532096,1,0
Colombo,2012,23,2012-06-02,2012-06-08,70.0,False,False,67.0,67.0,88.42857142857143,93.42857142857144,80.71428571428571,28.785714285714285,25.32857142857143,31.6,34.128571428571426,29.8,26.785714285714285,observed,2324349,census,3.0115959350338524,67.0,69.0,64.0,0.0,50.0,33.39660661404598,-2.0,4.0,,0,48.9,11.1,3.9,11.0,55.4,45.9,25.1,26.75714285714286,26.957142857142856,27.9,27.8,87.0,86.42857142857143,79.14285714285714,77.71428571428571,0.35460488704253584,-0.9350162426854147,1,0
Colombo,2012,24,2012-06-09,2012-06-15,0.0,False,False,49.0,49.0,86.14285714285714,91.28571428571428,77.85714285714286,28.7,25.47142857142857,31.342857142857145,33.67142857142857,29.9,26.8,observed,2324349,census,0.0,70.0,67.0,69.0,64.0,67.5,2.6457513110657835,3.0,4.0,,0,32.5,48.9,11.1,3.9,11.0,55.4,45.9,26.785714285714285,26.75714285714286,26.957142857142856,27.9,88.42857142857143,87.0,86.42857142857143,79.14285714285714,0.23931566428755768,-0.970941817426052,1,0
Colombo,2012,25,2012-06-16,2012-06-22,72.0,False,False,31.1,31.1,87.14285714285714,92.85714285714286,79.71428571428571,28.642857142857142,25.085714285714285,30.985714285714288,33.8,29.24285714285714,26.52857142857143,observed,2324349,census,3.0976415331776765,0.0,70.0,67.0,69.0,51.5,34.35597958628657,-70.0,4.0,,0,67.0,32.5,48.9,11.1,3.9,11.0,55.4,26.8,26.785714285714285,26.75714285714286,26.957142857142856,86.14285714285714,88.42857142857143,87.0,86.42857142857143,0.12053668025532308,-0.992708874098054,1,0
Colombo,2012,26,2012-06-23,2012-06-29,91.0,False,False,30.700000000000003,30.700000000000003,87.57142857142857,93.42857142857144,80.57142857142857,28.27142857142857,24.457142857142856,30.67142857142857,33.57142857142857,28.7,26.17142857142857,observed,2324349,census,3.915074715544008,72.0,0.0,70.0,67.0,52.25,34.893886761628316,72.0,4.0,,0,49.0,67.0,32.5,48.9,11.1,3.9,11.0,26.52857142857143,26.8,26.785714285714285,26.75714285714286,87.14285714285714,86.14285714285714,88.42857142857143,87.0,-3.216245299353273e-16,-1.0,1,0
Colombo,2012,27,2012-06-30,2012-07-06,159.0,False,False,77.1,77.1,87.57142857142857,93.14285714285714,79.57142857142857,28.25714285714286,24.485714285714288,30.47142857142857,33.24285714285714,28.6,26.071428571428573,observed,2324349,census,6.840625052434036,91.0,72.0,0.0,70.0,58.25,39.969780251251564,19.0,4.0,,0,31.1,49.0,67.0,32.5,48.9,11.1,3.9,26.17142857142857,26.52857142857143,26.8,26.785714285714285,87.57142857142857,87.14285714285714,86.14285714285714,88.42857142857143,-0.12053668025532283,-0.992708874098054,1,0
Colombo,2012,28,2012-07-07,2012-07-13,99.0,False,False,87.7,87.7,85.57142857142857,92.71428571428572,76.57142857142857,28.82857142857143,24.914285714285715,31.11428571428572,34.0,28.985714285714288,26.585714285714285,observed,2324349,census,4.259257108119306,159.0,91.0,72.0,0.0,80.5,65.38348415311015,68.0,4.0,,0,30.700000000000003,31.1,49.0,67.0,32.5,48.9,11.1,26.071428571428573,26.17142857142857,26.52857142857143,26.8,87.57142857142857,87.57142857142857,87.14285714285714,86.14285714285714,-0.23931566428755743,-0.9709418174260521,1,0
Colombo,2012,29,2012-07-14,2012-07-20,0.0,False,False,32.2,32.2,84.57142857142857,91.14285714285714,75.0,28.885714285714283,25.228571428571428,31.442857142857143,33.84285714285714,29.81428571428572,26.842857142857145,observed,2324349,census,0.0,99.0,159.0,91.0,72.0,105.25,37.57991484822719,-60.0,4.0,,0,77.1,30.700000000000003,31.1,49.0,67.0,32.5,48.9,26.585714285714285,26.071428571428573,26.17142857142857,26.52857142857143,85.57142857142857,87.57142857142857,87.57142857142857,87.14285714285714,-0.3546048870425356,-0.9350162426854148,1,0
Colombo,2012,30,2012-07-21,2012-07-27,206.0,False,False,21.0,21.0,85.57142857142857,92.28571428571428,76.42857142857143,28.82857142857143,25.185714285714287,31.45714285714286,34.42857142857143,29.77142857142857,26.785714285714285,observed,2324349,census,8.862696608813907,0.0,99.0,159.0,91.0,87.25,65.60678318588717,-99.0,4.0,,0,87.7,77.1,30.700000000000003,31.1,49.0,67.0,32.5,26.842857142857145,26.585714285714285,26.071428571428573,26.17142857142857,84.57142857142857,85.57142857142857,87.57142857142857,87.57142857142857,-0.46472317204376806,-0.8854560256532101,1,0
Colombo,2012,31,2012-07-28,2012-08-03,128.0,False,False,12.4,12.4,84.57142857142857,91.42857142857144,75.57142857142857,28.928571428571427,25.285714285714285,31.385714285714283,34.2,29.87142857142857,26.842857142857145,observed,2324349,census,5.506918281204759,206.0,0.0,99.0,159.0,116.0,88.87069258197556,206.0,4.0,,0,32.2,87.7,77.1,30.700000000000003,31.1,49.0,67.0,26.785714285714285,26.842857142857145,26.585714285714285,26.071428571428573,85.57142857142857,84.57142857142857,85.57142857142857,87.57142857142857,-0.5680647467311556,-0.8229838658936566,1,0
Colombo,2012,32,2012-08-04,2012-08-10,136.0,False,False,25.5,25.5,86.42857142857143,93.14285714285714,76.71428571428571,28.74285714285714,24.87142857142857,31.31428571428572,33.957142857142856,29.428571428571427,26.585714285714285,observed,2324349,census,5.851100673780056,128.0,206.0,0.0,99.0,108.25,85.14448504356191,-78.0,4.0,,0,21.0,32.2,87.7,77.1,30.700000000000003,31.1,49.0,26.842857142857145,26.785714285714285,26.842857142857145,26.585714285714285,84.57142857142857,85.57142857142857,84.57142857142857,85.57142857142857,-0.663122658240795,-0.7485107481711013,1,0
