District,Year,Week,Week_Start_Date,Week_End_Date,Number_of_Cases
Gampaha,2010,46,2010-11-13,2010-11-19,9
Gampaha,2010,47,2010-11-20,2010-11-26,21
Gampaha,2010,48,2010-11-27,2010-12-03,16
Gampaha,2010,49,2010-12-04,2010-12-10,11
Gampaha,2010,50,2010-12-11,2010-12-17,7
Gampaha,2010,51,2010-12-18,2010-12-24,12
Gampaha,2010,52,2010-12-25,2010-12-31,12
Gampaha,2011,1,2011-01-01,2011-01-07,16
Gampaha,2011,2,2011-01-08,2011-01-14,29
Gampaha,2011,3,2011-01-15,2011-01-21,29
Gampaha,2011,4,2011-01-22,2011-01-28,20
Gampaha,2011,5,2011-01-29,2011-02-04,16
Gampaha,2011,6,2011-02-05,2011-02-11,23
Gampaha,2011,7,2011-02-12,2011-02-18,21
Gampaha,2011,8,2011-02-19,2011-02-25,36
Gampaha,2011,9,2011-02-26,2011-03-04,26
Gampaha,2011,10,2011-03-05,2011-03-11,36
Gampaha,2011,11,2011-03-12,2011-03-18,31
Gampaha,2011,12,2011-03-19,2011-03-25,25
Gampaha,2011,13,2011-03-26,2011-04-01,18
Gampaha,2011,14,2011-04-02,2011-04-08,25
Gampaha,2011,15,2011-04-09,2011-04-15,8
Gampaha,2011,16,2011-04-16,2011-04-22,40
Gampaha,2011,17,2011-04-23,2011-04-29,58
Gampaha,2011,18,2011-04-30,2011-05-06,32
Gampaha,2011,19,2011-05-07,2011-05-13,62
Gampaha,2011,20,2011-05-14,2011-05-20,39
Gampaha,2011,21,2011-05-21,2011-05-27,55
Gampaha,2011,22,2011-05-27,2011-06-03,54
Gampaha,2011,23,2011-06-04,2011-06-10,93
Gampaha,2011,24,2011-06-11,2011-06-17,80
Gampaha,2011,25,2011-06-18,2011-06-24,91
Gampaha,2011,26,2011-06-25,2011-07-01,100
Gampaha,2011,27,2011-07-02,2011-07-08,57
Gampaha,2011,28,2011-07-09,2011-07-15,169
Gampaha,2011,29,2011-07-16,2011-07-22,201
Gampaha,2011,30,2011-07-23,2011-07-29,122
Gampaha,2011,31,2011-07-30,2011-08-05,107
Gampaha,2011,32,2011-08-06,2011-08-12,100
Gampaha,2011,33,2011-08-13,2011-08-19,63
Gampaha,2011,34,2011-08-20,2011-08-26,70
Gampaha,2011,35,2011-08-27,2011-09-02,54
Gampaha,2011,36,2011-09-02,2011-09-09,28
Gampaha,2011,37,2011-09-10,2011-09-16,43
Gampaha,2011,38,2011-09-17,2011-09-23,68
Gampaha,2011,39,2011-09-24,2011-09-30,40
Gampaha,2011,40,2011-10-01,2011-10-07,35
Gampaha,2011,41,2011-10-08,2011-10-14,70
Gampaha,2011,42,2011-10-15,2011-10-21,71
Gampaha,2011,43,2011-10-22,2011-10-28,94
Gampaha,2011,44,2011-10-29,2011-11-04,46
Gampaha,2011,45,2011-11-05,2011-11-11,9
Gampaha,2011,46,2011-11-12,2011-11-19,36
Gampaha,2011,47,2011-11-19,2011-11-25,54
Gampaha,2011,48,2011-11-29,2011-12-02,109
Gampaha,2011,49,2011-12-03,2011-12-09,83
Gampaha,2011,50,2011-12-10,2011-12-16,60
Gampaha,2011,51,2011-12-17,2011-12-23,41
Gampaha,2011,52,2011-12-24,2011-12-30,43
Gampaha,2012,1,2011-12-31,2012-01-06,117
Gampaha,2012,2,2012-01-07,2012-01-13,256
Gampaha,2012,3,2012-01-14,2012-01-20,124
Gampaha,2012,4,2012-01-21,2012-01-27,124
Gampaha,2012,5,2012-01-28,2012-02-03,117
Gampaha,2012,6,2012-02-04,2012-02-10,104
Gampaha,2012,7,2012-02-11,2012-02-17,83
Gampaha,2012,8,2012-02-18,2012-02-24,58
Gampaha,2012,9,2012-02-25,2012-03-02,73
Gampaha,2012,10,2012-03-03,2012-03-09,46
Gampaha,2012,11,2012-03-10,2012-03-16,53
Gampaha,2012,12,2012-03-17,2012-03-23,44
Gampaha,2012,13,2012-03-24,2012-03-30,56
Gampaha,2012,14,2012-03-31,2012-04-06,49
Gampaha,2012,15,2012-04-07,2012-04-13,43
Gampaha,2012,16,2012-04-14,2012-04-20,115
Gampaha,2012,17,2012-04-21,2012-04-27,0
Gampaha,2012,18,2012-04-28,2012-05-04,0
Gampaha,2012,19,2012-05-05,2012-05-11,0
Gampaha,2012,20,2012-04-12,2012-04-18,0
Gampaha,2012,21,2012-05-19,2012-05-25,0
Gampaha,2012,22,2012-06-02,2012-06-08,0
Gampaha,2012,23,2012-06-02,2012-06-08,0
Gampaha,2012,24,2012-06-09,2012-06-15,0
Gampaha,2012,25,2012-06-16,2012-06-22,0
Gampaha,2012,26,2012-06-23,2012-06-29,42
Gampaha,2012,27,2012-06-30,2012-07-06,28
Gampaha,2012,28,2012-07-06,2012-07-13,35
Gampaha,2012,29,2012-07-14,2012-07-20,42
Gampaha,2012,30,2012-07-21,2012-07-27,27
Gampaha,2012,31,2012-07-28,2012-08-03,36
Gampaha,2012,32,2012-08-04,2012-08-10,75
Gampaha,2012,33,2012-08-11,2012-08-17,106
Gampaha,2012,34,2012-08-18,2012-08-24,73
Gampaha,2012,35,2012-08-25,2012-08-31,51
Gampaha,2012,36,2012-09-01,2012-09-07,110
Gampaha,2012,37,2012-09-08,2012-09-14,45
Gampaha,2012,38,2012-09-15,2012-09-21,51
Gampaha,2012,39,2012-09-22,2012-09-28,103
Gampaha,2012,40,2012-09-29,2012-10-05,121
Gampaha,2012,41,2012-10-06,2012-10-12,69
Gampaha,2012,42,2012-10-13,2012-10-19,50
Gampaha,2012,43,2012-10-20,2012-10-26,139
Gampaha,2012,44,2012-10-27,2012-11-02,95
Gampaha,2012,45,2012-11-03,2012-11-09,128
Gampaha,2012,46,2012-11-10,2012-11-16,86
Gampaha,2012,47,2012-11-17,2012-11-23,88
Gampaha,2012,48,2012-11-24,2012-11-30,69
Gampaha,2012,49,2012-12-01,2012-12-07,88
Gampaha,2012,50,2012-12-08,2012-12-14,119
Gampaha,2012,51,2012-12-15,2012-12-21,57
Gampaha,2012,52,2012-12-22,2012-12-28,82
Gampaha,2013,1,2012-12-29,2013-01-04,80
Gampaha,2013,2,2013-01-05,2013-01-11,77
Gampaha,2013,3,2013-01-12,2013-01-18,59
Gampaha,2013,4,2013-01-19,2013-01-25,73
Gampaha,2013,5,2013-01-26,2013-02-01,11
Gampaha,2013,6,2013-02-02,2013-02-08,28
Gampaha,2013,7,2013-02-09,2013-02-15,46
Gampaha,2013,8,2013-02-16,2013-02-22,20
Gampaha,2013,9,2013-02-23,2013-03-01,26
Gampaha,2013,10,2013-03-02,2013-03-08,29
Gampaha,2013,11,2013-03-09,2013-03-15,38
Gampaha,2013,12,2013-03-16,2013-03-22,33
Gampaha,2013,13,2013-03-22,2013-03-29,48
Gampaha,2013,14,2013-03-30,2013-04-05,31
Gampaha,2013,15,2013-04-06,2013-04-12,28
Gampaha,2013,16,2013-04-13,2013-04-19,39
Gampaha,2013,17,2013-04-20,2013-04-26,47
Gampaha,2013,18,2013-04-27,2013-05-03,56
Gampaha,2013,19,2013-05-03,2013-05-10,43
Gampaha,2013,20,2013-05-11,2013-05-17,35
Gampaha,2013,21,2013-05-18,2013-05-24,59
Gampaha,2013,22,2013-05-25,2013-05-31,42
Gampaha,2013,23,2013-05-01,2013-05-07,23
Gampaha,2013,24,2013-05-08,2013-05-14,63
Gampaha,2013,25,2013-05-15,2013-05-21,38
Gampaha,2013,26,2013-06-22,2013-06-28,79
Gampaha,2013,27,2013-06-29,2013-07-05,98
Gampaha,2013,28,2013-07-06,2013-07-12,82
Gampaha,2013,29,2013-07-13,2013-07-19,73
Gampaha,2013,30,2013-07-20,2013-07-26,97
Gampaha,2013,31,2013-07-27,2013-08-02,83
Gampaha,2013,32,2013-08-03,2013-08-09,39
Gampaha,2013,33,2013-08-10,2013-08-16,69
Gampaha,2013,34,2013-08-17,2013-08-23,60
Gampaha,2013,35,2013-08-24,2013-08-30,85
Gampaha,2013,36,2013-08-31,2013-09-06,55
Gampaha,2013,37,2013-09-07,2013-09-13,53
Gampaha,2013,38,2013-09-14,2013-09-20,43
Gampaha,2013,39,2013-09-21,2013-09-28,50
Gampaha,2013,40,2013-09-29,2013-10-04,40
Gampaha,2013,41,2013-10-05,2013-10-11,53
Gampaha,2013,42,2013-10-12,2013-10-18,40
Gampaha,2013,43,2013-10-19,2013-10-25,49
Gampaha,2013,44,2013-10-26,2013-11-01,59
Gampaha,2013,45,2013-11-02,2013-11-08,62
Gampaha,2013,46,2013-11-09,2013-11-15,44
Gampaha,2013,47,2013-11-16,2013-11-22,36
Gampaha,2013,48,2013-11-23,2013-11-29,110
Gampaha,2013,49,2013-11-30,2013-12-06,40
Gampaha,2013,50,2013-12-07,2013-12-13,44
Gampaha,2013,51,2013-12-14,2013-12-20,23
Gampaha,2013,52,2013-12-21,2013-12-27,44
Gampaha,2014,1,2014-12-28,2014-01-03,103
Gampaha,2014,2,2014-01-04,2014-01-10,68
Gampaha,2014,3,2014-01-11,2014-01-17,87
Gampaha,2014,4,2014-01-18,2014-01-24,81
Gampaha,2014,5,2014-01-25,2014-01-31,66
Gampaha,2014,6,2014-02-01,2014-02-07,55
Gampaha,2014,7,2014-02-08,2014-02-14,52
Gampaha,2014,8,2014-02-15,2014-02-21,64
Gampaha,2014,9,2014-02-22,2014-02-28,34
Gampaha,2014,10,2014-03-01,2014-03-07,46
Gampaha,2014,11,2014-03-08,2014-03-14,34
Gampaha,2014,12,2014-03-15,2014-03-21,43
Gampaha,2014,13,2014-03-22,2014-03-28,8
Gampaha,2014,14,2014-03-29,2014-04-04,47
Gampaha,2014,15,2014-04-05,2014-04-11,16
Gampaha,2014,16,2014-04-12,2014-04-18,12
Gampaha,2014,17,2014-04-19,2014-04-25,29
Gampaha,2014,18,2014-04-26,2014-05-02,84
Gampaha,2014,19,2014-05-03,2014-05-09,31
Gampaha,2014,20,2014-05-10,2014-05-16,35
Gampaha,2014,21,2014-05-17,2014-05-23,113
Gampaha,2014,22,2014-05-24,2014-05-30,167
Gampaha,2014,23,2014-05-31,2014-06-06,36
Gampaha,2014,24,2014-06-07,2014-06-13,98
Gampaha,2014,25,2014-06-14,2014-06-20,193
Gampaha,2014,26,2014-06-21,2014-06-27,296
Gampaha,2014,27,2014-06-28,2014-07-04,114
Gampaha,2014,28,2014-07-05,2014-07-11,205
Gampaha,2014,29,2014-07-12,2014-07-18,91
Gampaha,2014,30,2014-07-19,2014-07-25,102
Gampaha,2014,31,2014-07-26,2014-08-01,80
Gampaha,2014,32,2014-08-02,2014-08-08,54
Gampaha,2014,33,2014-08-09,2014-08-15,67
Gampaha,2014,34,2014-08-16,2014-08-22,146
Gampaha,2014,35,2014-08-23,2014-08-29,86
Gampaha,2014,36,2014-08-30,2014-09-05,68
Gampaha,2014,37,2014-09-06,2014-09-12,78
Gampaha,2014,38,2014-09-13,2014-09-19,67
Gampaha,2014,39,2014-09-20,2014-09-26,85
Gampaha,2014,40,2014-09-27,2014-10-03,115
Gampaha,2014,41,2014-10-04,2014-10-10,97
Gampaha,2014,42,2014-10-11,2014-10-17,119
Gampaha,2014,43,2014-10-18,2014-10-24,119
Gampaha,2014,44,2014-10-25,2014-10-31,31
Gampaha,2014,45,2014-11-01,2014-11-07,179
Gampaha,2014,46,2014-11-08,2014-11-14,126
Gampaha,2014,47,2014-11-15,2014-11-21,123
Gampaha,2014,48,2014-11-22,2014-11-28,150
Gampaha,2014,49,2014-11-29,2014-12-05,117
Gampaha,2014,50,2014-12-06,2014-12-12,68
Gampaha,2014,51,2014-12-13,2014-12-19,83
Gampaha,2014,52,2014-12-20,2014-12-26,160
Gampaha,2015,1,2014-12-27,2015-01-02,73
Gampaha,2015,2,2015-01-03,2015-01-09,50
Gampaha,2015,3,2015-01-10,2015-01-16,45
Gampaha,2015,4,2015-01-17,2015-01-23,37
Gampaha,2015,5,2015-01-24,2015-01-30,46
Gampaha,2015,6,2015-01-31,2015-02-06,74
Gampaha,2015,7,2015-02-07,2015-02-13,75
Gampaha,2015,8,2015-02-14,2015-02-20,61
Gampaha,2015,9,2015-02-21,2015-02-27,24
Gampaha,2015,10,2015-02-28,2015-03-06,26
Gampaha,2015,11,2015-03-07,2015-03-13,58
Gampaha,2015,12,2015-03-14,2015-03-20,42
Gampaha,2015,13,2015-03-21,2015-03-27,10
Gampaha,2015,14,2015-03-28,2015-04-03,64
Gampaha,2015,15,2015-04-04,2015-04-10,16
Gampaha,2015,16,2015-04-11,2015-04-17,28
Gampaha,2015,17,2015-04-18,2015-04-24,30
Gampaha,2015,18,2015-04-25,2015-05-01,22
Gampaha,2015,19,2015-05-02,2015-05-08,22
Gampaha,2015,20,2015-05-09,2015-05-15,49
Gampaha,2015,21,2015-05-16,2015-05-22,48
Gampaha,2015,22,2015-05-23,2015-05-29,21
Gampaha,2015,23,2015-05-30,2015-06-05,55
Gampaha,2015,24,2015-06-06,2015-06-12,49
Gampaha,2015,25,2015-06-13,2015-06-19,35
Gampaha,2015,26,2015-06-20,2015-06-26,30
Gampaha,2015,27,2015-06-27,2015-07-03,29
Gampaha,2015,28,2015-07-04,2015-07-10,59
Gampaha,2015,29,2015-07-11,2015-07-17,48
Gampaha,2015,31,2015-07-25,2015-07-31,65
Gampaha,2015,32,2015-08-01,2015-08-07,33
Gampaha,2015,33,2015-08-08,2015-08-14,31
Gampaha,2015,34,2015-08-15,2015-08-21,39
Gampaha,2015,35,2015-08-22,2015-08-28,52
Gampaha,2015,36,2015-08-29,2015-09-04,48
Gampaha,2015,37,2015-09-05,2015-09-11,58
Gampaha,2015,38,2015-09-12,2015-09-18,14
Gampaha,2015,39,2015-09-19,2015-09-25,43
Gampaha,2015,40,2015-09-26,2015-10-02,24
Gampaha,2015,41,2015-10-03,2015-10-09,46
Gampaha,2015,42,2015-10-10,2015-10-16,19
Gampaha,2015,43,2015-10-17,2015-10-23,35
Gampaha,2015,44,2015-10-24,2015-10-30,40
Gampaha,2015,45,2015-10-31,2015-11-06,70
Gampaha,2015,46,2015-11-07,2015-11-13,34
Gampaha,2015,47,2015-11-14,2015-11-20,22
Gampaha,2015,48,2015-11-21,2015-11-27,60
Gampaha,2015,49,2015-11-28,2015-12-04,70
Gampaha,2015,50,2015-12-05,2015-12-11,29
Gampaha,2015,51,2015-12-12,2015-12-18,14
Gampaha,2015,52,2015-12-19,2015-12-25,8
Gampaha,2016,1,2016-12-26,2016-01-01,31
Gampaha,2016,2,2016-01-02,2016-01-08,40
Gampaha,2016,3,2016-01-09,2016-01-15,61
Gampaha,2016,4,2016-01-16,2016-01-22,106
Gampaha,2016,5,2016-01-23,2016-01-29,51
Gampaha,2016,6,2016-01-30,2016-02-05,92
Gampaha,2016,7,2016-02-06,2016-02-12,46
Gampaha,2016,8,2016-02-13,2016-02-19,65
Gampaha,2016,9,2016-02-20,2016-02-26,45
Gampaha,2016,10,2016-02-27,2016-03-04,75
Gampaha,2016,11,2016-03-05,2016-03-11,42
Gampaha,2016,12,2016-03-12,2016-03-18,27
Gampaha,2016,13,2016-03-19,2016-03-25,34
Gampaha,2016,14,2016-03-26,2016-04-01,39
Gampaha,2016,15,2016-04-02,2016-04-08,13
Gampaha,2016,16,2016-04-09,2016-04-15,9
Gampaha,2016,17,2016-04-16,2016-04-22,48
Gampaha,2016,18,2016-04-23,2016-04-29,41
Gampaha,2016,19,2016-04-30,2016-05-06,0
Gampaha,2016,20,2016-05-07,2016-05-13,0
Gampaha,2016,21,2016-05-14,2016-05-20,0
Gampaha,2016,22,2016-05-21,2016-05-27,0
Gampaha,2016,23,2016-05-28,2016-06-03,0
Gampaha,2016,24,2016-06-04,2016-06-10,0
Gampaha,2016,25,2016-06-11,2016-06-17,0
Gampaha,2016,26,2016-06-18,2016-06-24,0
Gampaha,2016,27,2016-06-25,2016-07-01,34
Gampaha,2016,28,2016-07-02,2016-07-08,30
Gampaha,2016,29,2016-07-09,2016-07-15,47
Gampaha,2016,30,2016-07-16,2016-07-22,102
Gampaha,2016,31,2016-07-23,2016-07-29,52
Gampaha,2016,32,2016-07-30,2016-08-05,124
Gampaha,2016,33,2016-08-06,2016-08-12,82
Gampaha,2016,34,2016-08-13,2016-08-19,901
Gampaha,2016,35,2016-08-20,2016-08-26,46
Gampaha,2016,36,2016-08-27,2016-09-02,47
Gampaha,2016,37,2016-09-03,2016-09-09,64
Gampaha,2016,38,2016-09-10,2016-09-16,28
Gampaha,2016,39,2016-09-17,2016-09-23,31
Gampaha,2016,40,2016-09-24,2016-09-30,16
Gampaha,2016,41,2016-10-01,2016-10-07,31
Gampaha,2016,42,2016-10-08,2016-10-14,14
Gampaha,2016,43,2016-10-15,2016-10-21,38
Gampaha,2016,44,2016-10-22,2016-10-28,23
Gampaha,2016,45,2016-10-29,2016-11-04,52
Gampaha,2016,46,2016-11-05,2016-11-11,13
Gampaha,2016,47,2016-11-12,2016-11-18,28
Gampaha,2016,48,2016-11-19,2016-11-25,4
Gampaha,2016,49,2016-11-26,2016-12-02,23
Gampaha,2016,50,2016-12-03,2016-12-09,31
Gampaha,2016,51,2016-12-10,2016-12-16,7
Gampaha,2016,52,2016-12-17,2016-12-23,44
Gampaha,2016,53,2016-12-24,2016-12-30,137
Gampaha,2017,1,2016-12-31,2017-01-06,84
Gampaha,2017,2,2017-01-07,2017-01-13,29
Gampaha,2017,3,2017-01-14,2017-01-20,98
Gampaha,2017,4,2017-01-21,2017-01-27,42
Gampaha,2017,5,2017-01-28,2017-02-03,20
Gampaha,2017,6,2017-02-04,2017-02-10,85
Gampaha,2017,7,2017-02-11,2017-02-17,66
Gampaha,2017,8,2017-02-18,2017-02-24,23
Gampaha,2017,9,2017-02-25,2017-03-03,51
Gampaha,2017,10,2017-03-04,2017-03-10,100
Gampaha,2017,11,2017-03-11,2017-03-17,381
Gampaha,2017,12,2017-03-18,2017-03-24,409
Gampaha,2017,13,2017-03-25,2017-03-31,509
Gampaha,2017,14,2017-04-01,2017-04-07,419
Gampaha,2017,15,2017-04-08,2017-04-14,389
Gampaha,2017,16,2017-04-15,2017-04-21,627
Gampaha,2017,17,2017-04-22,2017-04-28,637
Gampaha,2017,18,2017-04-29,2017-05-05,953
Gampaha,2017,19,2017-05-06,2017-05-12,567
Gampaha,2017,20,2017-05-13,2017-05-19,820
Gampaha,2017,21,2017-05-20,2017-05-26,828
Gampaha,2017,22,2017-05-27,2017-06-02,729
Gampaha,2017,23,2017-06-03,2017-06-09,718
Gampaha,2017,24,2017-06-10,2017-06-16,871
Gampaha,2017,25,2017-06-17,2017-06-23,1139
Gampaha,2017,26,2017-06-24,2017-06-30,1444
Gampaha,2017,27,2017-07-01,2017-07-07,1802
Gampaha,2017,28,2017-07-08,2017-07-14,2631
Gampaha,2017,29,2017-07-15,2017-07-21,2471
Gampaha,2017,30,2017-07-22,2017-07-28,2135
Gampaha,2017,31,2017-07-29,2017-08-04,1315
Gampaha,2017,32,2017-08-05,2017-08-11,918
Gampaha,2017,33,2017-08-12,2017-08-18,683
Gampaha,2017,34,2017-08-19,2017-08-25,385
Gampaha,2017,35,2017-08-26,2017-09-01,410
Gampaha,2017,36,2017-09-02,2017-09-08,227
Gampaha,2017,37,2017-09-09,2017-09-15,245
Gampaha,2017,38,2017-09-16,2017-09-22,196
Gampaha,2017,39,2017-09-23,2017-09-29,162
Gampaha,2017,40,2017-09-30,2017-10-06,206
Gampaha,2017,41,2017-10-07,2017-10-13,180
Gampaha,2017,42,2017-10-14,2017-10-20,155
Gampaha,2017,43,2017-10-21,2017-10-27,238
Gampaha,2017,44,2017-10-28,2017-11-03,250
Gampaha,2017,45,2017-11-04,2017-11-10,249
Gampaha,2017,46,2017-11-11,2017-11-17,345
Gampaha,2017,47,2017-11-18,2017-11-24,234
Gampaha,2017,48,2017-11-25,2017-12-01,289
Gampaha,2017,49,2017-12-02,2017-12-08,323
Gampaha,2017,50,2017-12-09,2017-12-15,247
Gampaha,2017,51,2017-12-16,2017-12-22,176
Gampaha,2017,52,2017-12-23,2017-12-29,184
Gampaha,2018,1,2017-12-30,2018-01-05,208
Gampaha,2018,2,2018-01-06,2018-01-12,194
Gampaha,2018,3,2018-01-13,2018-01-19,162
Gampaha,2018,4,2018-01-20,2018-01-26,147
Gampaha,2018,5,2018-01-27,2018-02-02,105
Gampaha,2018,6,2018-02-03,2018-02-09,130
Gampaha,2018,7,2018-02-10,2018-02-16,80
Gampaha,2018,8,2018-02-17,2018-02-23,89
Gampaha,2018,9,2018-02-24,2018-03-02,65
Gampaha,2018,10,2018-03-03,2018-03-09,60
Gampaha,2018,11,2018-03-10,2018-03-16,41
Gampaha,2018,12,2018-03-17,2018-03-23,44
Gampaha,2018,13,2018-03-24,2018-03-30,29
Gampaha,2018,14,2018-03-31,2018-04-06,53
Gampaha,2018,15,2018-04-07,2018-04-13,44
Gampaha,2018,16,2018-04-14,2018-04-20,32
Gampaha,2018,17,2018-04-21,2018-04-27,46
Gampaha,2018,18,2018-04-28,2018-05-04,34
Gampaha,2018,19,2018-05-05,2018-05-11,56
Gampaha,2018,20,2018-05-12,2018-05-18,53
Gampaha,2018,21,2018-05-19,2018-05-25,90
Gampaha,2018,22,2018-05-26,2018-06-01,76
Gampaha,2018,23,2018-06-02,2018-06-08,110
Gampaha,2018,24,2018-06-09,2018-06-15,120
Gampaha,2018,25,2018-06-16,2018-06-22,150
Gampaha,2018,26,2018-06-23,2018-06-29,212
Gampaha,2018,27,2018-06-30,2018-07-06,235
Gampaha,2018,28,2018-07-07,2018-07-13,212
Gampaha,2018,29,2018-07-14,2018-07-20,225
Gampaha,2018,30,2018-07-21,2018-07-27,180
Gampaha,2018,31,2018-07-28,2018-08-03,187
Gampaha,2018,32,2018-08-04,2018-08-10,150
Gampaha,2018,33,2018-08-11,2018-08-17,135
Gampaha,2018,34,2018-08-18,2018-08-24,94
Gampaha,2018,35,2018-08-25,2018-08-31,95
Gampaha,2018,36,2018-09-01,2018-09-07,100
Gampaha,2018,37,2018-09-08,2018-09-14,92
Gampaha,2018,38,2018-09-15,2018-09-21,80
Gampaha,2018,39,2018-09-22,2018-09-28,78
Gampaha,2018,40,2018-09-29,2018-10-05,46
Gampaha,2018,41,2018-10-06,2018-10-12,70
Gampaha,2018,42,2018-10-13,2018-10-19,53
Gampaha,2018,43,2018-10-20,2018-10-26,68
Gampaha,2018,44,2018-10-27,2018-11-02,72
Gampaha,2018,45,2018-11-03,2018-11-09,89
Gampaha,2018,46,2018-11-10,2018-11-16,116
Gampaha,2018,47,2018-11-17,2018-11-23,139
Gampaha,2018,48,2018-11-24,2018-11-30,174
Gampaha,2018,49,2018-12-01,2018-12-07,201
Gampaha,2018,50,2018-12-08,2018-12-14,213
Gampaha,2018,51,2018-12-15,2018-12-21,172
Gampaha,2018,52,2018-12-22,2018-12-28,151
Gampaha,2019,1,2018-12-29,2019-01-04,154
Gampaha,2019,2,2019-01-05,2019-01-11,188
Gampaha,2019,3,2019-01-12,2019-01-18,161
Gampaha,2019,4,2019-01-19,2019-01-25,177
Gampaha,2019,5,2019-01-26,2019-02-01,134
Gampaha,2019,6,2019-02-02,2019-02-08,118
Gampaha,2019,7,2019-02-09,2019-02-15,107
Gampaha,2019,8,2019-02-16,2019-02-22,69
Gampaha,2019,9,2019-02-23,2019-03-01,108
Gampaha,2019,10,2019-03-02,2019-03-08,99
Gampaha,2019,11,2019-03-09,2019-03-15,103
Gampaha,2019,12,2019-03-16,2019-03-22,101
Gampaha,2019,13,2019-03-23,2019-03-29,57
Gampaha,2019,14,2019-03-30,2019-04-05,91
Gampaha,2019,15,2019-04-06,2019-04-12,64
Gampaha,2019,16,2019-04-13,2019-04-19,75
Gampaha,2019,17,2019-04-20,2019-04-26,114
Gampaha,2019,18,2019-04-27,2019-05-03,100
Gampaha,2019,19,2019-05-04,2019-05-10,99
Gampaha,2019,20,2019-05-11,2019-05-17,121
Gampaha,2019,21,2019-05-18,2019-05-24,32
Gampaha,2019,22,2019-05-25,2019-05-31,102
Gampaha,2019,23,2019-06-01,2019-06-07,141
Gampaha,2019,24,2019-06-08,2019-06-14,152
Gampaha,2019,25,2019-06-15,2019-06-21,80
Gampaha,2019,26,2019-06-22,2019-06-28,228
Gampaha,2019,27,2019-06-29,2019-07-05,60
Gampaha,2019,28,2019-07-06,2019-07-12,432
Gampaha,2019,29,2019-07-13,2019-07-19,453
Gampaha,2019,30,2019-07-20,2019-07-26,487
Gampaha,2019,31,2019-07-27,2019-08-02,318
Gampaha,2019,32,2019-08-03,2019-08-09,372
Gampaha,2019,33,2019-08-10,2019-08-16,362
Gampaha,2019,34,2019-08-17,2019-08-23,440
Gampaha,2019,35,2019-08-24,2019-08-30,368
Gampaha,2019,36,2019-08-31,2019-09-06,280
Gampaha,2019,37,2019-09-07,2019-09-13,349
Gampaha,2019,38,2019-09-14,2019-09-20,386
Gampaha,2019,39,2019-09-21,2019-09-27,240
Gampaha,2019,40,2019-09-28,2019-10-04,351
Gampaha,2019,41,2019-10-05,2019-10-11,357
Gampaha,2019,42,2019-10-12,2019-10-18,500
Gampaha,2019,43,2019-10-19,2019-10-25,450
Gampaha,2019,44,2019-10-26,2019-11-01,532
Gampaha,2019,45,2019-11-02,2019-11-08,473
Gampaha,2019,46,2019-11-09,2019-11-15,328
Gampaha,2019,47,2019-11-16,2019-11-22,675
Gampaha,2019,48,2019-11-23,2019-11-29,487
Gampaha,2019,49,2019-11-30,2019-12-06,551
Gampaha,2019,50,2019-12-07,2019-12-13,488
Gampaha,2019,51,2019-12-14,2019-12-20,371
Gampaha,2019,52,2019-12-21,2019-12-27,362
Gampaha,2019,53,2019-12-28,2020-01-03,362
Gampaha,2020,2,2020-01-04,2020-01-10,201
Gampaha,2020,3,2020-01-11,2020-01-17,219
Gampaha,2020,4,2020-01-18,2020-01-24,238
Gampaha,2020,5,2020-01-25,2020-01-31,155
Gampaha,2020,6,2020-02-01,2020-02-07,132
Gampaha,2020,7,2020-02-08,2020-02-14,114
Gampaha,2020,8,2020-02-15,2020-02-21,87
Gampaha,2020,9,2020-02-21,2020-02-28,107
Gampaha,2020,10,2020-02-29,2020-03-06,47
Gampaha,2020,11,2020-03-07,2020-03-13,18
Gampaha,2020,12,2020-03-14,2020-03-20,10
Gampaha,2020,13,2020-03-21,2020-03-27,8
Gampaha,2020,14,2020-03-28,2020-04-03,4
Gampaha,2020,15,2020-04-04,2020-04-10,7
Gampaha,2020,16,2020-04-11,2020-04-17,2
Gampaha,2020,17,2020-04-18,2020-04-24,5
Gampaha,2020,18,2020-04-25,2020-05-01,3
Gampaha,2020,19,2020-05-02,2020-05-08,10
Gampaha,2020,20,2020-05-09,2020-05-15,8
Gampaha,2020,21,2020-05-16,2020-05-22,21
Gampaha,2020,22,2020-05-23,2020-05-29,31
Gampaha,2020,23,2020-05-30,2020-06-05,31
Gampaha,2020,24,2020-06-06,2020-06-12,48
Gampaha,2020,25,2020-06-13,2020-06-19,27
Gampaha,2020,26,2020-06-20,2020-06-26,55
Gampaha,2020,27,2020-06-27,2020-07-03,43
Gampaha,2020,28,2020-07-04,2020-07-10,24
Gampaha,2020,29,2020-07-11,2020-07-17,22
Gampaha,2020,30,2020-07-18,2020-07-24,18
Gampaha,2020,31,2020-07-25,2020-07-31,23
Gampaha,2020,32,2020-08-01,2020-08-07,31
Gampaha,2020,33,2020-08-08,2020-08-14,50
Gampaha,2020,34,2020-08-15,2020-08-21,62
Gampaha,2020,35,2020-08-22,2020-08-28,50
Gampaha,2020,36,2020-08-29,2020-09-04,39
Gampaha,2020,37,2020-09-05,2020-09-11,37
Gampaha,2020,38,2020-09-12,2020-09-18,34
Gampaha,2020,39,2020-09-19,2020-09-25,37
Gampaha,2020,40,2020-09-26,2020-10-02,14
Gampaha,2020,41,2020-10-03,2020-10-09,11
Gampaha,2020,42,2020-10-10,2020-10-16,5
