District,Year,Week,Week_Start_Date,Week_End_Date,Number_of_Cases
Kalutara,2023,13,2023-03-25,2023-03-31,54
Kalutara,2023,14,2023-04-01,2023-04-07,48
Kalutara,2023,15,2023-04-08,2023-04-14,95
Kalutara,2023,16,2023-04-15,2023-04-21,124
Kalutara,2023,17,2023-04-22,2023-04-28,90
Kalutara,2023,18,2023-04-29,2023-05-05,96
Kalutara,2023,19,2023-05-06,2023-05-12,99
Kalutara,2023,20,2023-05-13,2023-05-19,90
Kalutara,2023,21,2023-05-20,2023-05-26,165
Kalutara,2023,22,2023-05-27,2023-06-02,239
Kalutara,2023,23,2023-06-03,2023-06-09,192
Kalutara,2023,24,2023-06-10,2023-06-16,190
Kalutara,2023,25,2023-06-17,2023-06-23,161
Kalutara,2023,26,2023-06-24,2023-06-30,129
Kalutara,2023,27,2023-07-01,2023-07-07,99
Kalutara,2023,28,2023-07-08,2023-07-14,128
Kalutara,2023,29,2023-07-15,2023-07-21,84
Kalutara,2023,30,2023-07-22,2023-07-28,95
Kalutara,2023,31,2023-07-29,2023-08-04,80
Kalutara,2023,32,2023-08-05,2023-08-11,98
Kalutara,2023,33,2023-08-12,2023-08-18,87
Kalutara,2023,34,2023-08-19,2023-08-25,102
Kalutara,2023,35,2023-08-26,2023-09-01,72
Kalutara,2023,36,2023-09-02,2023-09-08,70
Kalutara,2023,37,2023-09-09,2023-09-15,57
Kalutara,2023,38,2023-09-16,2023-09-22,58
Kalutara,2023,39,2023-09-23,2023-09-29,34
Kalutara,2023,40,2023-08-30,2023-09-06,44
Kalutara,2023,41,2023-10-07,2023-10-13,193
Kalutara,2023,42,2023-10-14,2023-10-20,47
Kalutara,2023,43,2023-10-21,2023-10-27,345
Kalutara,2023,44,2023-10-28,2023-11-03,52
Kalutara,2023,45,2023-11-04,2023-11-10,35
Kalutara,2023,46,2023-11-11,2023-11-17,0
Kalutara,2023,47,2023-11-18,2023-11-24,1
Kalutara,2023,48,2023-11-25,2023-12-01,34
Kalutara,2023,49,2023-12-02,2023-12-08,85
Kalutara,2023,50,2023-12-09,2023-12-15,104
Kalutara,2023,51,2023-12-16,2023-12-22,693
Kalutara,2023,52,2023-12-23,2023-12-29,89
Kalutara,2024,1,2023-12-30,2024-01-05,77
Kalutara,2024,2,2024-01-06,2024-01-12,103
Kalutara,2024,3,2024-01-13,2024-01-19,105
Kalutara,2024,4,2024-01-20,2024-01-26,96
Kalutara,2024,5,2024-01-27,2024-02-02,118
Kalutara,2024,6,2024-02-03,2024-02-09,113
Kalutara,2024,7,2024-02-10,2024-02-16,81
Kalutara,2024,8,2024-02-17,2024-02-23,77
Kalutara,2024,9,2024-02-24,2024-03-01,54
Kalutara,2024,10,2024-03-02,2024-03-08,43
Kalutara,2024,11,2024-03-09,2024-03-15,91
Kalutara,2024,12,2024-03-16,2024-03-22,78
Kalutara,2024,13,2024-03-23,2024-03-29,69
Kalutara,2024,14,2024-03-30,2024-04-05,50
Kalutara,2024,15,2024-04-06,2024-04-12,35
Kalutara,2024,16,2024-04-13,2024-04-19,37
Kalutara,2024,17,2024-04-20,2024-04-26,24
Kalutara,2024,18,2024-04-27,2024-05-03,41
Kalutara,2024,19,2024-05-04,2024-05-10,31
Kalutara,2024,20,2024-05-11,2024-05-17,50
Kalutara,2024,21,2024-05-18,2024-05-24,32
Kalutara,2024,22,2024-05-25,2024-05-31,41
Kalutara,2024,23,2024-05-01,2024-05-07,41
Kalutara,2024,24,2024-06-08,2024-06-14,50
Kalutara,2024,25,2024-06-15,2024-06-21,46
Kalutara,2024,26,2024-06-22,2024-06-28,63
Kalutara,2024,27,2024-06-29,2024-07-05,60
Kalutara,2024,28,2024-07-06,2024-07-12,68
Kalutara,2024,29,2024-07-13,2024-07-19,55
Kalutara,2024,30,2024-07-20,2024-07-26,65
Kalutara,2024,31,2024-07-27,2024-08-02,27
Kalutara,2024,32,2024-08-03,2024-08-09,50
Kalutara,2024,33,2024-08-10,2024-08-16,48
Kalutara,2024,34,2024-08-17,2024-08-23,43
Kalutara,2024,35,2024-08-17,2024-08-23,57
Kalutara,2024,36,2024-08-31,2024-09-06,39
Kalutara,2024,37,2024-09-07,2024-09-13,23
Kalutara,2024,38,2024-09-14,2024-09-20,34
Kalutara,2024,39,2024-09-21,2024-09-27,48
Kalutara,2024,40,2024-09-28,2024-10-04,44
Kalutara,2024,41,2024-10-05,2024-10-11,44
Kalutara,2024,42,2024-10-12,2024-10-18,36
Kalutara,2024,43,2024-10-19,2024-10-25,31
Kalutara,2024,44,2024-10-26,2024-11-01,40
Kalutara,2024,45,2024-11-02,2024-11-08,36
Kalutara,2024,46,2024-11-09,2024-11-15,23
Kalutara,2024,47,2024-11-16,2024-11-22,30
Kalutara,2024,48,2024-11-23,2024-11-29,34
Kalutara,2024,49,2024-11-30,2024-12-06,28
Kalutara,2024,50,2024-12-07,2024-12-13,32
Kalutara,2024,51,2024-12-14,2024-12-20,49
Kalutara,2024,52,2024-12-21,2024-12-27,34
Kalutara,2025,1,2024-12-28,2025-01-03,65
Kalutara,2025,2,2025-01-04,2025-01-10,24
Kalutara,2025,3,2025-01-11,2025-01-17,51
Kalutara,2025,4,2025-01-18,2025-01-24,38
Kalutara,2025,5,2025-01-25,2025-01-31,29
Kalutara,2025,6,2025-02-01,2025-02-07,29
Kalutara,2025,7,2025-02-08,2025-02-14,29
Kalutara,2025,8,2025-02-15,2025-02-21,44
Kalutara,2025,9,2025-02-22,2025-02-28,31
Kalutara,2025,10,2025-03-01,2025-03-07,43
Kalutara,2025,11,2025-03-08,2025-03-14,37
Kalutara,2025,12,2025-03-15,2025-03-21,35
Kalutara,2025,13,2025-03-22,2025-03-28,30
Kalutara,2025,14,2025-03-29,2025-04-04,39
Kalutara,2025,15,2025-04-05,2025-04-11,36
Kalutara,2025,16,2025-04-12,2025-04-18,42
Kalutara,2025,17,2025-04-19,2025-04-25,64
Kalutara,2025,18,2025-04-26,2025-05-02,59
Kalutara,2025,19,2025-05-03,2025-05-09,63
Kalutara,2025,20,2025-05-10,2025-05-16,35
Kalutara,2025,21,2025-05-17,2025-05-23,92
Kalutara,2025,22,2025-05-24,2025-05-30,71
Kalutara,2025,23,2025-05-31,2025-06-06,68
Kalutara,2025,24,2025-06-07,2025-06-13,74
Kalutara,2025,25,2025-06-14,2025-06-20,62
Kalutara,2025,26,2025-06-21,2025-06-27,92
Kalutara,2025,27,2025-06-28,2025-07-04,57
Kalutara,2025,28,2025-07-05,2025-07-11,66
Kalutara,2025,29,2025-07-12,2025-07-18,80
Kalutara,2025,30,2025-07-19,2025-07-25,53
Kalutara,2025,31,2025-07-26,2025-08-01,30
Kalutara,2025,32,2025-08-02,2025-08-08,47
Kalutara,2025,33,2025-08-09,2025-08-15,56
Kalutara,2025,34,2025-08-16,2025-08-22,39
Kalutara,2025,35,2025-08-23,2025-08-29,40
Kalutara,2025,36,2025-08-30,2025-09-05,34
Kalutara,2025,37,2025-09-06,2025-09-12,32
Kalutara,2025,38,2025-09-13,2025-09-19,27
Kalutara,2025,39,2025-09-20,2025-09-26,43
Kalutara,2025,40,2025-09-27,2025-10-03,32
Kalutara,2025,41,2025-10-04,2025-10-10,35
Kalutara,2025,42,2025-10-11,2025-10-17,24
Kalutara,2025,43,2025-10-18,2025-10-24,35
Kalutara,2025,44,2025-10-25,2025-10-31,32
Kalutara,2025,45,2025-11-01,2025-11-07,27
Kalutara,2025,46,2025-11-08,2025-11-14,35
Kalutara,2025,47,2025-11-15,2025-11-21,34
Kalutara,2025,48,2025-11-22,2025-11-28,57
Kalutara,2025,49,2025-11-29,2025-12-05,63
Kalutara,2025,50,2025-12-06,2025-12-12,53
Kalutara,2025,51,2025-12-13,2025-12-19,85
Kalutara,2025,52,2025-12-20,2025-12-26,85
Kalutara,2026,1,2025-12-29,2026-01-04,116
Kalutara,2026,2,2026-01-05,2026-01-11,116
Kalutara,2026,3,2026-01-12,2026-01-18,91
Kalutara,2026,4,2026-01-19,2026-01-25,98
Kalutara,2026,5,2026-01-26,2026-02-01,101
Kalutara,2026,6,2026-02-02,2026-02-08,61
Kalutara,2026,7,2026-02-09,2026-02-15,89
Kalutara,2026,8,2026-02-16,2026-02-22,78
Kalutara,2026,9,2026-02-23,2026-03-01,68
Kalutara,2026,10,2026-03-02,2026-03-08,63
Kalutara,2026,11,2026-03-09,2026-03-15,84
Kalutara,2026,12,2026-03-16,2026-03-22,111
Kalutara,2026,13,2026-03-23,2026-03-29,122
Kalutara,2026,14,2026-03-30,2026-04-05,10
Kalutara,2026,15,2026-04-06,2026-04-12,165
Kalutara,2026,16,2026-04-13,2026-04-19,85
Kalutara,2026,17,2026-04-20,2026-04-26,121
Kalutara,2026,18,2026-04-27,2026-05-03,112
Kalutara,2026,19,2026-05-04,2026-05-10,123
Kalutara,2026,20,2026-05-11,2026-05-17,157
Kalutara,2026,21,2026-05-18,2026-05-24,181
Kalutara,2026,22,2026-05-25,2026-05-31,243
Kalutara,2026,23,2026-06-01,2026-06-07,318
Kalutara,2026,24,2026-06-08,2026-06-14,53
Kalutara,2026,25,2026-06-15,2026-06-21,551
Kandy,2006,52,2006-12-23,2006-12-29,20
Kandy,2007,1,2006-12-30,2007-01-05,41
Kandy,2007,2,2007-01-06,2007-01-12,28
Kandy,2007,3,2007-01-13,2007-01-19,14
Kandy,2007,4,2007-01-20,2007-01-26,17
Kandy,2007,5,2007-01-27,2007-02-02,16
Kandy,2007,6,2007-02-03,2007-02-09,10
Kandy,2007,7,2007-02-10,2007-02-16,5
Kandy,2007,8,2007-02-17,2007-02-23,5
Kandy,2007,9,2007-02-24,2007-03-02,7
Kandy,2007,10,2007-03-03,2007-03-09,7
Kandy,2007,11,2007-03-10,2007-03-16,3
Kandy,2007,12,2007-03-17,2007-03-23,4
Kandy,2007,13,2007-03-24,2007-03-30,2
Kandy,2007,14,2007-03-31,2007-04-06,7
Kandy,2007,15,2007-04-07,2007-04-13,3
Kandy,2007,16,2007-04-14,2007-04-20,1
Kandy,2007,17,2007-04-21,2007-04-27,3
Kandy,2007,18,2007-04-28,2007-05-04,2
Kandy,2007,19,2007-05-05,2007-05-11,1
Kandy,2007,20,2007-05-12,2007-05-18,1
Kandy,2007,21,2007-05-19,2007-05-25,3
Kandy,2007,22,2007-05-26,2007-06-01,3
Kandy,2007,23,2007-06-02,2007-06-08,4
Kandy,2007,24,2007-06-09,2007-06-15,9
Kandy,2007,25,2007-06-16,2007-06-22,4
Kandy,2007,26,2007-06-23,2007-06-29,3
Kandy,2007,27,2007-06-30,2007-07-06,2
Kandy,2007,28,2007-07-07,2007-07-13,14
Kandy,2007,29,2007-07-14,2007-07-20,7
Kandy,2007,30,2007-07-21,2007-07-27,3
Kandy,2007,31,2007-07-28,2007-08-03,8
Kandy,2007,32,2007-08-04,2007-08-10,7
Kandy,2007,33,2007-08-11,2007-08-17,4
Kandy,2007,34,2007-08-18,2007-08-24,2
Kandy,2007,35,2007-08-25,2007-08-31,3
Kandy,2007,36,2007-09-01,2007-09-07,6
Kandy,2007,37,2007-09-08,2007-09-14,6
Kandy,2007,38,2007-09-15,2007-09-21,3
Kandy,2007,39,2007-09-22,2007-09-28,4
Kandy,2007,40,2007-09-29,2007-10-05,8
Kandy,2007,41,2007-10-06,2007-10-12,8
Kandy,2007,42,2007-10-13,2007-10-19,4
Kandy,2007,43,2007-10-20,2007-10-26,5
Kandy,2007,44,2007-10-27,2007-11-02,10
Kandy,2007,45,2007-11-03,2007-11-09,6
Kandy,2007,46,2007-11-10,2007-11-16,8
Kandy,2007,47,2007-11-17,2007-11-23,5
Kandy,2007,48,2007-11-24,2007-11-30,6
Kandy,2007,49,2007-12-01,2007-12-07,8
Kandy,2007,50,2007-12-08,2007-12-14,7
Kandy,2007,51,2007-12-15,2007-12-21,4
Kandy,2007,52,2007-12-22,2007-12-28,6
Kandy,2008,1,2007-12-29,2008-01-04,7
Kandy,2008,2,2008-01-05,2008-01-11,4
Kandy,2008,3,2008-01-12,2008-01-18,2
Kandy,2008,4,2008-01-19,2008-01-25,4
Kandy,2008,5,2008-01-26,2008-02-01,5
Kandy,2008,6,2008-02-02,2008-02-08,5
Kandy,2008,7,2008-02-09,2008-02-15,3
Kandy,2008,8,2008-02-16,2008-02-22,9
Kandy,2008,9,2008-02-23,2008-02-29,3
Kandy,2008,10,2008-03-01,2008-03-07,6
Kandy,2008,11,2008-03-08,2008-03-14,8
Kandy,2008,12,2008-03-15,2008-03-21,3
Kandy,2008,13,2008-03-22,2008-03-28,3
Kandy,2008,14,2008-03-29,2008-04-04,7
Kandy,2008,15,2008-04-05,2008-04-11,3
Kandy,2008,16,2008-04-12,2008-04-18,2
Kandy,2008,17,2008-04-19,2008-04-25,7
Kandy,2008,18,2008-04-26,2008-05-02,2
Kandy,2008,19,2008-05-03,2008-05-09,3
Kandy,2008,20,2008-05-10,2008-05-16,3
Kandy,2008,21,2008-05-17,2008-05-23,5
Kandy,2008,22,2008-05-24,2008-05-30,5
Kandy,2008,23,2008-05-31,2008-06-06,3
Kandy,2008,24,2008-06-07,2008-06-13,8
Kandy,2008,25,2008-06-14,2008-06-20,1
Kandy,2008,26,2008-06-21,2008-06-27,5
Kandy,2008,27,2008-06-28,2008-07-04,8
Kandy,2008,28,2008-07-05,2008-07-11,4
Kandy,2008,29,2008-07-12,2008-07-18,2
Kandy,2008,30,2008-07-19,2008-07-25,8
Kandy,2008,31,2008-07-26,2008-08-01,7
Kandy,2008,32,2008-08-02,2008-08-08,7
Kandy,2008,33,2008-08-09,2008-08-15,8
Kandy,2008,34,2008-08-16,2008-08-22,7
Kandy,2008,35,2008-08-23,2008-08-29,8
Kandy,2008,36,2008-08-30,2008-09-05,4
Kandy,2008,37,2008-09-06,2008-09-12,7
Kandy,2008,38,2008-09-13,2008-09-19,4
Kandy,2008,39,2008-08-20,2008-08-26,5
Kandy,2008,40,2008-09-27,2008-10-03,5
Kandy,2008,41,2008-10-04,2008-10-10,6
Kandy,2008,42,2008-10-11,2008-10-17,9
Kandy,2008,43,2008-10-18,2008-10-24,10
Kandy,2008,44,2008-10-25,2008-10-31,8
Kandy,2008,45,2008-11-01,2008-11-07,11
Kandy,2008,46,2008-11-08,2008-11-14,6
Kandy,2008,47,2008-11-15,2008-11-21,8
Kandy,2008,48,2008-11-22,2008-11-28,13
Kandy,2008,49,2008-11-29,2008-12-05,6
Kandy,2008,50,2008-12-06,2008-12-12,7
Kandy,2008,51,2008-12-13,2008-12-19,16
Kandy,2008,52,2008-12-20,2008-12-26,11
Kandy,2009,1,2008-12-27,2009-01-02,16
Kandy,2009,2,2009-01-03,2009-01-09,42
Kandy,2009,3,2009-01-10,2009-01-16,28
Kandy,2009,4,2009-01-17,2009-01-23,32
Kandy,2009,5,2009-01-24,2009-01-30,21
Kandy,2009,6,2009-01-31,2009-02-06,38
Kandy,2009,7,2009-02-07,2009-02-13,32
Kandy,2009,8,2009-02-14,2009-02-20,21
Kandy,2009,9,2009-02-21,2009-02-27,24
Kandy,2009,10,2009-02-28,2009-03-06,22
Kandy,2009,11,2009-03-07,2009-03-13,29
Kandy,2009,12,2009-03-14,2009-03-20,38
Kandy,2009,13,2009-03-21,2009-03-27,23
Kandy,2009,14,2009-03-28,2009-04-03,21
Kandy,2009,15,2009-04-04,2009-04-10,5
Kandy,2009,16,2009-04-11,2009-04-17,9
Kandy,2009,17,2009-04-18,2009-04-25,73
Kandy,2009,18,2009-04-26,2009-05-02,54
Kandy,2009,19,2009-05-03,2009-05-09,46
Kandy,2009,20,2009-05-10,2009-05-16,80
Kandy,2009,21,2009-05-17,2009-05-23,90
Kandy,2009,22,2009-05-23,2009-05-29,217
Kandy,2009,23,2009-05-30,2009-06-05,154
Kandy,2009,24,2009-05-06,2009-05-12,181
Kandy,2009,25,2009-06-13,2009-06-19,111
Kandy,2009,26,2009-06-20,2009-06-26,183
Kandy,2009,27,2009-06-27,2009-07-03,55
Kandy,2009,28,2009-07-04,2009-07-10,158
Kandy,2009,29,2009-07-11,2009-07-17,139
Kandy,2009,30,2009-07-18,2009-07-24,141
Kandy,2009,31,2009-07-25,2009-07-31,103
Kandy,2009,32,2009-08-01,2009-08-07,87
Kandy,2009,33,2009-08-08,2009-08-14,99
Kandy,2009,34,2009-08-15,2009-08-21,90
Kandy,2009,35,2009-08-22,2009-08-28,32
Kandy,2009,36,2009-08-29,2009-09-04,30
Kandy,2009,37,2009-09-05,2009-09-11,39
Kandy,2009,38,2009-09-12,2009-09-18,66
Kandy,2009,39,2009-09-19,2009-09-25,28
Kandy,2009,40,2009-09-26,2009-10-02,57
Kandy,2009,41,2009-10-03,2009-10-09,22
Kandy,2009,42,2009-10-10,2009-10-16,33
Kandy,2009,43,2009-10-17,2009-10-23,45
Kandy,2009,44,2009-10-24,2009-10-30,25
Kandy,2009,45,2009-10-31,2009-11-06,21
Kandy,2009,46,2009-11-07,2009-11-13,23
Kandy,2009,47,2009-11-14,2009-11-20,26
Kandy,2009,48,2009-11-21,2009-11-27,24
Kandy,2009,49,2009-11-28,2009-12-04,45
Kandy,2009,50,2009-12-05,2009-12-11,36
Kandy,2009,51,2009-12-12,2009-12-18,18
Kandy,2009,52,2009-12-19,2009-12-25,50
Kandy,2009,53,2009-12-26,2010-01-01,14
Kandy,2010,1,2010-01-02,2010-01-08,68
Kandy,2010,2,2010-01-09,2010-01-15,32
Kandy,2010,3,2010-01-16,2010-01-22,22
Kandy,2010,4,2010-01-23,2010-01-29,25
Kandy,2010,5,2010-01-30,2010-02-05,31
Kandy,2010,6,2010-01-06,2010-01-12,51
Kandy,2010,7,2010-02-13,2010-02-19,32
Kandy,2010,8,2010-02-20,2010-02-26,24
Kandy,2010,9,2010-03-27,2010-03-05,14
Kandy,2010,10,2010-03-06,2010-03-12,35
Kandy,2010,11,2010-03-13,2010-03-19,12
Kandy,2010,12,2010-03-20,2010-03-26,10
Kandy,2010,13,2010-03-27,2010-04-02,5
Kandy,2010,14,2010-04-03,2010-04-09,6
Kandy,2010,15,2010-04-10,2010-04-16,1
Kandy,2010,16,2010-04-17,2010-04-23,29
Kandy,2010,17,2010-04-24,2010-04-30,18
Kandy,2010,18,2010-05-01,2010-05-07,21
Kandy,2010,19,2010-05-08,2010-05-14,24
Kandy,2010,20,2010-05-15,2010-05-21,18
Kandy,2010,21,2010-05-22,2010-05-28,38
Kandy,2010,22,2010-05-29,2010-06-04,28
Kandy,2010,23,2010-06-05,2010-06-11,31
Kandy,2010,24,2010-06-12,2010-06-18,5
Kandy,2010,25,2010-06-19,2010-06-25,42
Kandy,2010,26,2010-06-26,2010-07-02,69
Kandy,2010,27,2010-07-03,2010-07-09,46
Kandy,2010,28,2010-07-10,2010-07-16,38
Kandy,2010,29,2010-07-17,2010-07-23,28
Kandy,2010,30,2010-07-24,2010-07-30,65
Kandy,2010,31,2010-07-31,2010-08-06,69
Kandy,2010,32,2010-08-07,2010-08-13,57
Kandy,2010,33,2010-08-14,2010-08-20,33
Kandy,2010,34,2010-08-21,2010-08-27,38
Kandy,2010,35,2010-08-28,2010-09-03,37
Kandy,2010,36,2010-09-04,2010-09-10,15
Kandy,2010,37,2010-09-11,2010-09-17,19
Kandy,2010,38,2010-09-18,2010-09-24,3
Kandy,2010,39,2010-09-25,2010-10-01,14
Kandy,2010,40,2010-10-02,2010-10-08,19
Kandy,2010,41,2010-10-09,2010-10-15,15
Kandy,2010,42,2010-10-16,2010-10-22,7
Kandy,2010,43,2010-10-23,2010-10-29,6
Kandy,2010,44,2010-10-30,2010-11-05,9
Kandy,2010,45,2010-11-05,2010-11-12,4
Kandy,2010,46,2010-11-13,2010-11-19,2
Kandy,2010,47,2010-11-20,2010-11-26,5
Kandy,2010,48,2010-11-27,2010-12-03,5
Kandy,2010,49,2010-12-04,2010-12-10,1
Kandy,2010,50,2010-12-11,2010-12-17,2
Kandy,2010,51,2010-12-18,2010-12-24,3
Kandy,2010,52,2010-12-25,2010-12-31,1
Kandy,2011,1,2011-01-01,2011-01-07,4
Kandy,2011,2,2011-01-08,2011-01-14,3
Kandy,2011,3,2011-01-15,2011-01-21,7
Kandy,2011,4,2011-01-22,2011-01-28,4
Kandy,2011,5,2011-01-29,2011-02-04,7
Kandy,2011,6,2011-02-05,2011-02-11,4
Kandy,2011,7,2011-02-12,2011-02-18,2
Kandy,2011,8,2011-02-19,2011-02-25,10
Kandy,2011,9,2011-02-26,2011-03-04,6
Kandy,2011,10,2011-03-05,2011-03-11,12
Kandy,2011,11,2011-03-12,2011-03-18,5
Kandy,2011,12,2011-03-19,2011-03-25,4
Kandy,2011,13,2011-03-26,2011-04-01,13
Kandy,2011,14,2011-04-02,2011-04-08,0
Kandy,2011,15,2011-04-09,2011-04-15,3
Kandy,2011,16,2011-04-16,2011-04-22,18
Kandy,2011,17,2011-04-23,2011-04-29,19
Kandy,2011,18,2011-04-30,2011-05-06,13
Kandy,2011,19,2011-05-07,2011-05-13,8
Kandy,2011,20,2011-05-14,2011-05-20,6
Kandy,2011,21,2011-05-21,2011-05-27,17
Kandy,2011,22,2011-05-27,2011-06-03,21
Kandy,2011,23,2011-06-04,2011-06-10,18
Kandy,2011,24,2011-06-11,2011-06-17,14
Kandy,2011,25,2011-06-18,2011-06-24,28
Kandy,2011,26,2011-06-25,2011-07-01,38
Kandy,2011,27,2011-07-02,2011-07-08,49
Kandy,2011,28,2011-07-09,2011-07-15,41
Kandy,2011,29,2011-07-16,2011-07-22,52
Kandy,2011,30,2011-07-23,2011-07-29,30
Kandy,2011,31,2011-07-30,2011-08-05,25
Kandy,2011,32,2011-08-06,2011-08-12,18
Kandy,2011,33,2011-08-13,2011-08-19,19
Kandy,2011,34,2011-08-20,2011-08-26,36
Kandy,2011,35,2011-08-27,2011-09-02,41
Kandy,2011,36,2011-09-02,2011-09-09,32
Kandy,2011,37,2011-09-10,2011-09-16,46
Kandy,2011,38,2011-09-17,2011-09-23,36
Kandy,2011,39,2011-09-24,2011-09-30,54
Kandy,2011,40,2011-10-01,2011-10-07,58
Kandy,2011,41,2011-10-08,2011-10-14,68
Kandy,2011,42,2011-10-15,2011-10-21,64
Kandy,2011,43,2011-10-22,2011-10-28,63
Kandy,2011,44,2011-10-29,2011-11-04,60
Kandy,2011,45,2011-11-05,2011-11-11,26
Kandy,2011,46,2011-11-12,2011-11-19,34
Kandy,2011,47,2011-11-19,2011-11-25,42
Kandy,2011,48,2011-11-29,2011-12-02,94
Kandy,2011,49,2011-12-03,2011-12-09,52
Kandy,2011,50,2011-12-10,2011-12-16,57
Kandy,2011,51,2011-12-17,2011-12-23,74
Kandy,2011,52,2011-12-24,2011-12-30,58
Kandy,2012,1,2011-12-31,2012-01-06,60
Kandy,2012,2,2012-01-07,2012-01-13,40
Kandy,2012,3,2012-01-14,2012-01-20,41
Kandy,2012,4,2012-01-21,2012-01-27,41
Kandy,2012,5,2012-01-28,2012-02-03,66
Kandy,2012,6,2012-02-04,2012-02-10,40
Kandy,2012,7,2012-02-11,2012-02-17,37
Kandy,2012,8,2012-02-18,2012-02-24,41
Kandy,2012,9,2012-02-25,2012-03-02,22
Kandy,2012,10,2012-03-03,2012-03-09,21
Kandy,2012,11,2012-03-10,2012-03-16,25
Kandy,2012,12,2012-03-17,2012-03-23,3
Kandy,2012,13,2012-03-24,2012-03-30,28
Kandy,2012,14,2012-03-31,2012-04-06,21
Kandy,2012,15,2012-04-07,2012-04-13,17
Kandy,2012,16,2012-04-14,2012-04-20,35
Kandy,2012,17,2012-04-21,2012-04-27,0
Kandy,2012,18,2012-04-28,2012-05-04,5
Kandy,2012,19,2012-05-05,2012-05-11,5
Kandy,2012,20,2012-04-12,2012-04-18,5
Kandy,2012,21,2012-05-19,2012-05-25,4
Kandy,2012,22,2012-06-02,2012-06-08,0
Kandy,2012,23,2012-06-02,2012-06-08,0
Kandy,2012,24,2012-06-09,2012-06-15,0
Kandy,2012,25,2012-06-16,2012-06-22,0
Kandy,2012,26,2012-06-23,2012-06-29,0
Kandy,2012,27,2012-06-30,2012-07-06,0
Kandy,2012,28,2012-07-06,2012-07-13,1
Kandy,2012,29,2012-07-14,2012-07-20,0
Kandy,2012,30,2012-07-21,2012-07-27,2
Kandy,2012,31,2012-07-28,2012-08-03,52
Kandy,2012,32,2012-08-04,2012-08-10,36
Kandy,2012,33,2012-08-11,2012-08-17,31
Kandy,2012,34,2012-08-18,2012-08-24,55
Kandy,2012,35,2012-08-25,2012-08-31,28
Kandy,2012,36,2012-09-01,2012-09-07,31
Kandy,2012,37,2012-09-08,2012-09-14,29
Kandy,2012,38,2012-09-15,2012-09-21,28
Kandy,2012,39,2012-09-22,2012-09-28,27
Kandy,2012,40,2012-09-29,2012-10-05,39
Kandy,2012,41,2012-10-06,2012-10-12,39
Kandy,2012,42,2012-10-13,2012-10-19,43
Kandy,2012,43,2012-10-20,2012-10-26,36
Kandy,2012,44,2012-10-27,2012-11-02,50
Kandy,2012,45,2012-11-03,2012-11-09,25
Kandy,2012,46,2012-11-10,2012-11-16,34
Kandy,2012,47,2012-11-17,2012-11-23,42
Kandy,2012,48,2012-11-24,2012-11-30,25
Kandy,2012,49,2012-12-01,2012-12-07,44
Kandy,2012,50,2012-12-08,2012-12-14,39
Kandy,2012,51,2012-12-15,2012-12-21,21
Kandy,2012,52,2012-12-22,2012-12-28,15
Kandy,2013,1,2012-12-29,2013-01-04,0
Kandy,2013,2,2013-01-05,2013-01-11,13
Kandy,2013,3,2013-01-12,2013-01-18,0
Kandy,2013,4,2013-01-19,2013-01-25,13
Kandy,2013,5,2013-01-26,2013-02-01,27
Kandy,2013,6,2013-02-02,2013-02-08,28
Kandy,2013,7,2013-02-09,2013-02-15,29
Kandy,2013,8,2013-02-16,2013-02-22,34
Kandy,2013,9,2013-02-23,2013-03-01,23
Kandy,2013,10,2013-03-02,2013-03-08,32
Kandy,2013,11,2013-03-09,2013-03-15,27
Kandy,2013,12,2013-03-16,2013-03-22,10
Kandy,2013,13,2013-03-22,2013-03-29,5
Kandy,2013,14,2013-03-30,2013-04-05,8
Kandy,2013,15,2013-04-06,2013-04-12,25
Kandy,2013,16,2013-04-13,2013-04-19,28
Kandy,2013,17,2013-04-20,2013-04-26,12
Kandy,2013,18,2013-04-27,2013-05-03,22
Kandy,2013,19,2013-05-03,2013-05-10,33
Kandy,2013,20,2013-05-11,2013-05-17,28
Kandy,2013,21,2013-05-18,2013-05-24,21
Kandy,2013,22,2013-05-25,2013-05-31,30
Kandy,2013,23,2013-05-01,2013-05-07,40
Kandy,2013,24,2013-05-08,2013-05-14,51
Kandy,2013,25,2013-05-15,2013-05-21,54
Kandy,2013,26,2013-06-22,2013-06-28,33
Kandy,2013,27,2013-06-29,2013-07-05,60
Kandy,2013,28,2013-07-06,2013-07-12,26
Kandy,2013,29,2013-07-13,2013-07-19,39
Kandy,2013,30,2013-07-20,2013-07-26,43
Kandy,2013,31,2013-07-27,2013-08-02,34
Kandy,2013,32,2013-08-03,2013-08-09,42
Kandy,2013,33,2013-08-10,2013-08-16,45
Kandy,2013,34,2013-08-17,2013-08-23,36
Kandy,2013,35,2013-08-24,2013-08-30,24
Kandy,2013,36,2013-08-31,2013-09-06,30
Kandy,2013,37,2013-09-07,2013-09-13,25
Kandy,2013,38,2013-09-14,2013-09-20,20
Kandy,2013,39,2013-09-21,2013-09-28,16
Kandy,2013,40,2013-09-29,2013-10-04,18
Kandy,2013,41,2013-10-05,2013-10-11,7
Kandy,2013,42,2013-10-12,2013-10-18,11
Kandy,2013,43,2013-10-19,2013-10-25,17
Kandy,2013,44,2013-10-26,2013-11-01,9
Kandy,2013,45,2013-11-02,2013-11-08,25
Kandy,2013,46,2013-11-09,2013-11-15,16
Kandy,2013,47,2013-11-16,2013-11-22,17
