variant,stage1_official_model,stage1_holdout_pr_auc,production_isotonic_pr_auc,symmetric_stage1_raw_pr_auc,symmetric_isotonic_pr_auc,symmetric_stacked_pr_auc,stacked_pr_auc_delta_vs_symmetric_s1,stacked_pr_auc_delta_vs_production_isotonic,stacked_improves_s1_by_0.02,stacked_beats_production_isotonic,symmetric_stacked_bss,symmetric_isotonic_bss
m2_008,random_forest,0.4622950224370251,0.4116575828696608,0.4622950224370251,0.4275728570164014,0.42429534905103816,-0.03799967338598692,0.012637766181377352,False,False,-0.22109915433188654,0.28411119605191726
