experiment,holdout_n_scored,holdout_n_outbreaks,holdout_prevalence,m2_pr_auc,m2_recall,m2_precision,m2_f2,m1_threshold_pr_auc,m1_threshold_recall,m1_threshold_precision,m1_f2,pr_auc_ratio_m2_over_m1_threshold,m2_catches_outbreaks_m1_misses,m1_catches_outbreaks_m2_misses
m2_009,2600,40,0.015384615384615385,0.4116575828696608,0.6,0.3380281690140845,0.5194805194805194,0.06269334528480268,0.225,0.5625,0.2556818181818182,6.566208598370162,15,0
