District,n_rows,n_defined,outbreak_pct,candidate,parameter,k,pooled_outbreak_pct,pooled_n_defined,pooled_n_undefined,pooled_pct_undefined
Monaragala,1018.0,855.0,15.087719298245613,exact_week,-,2.5,15.533617180554907,21373,4077,16.019646365422396
Mullaitivu,1018.0,854.0,18.852459016393443,exact_week,-,2.5,15.533617180554907,21373,4077,16.019646365422396
Nuwara Eliya,1018.0,855.0,12.982456140350877,exact_week,-,2.5,15.533617180554907,21373,4077,16.019646365422396
Polonnaruwa,1018.0,855.0,16.023391812865498,exact_week,-,2.5,15.533617180554907,21373,4077,16.019646365422396
Puttalam,1018.0,855.0,12.280701754385964,exact_week,-,2.5,15.533617180554907,21373,4077,16.019646365422396
Ratnapura,1018.0,855.0,17.42690058479532,exact_week,-,2.5,15.533617180554907,21373,4077,16.019646365422396
Trincomalee,1018.0,855.0,18.362573099415204,exact_week,-,2.5,15.533617180554907,21373,4077,16.019646365422396
Vavuniya,1018.0,855.0,12.046783625730995,exact_week,-,2.5,15.533617180554907,21373,4077,16.019646365422396
Ampara,1018.0,860.0,18.255813953488374,windowed,1,1.5,21.206623871988093,21498,3952,15.528487229862476
Anuradhapura,1018.0,860.0,13.13953488372093,windowed,1,1.5,21.206623871988093,21498,3952,15.528487229862476
Badulla,1018.0,860.0,24.418604651162788,windowed,1,1.5,21.206623871988093,21498,3952,15.528487229862476
Batticaloa,1018.0,860.0,22.093023255813954,windowed,1,1.5,21.206623871988093,21498,3952,15.528487229862476
Colombo,1018.0,860.0,28.13953488372093,windowed,1,1.5,21.206623871988093,21498,3952,15.528487229862476
Galle,1018.0,860.0,29.767441860465116,windowed,1,1.5,21.206623871988093,21498,3952,15.528487229862476
Gampaha,1018.0,860.0,22.441860465116278,windowed,1,1.5,21.206623871988093,21498,3952,15.528487229862476
Hambantota,1018.0,860.0,20.58139534883721,windowed,1,1.5,21.206623871988093,21498,3952,15.528487229862476
Jaffna,1018.0,860.0,29.069767441860467,windowed,1,1.5,21.206623871988093,21498,3952,15.528487229862476
Kalutara,1018.0,860.0,28.604651162790695,windowed,1,1.5,21.206623871988093,21498,3952,15.528487229862476
Kandy,1018.0,860.0,22.209302325581394,windowed,1,1.5,21.206623871988093,21498,3952,15.528487229862476
Kegalle,1018.0,860.0,17.674418604651162,windowed,1,1.5,21.206623871988093,21498,3952,15.528487229862476
Kilinochchi,1018.0,859.0,24.563445867287545,windowed,1,1.5,21.206623871988093,21498,3952,15.528487229862476
Kurunegala,1018.0,860.0,17.674418604651162,windowed,1,1.5,21.206623871988093,21498,3952,15.528487229862476
Mannar,1018.0,860.0,15.813953488372093,windowed,1,1.5,21.206623871988093,21498,3952,15.528487229862476
Matale,1018.0,860.0,16.046511627906977,windowed,1,1.5,21.206623871988093,21498,3952,15.528487229862476
Matara,1018.0,860.0,19.651162790697676,windowed,1,1.5,21.206623871988093,21498,3952,15.528487229862476
Monaragala,1018.0,860.0,19.302325581395348,windowed,1,1.5,21.206623871988093,21498,3952,15.528487229862476
Mullaitivu,1018.0,859.0,21.536670547147846,windowed,1,1.5,21.206623871988093,21498,3952,15.528487229862476
Nuwara Eliya,1018.0,860.0,19.069767441860467,windowed,1,1.5,21.206623871988093,21498,3952,15.528487229862476
Polonnaruwa,1018.0,860.0,19.651162790697676,windowed,1,1.5,21.206623871988093,21498,3952,15.528487229862476
Puttalam,1018.0,860.0,16.27906976744186,windowed,1,1.5,21.206623871988093,21498,3952,15.528487229862476
Ratnapura,1018.0,860.0,27.209302325581397,windowed,1,1.5,21.206623871988093,21498,3952,15.528487229862476
Trincomalee,1018.0,860.0,22.674418604651162,windowed,1,1.5,21.206623871988093,21498,3952,15.528487229862476
Vavuniya,1018.0,860.0,14.302325581395348,windowed,1,1.5,21.206623871988093,21498,3952,15.528487229862476
Ampara,1018.0,860.0,14.767441860465116,windowed,1,2.0,16.866685273048656,21498,3952,15.528487229862476
Anuradhapura,1018.0,860.0,11.27906976744186,windowed,1,2.0,16.866685273048656,21498,3952,15.528487229862476
Badulla,1018.0,860.0,19.53488372093023,windowed,1,2.0,16.866685273048656,21498,3952,15.528487229862476
Batticaloa,1018.0,860.0,19.069767441860467,windowed,1,2.0,16.866685273048656,21498,3952,15.528487229862476
Colombo,1018.0,860.0,21.511627906976745,windowed,1,2.0,16.866685273048656,21498,3952,15.528487229862476
Galle,1018.0,860.0,23.604651162790695,windowed,1,2.0,16.866685273048656,21498,3952,15.528487229862476
Gampaha,1018.0,860.0,16.97674418604651,windowed,1,2.0,16.866685273048656,21498,3952,15.528487229862476
Hambantota,1018.0,860.0,15.465116279069768,windowed,1,2.0,16.866685273048656,21498,3952,15.528487229862476
Jaffna,1018.0,860.0,23.372093023255815,windowed,1,2.0,16.866685273048656,21498,3952,15.528487229862476
Kalutara,1018.0,860.0,22.093023255813954,windowed,1,2.0,16.866685273048656,21498,3952,15.528487229862476
Kandy,1018.0,860.0,17.093023255813954,windowed,1,2.0,16.866685273048656,21498,3952,15.528487229862476
Kegalle,1018.0,860.0,13.837209302325581,windowed,1,2.0,16.866685273048656,21498,3952,15.528487229862476
