District,n_rows,n_defined,outbreak_pct,candidate,parameter,k,pooled_outbreak_pct,pooled_n_defined,pooled_n_undefined,pooled_pct_undefined
Mullaitivu,1018.0,863.0,20.74159907300116,windowed,3,1.5,19.645337531252892,21598,3852,15.135559921414538
Nuwara Eliya,1018.0,864.0,17.47685185185185,windowed,3,1.5,19.645337531252892,21598,3852,15.135559921414538
Polonnaruwa,1018.0,864.0,18.86574074074074,windowed,3,1.5,19.645337531252892,21598,3852,15.135559921414538
Puttalam,1018.0,864.0,13.657407407407407,windowed,3,1.5,19.645337531252892,21598,3852,15.135559921414538
Ratnapura,1018.0,864.0,24.305555555555554,windowed,3,1.5,19.645337531252892,21598,3852,15.135559921414538
Trincomalee,1018.0,864.0,20.13888888888889,windowed,3,1.5,19.645337531252892,21598,3852,15.135559921414538
Vavuniya,1018.0,864.0,13.078703703703704,windowed,3,1.5,19.645337531252892,21598,3852,15.135559921414538
Ampara,1018.0,864.0,12.847222222222221,windowed,3,2.0,15.506065376423741,21598,3852,15.135559921414538
Anuradhapura,1018.0,864.0,9.953703703703704,windowed,3,2.0,15.506065376423741,21598,3852,15.135559921414538
Badulla,1018.0,864.0,18.171296296296298,windowed,3,2.0,15.506065376423741,21598,3852,15.135559921414538
Batticaloa,1018.0,864.0,17.708333333333336,windowed,3,2.0,15.506065376423741,21598,3852,15.135559921414538
Colombo,1018.0,864.0,20.60185185185185,windowed,3,2.0,15.506065376423741,21598,3852,15.135559921414538
Galle,1018.0,864.0,23.03240740740741,windowed,3,2.0,15.506065376423741,21598,3852,15.135559921414538
Gampaha,1018.0,864.0,14.930555555555555,windowed,3,2.0,15.506065376423741,21598,3852,15.135559921414538
Hambantota,1018.0,864.0,14.583333333333334,windowed,3,2.0,15.506065376423741,21598,3852,15.135559921414538
Jaffna,1018.0,864.0,21.412037037037038,windowed,3,2.0,15.506065376423741,21598,3852,15.135559921414538
Kalutara,1018.0,864.0,20.949074074074073,windowed,3,2.0,15.506065376423741,21598,3852,15.135559921414538
Kandy,1018.0,864.0,16.087962962962962,windowed,3,2.0,15.506065376423741,21598,3852,15.135559921414538
Kegalle,1018.0,864.0,12.152777777777777,windowed,3,2.0,15.506065376423741,21598,3852,15.135559921414538
Kilinochchi,1018.0,863.0,19.930475086906142,windowed,3,2.0,15.506065376423741,21598,3852,15.135559921414538
Kurunegala,1018.0,864.0,11.805555555555555,windowed,3,2.0,15.506065376423741,21598,3852,15.135559921414538
Mannar,1018.0,864.0,11.689814814814815,windowed,3,2.0,15.506065376423741,21598,3852,15.135559921414538
Matale,1018.0,864.0,10.300925925925926,windowed,3,2.0,15.506065376423741,21598,3852,15.135559921414538
Matara,1018.0,864.0,15.50925925925926,windowed,3,2.0,15.506065376423741,21598,3852,15.135559921414538
Monaragala,1018.0,864.0,15.50925925925926,windowed,3,2.0,15.506065376423741,21598,3852,15.135559921414538
Mullaitivu,1018.0,863.0,17.96060254924681,windowed,3,2.0,15.506065376423741,21598,3852,15.135559921414538
Nuwara Eliya,1018.0,864.0,12.38425925925926,windowed,3,2.0,15.506065376423741,21598,3852,15.135559921414538
Polonnaruwa,1018.0,864.0,13.88888888888889,windowed,3,2.0,15.506065376423741,21598,3852,15.135559921414538
Puttalam,1018.0,864.0,11.574074074074074,windowed,3,2.0,15.506065376423741,21598,3852,15.135559921414538
Ratnapura,1018.0,864.0,17.12962962962963,windowed,3,2.0,15.506065376423741,21598,3852,15.135559921414538
Trincomalee,1018.0,864.0,17.01388888888889,windowed,3,2.0,15.506065376423741,21598,3852,15.135559921414538
Vavuniya,1018.0,864.0,10.532407407407407,windowed,3,2.0,15.506065376423741,21598,3852,15.135559921414538
Ampara,1018.0,864.0,11.574074074074074,windowed,3,2.5,12.621539031391796,21598,3852,15.135559921414538
Anuradhapura,1018.0,864.0,8.564814814814815,windowed,3,2.5,12.621539031391796,21598,3852,15.135559921414538
Badulla,1018.0,864.0,13.657407407407407,windowed,3,2.5,12.621539031391796,21598,3852,15.135559921414538
Batticaloa,1018.0,864.0,15.393518518518517,windowed,3,2.5,12.621539031391796,21598,3852,15.135559921414538
Colombo,1018.0,864.0,15.277777777777779,windowed,3,2.5,12.621539031391796,21598,3852,15.135559921414538
Galle,1018.0,864.0,17.36111111111111,windowed,3,2.5,12.621539031391796,21598,3852,15.135559921414538
Gampaha,1018.0,864.0,11.689814814814815,windowed,3,2.5,12.621539031391796,21598,3852,15.135559921414538
Hambantota,1018.0,864.0,11.226851851851851,windowed,3,2.5,12.621539031391796,21598,3852,15.135559921414538
Jaffna,1018.0,864.0,18.055555555555554,windowed,3,2.5,12.621539031391796,21598,3852,15.135559921414538
Kalutara,1018.0,864.0,15.972222222222221,windowed,3,2.5,12.621539031391796,21598,3852,15.135559921414538
Kandy,1018.0,864.0,13.078703703703704,windowed,3,2.5,12.621539031391796,21598,3852,15.135559921414538
Kegalle,1018.0,864.0,9.722222222222223,windowed,3,2.5,12.621539031391796,21598,3852,15.135559921414538
Kilinochchi,1018.0,863.0,16.917728852838934,windowed,3,2.5,12.621539031391796,21598,3852,15.135559921414538
Kurunegala,1018.0,864.0,9.375,windowed,3,2.5,12.621539031391796,21598,3852,15.135559921414538
Mannar,1018.0,864.0,10.648148148148149,windowed,3,2.5,12.621539031391796,21598,3852,15.135559921414538
Matale,1018.0,864.0,7.87037037037037,windowed,3,2.5,12.621539031391796,21598,3852,15.135559921414538
Matara,1018.0,864.0,13.657407407407407,windowed,3,2.5,12.621539031391796,21598,3852,15.135559921414538
Monaragala,1018.0,864.0,14.004629629629632,windowed,3,2.5,12.621539031391796,21598,3852,15.135559921414538
Mullaitivu,1018.0,863.0,14.484356894553882,windowed,3,2.5,12.621539031391796,21598,3852,15.135559921414538
Nuwara Eliya,1018.0,864.0,9.027777777777777,windowed,3,2.5,12.621539031391796,21598,3852,15.135559921414538
Polonnaruwa,1018.0,864.0,11.226851851851851,windowed,3,2.5,12.621539031391796,21598,3852,15.135559921414538
Puttalam,1018.0,864.0,10.069444444444445,windowed,3,2.5,12.621539031391796,21598,3852,15.135559921414538
Ratnapura,1018.0,864.0,13.310185185185187,windowed,3,2.5,12.621539031391796,21598,3852,15.135559921414538
Trincomalee,1018.0,864.0,14.351851851851851,windowed,3,2.5,12.621539031391796,21598,3852,15.135559921414538
Vavuniya,1018.0,864.0,9.027777777777777,windowed,3,2.5,12.621539031391796,21598,3852,15.135559921414538
Ampara,1018.0,909.0,15.731573157315731,harmonic,1,1.5,15.728556968710116,22723,2727,10.715127701375247
Anuradhapura,1018.0,909.0,10.671067106710671,harmonic,1,1.5,15.728556968710116,22723,2727,10.715127701375247
Badulla,1018.0,909.0,16.5016501650165,harmonic,1,1.5,15.728556968710116,22723,2727,10.715127701375247
Batticaloa,1018.0,909.0,20.792079207920793,harmonic,1,1.5,15.728556968710116,22723,2727,10.715127701375247
Colombo,1018.0,909.0,22.112211221122113,harmonic,1,1.5,15.728556968710116,22723,2727,10.715127701375247
Galle,1018.0,909.0,26.072607260726073,harmonic,1,1.5,15.728556968710116,22723,2727,10.715127701375247
Gampaha,1018.0,909.0,15.071507150715071,harmonic,1,1.5,15.728556968710116,22723,2727,10.715127701375247
Hambantota,1018.0,909.0,18.151815181518153,harmonic,1,1.5,15.728556968710116,22723,2727,10.715127701375247
Jaffna,1018.0,909.0,18.701870187018702,harmonic,1,1.5,15.728556968710116,22723,2727,10.715127701375247
Kalutara,1018.0,909.0,22.002200220022004,harmonic,1,1.5,15.728556968710116,22723,2727,10.715127701375247
Kandy,1018.0,909.0,17.27172717271727,harmonic,1,1.5,15.728556968710116,22723,2727,10.715127701375247
Kegalle,1018.0,909.0,10.011001100110011,harmonic,1,1.5,15.728556968710116,22723,2727,10.715127701375247
Kilinochchi,1018.0,908.0,18.28193832599119,harmonic,1,1.5,15.728556968710116,22723,2727,10.715127701375247
Kurunegala,1018.0,909.0,13.31133113311331,harmonic,1,1.5,15.728556968710116,22723,2727,10.715127701375247
Mannar,1018.0,909.0,9.570957095709572,harmonic,1,1.5,15.728556968710116,22723,2727,10.715127701375247
Matale,1018.0,909.0,12.761276127612762,harmonic,1,1.5,15.728556968710116,22723,2727,10.715127701375247
Matara,1018.0,909.0,18.371837183718373,harmonic,1,1.5,15.728556968710116,22723,2727,10.715127701375247
Monaragala,1018.0,909.0,14.19141914191419,harmonic,1,1.5,15.728556968710116,22723,2727,10.715127701375247
Mullaitivu,1018.0,908.0,18.06167400881057,harmonic,1,1.5,15.728556968710116,22723,2727,10.715127701375247
Nuwara Eliya,1018.0,909.0,14.74147414741474,harmonic,1,1.5,15.728556968710116,22723,2727,10.715127701375247
Polonnaruwa,1018.0,909.0,17.27172717271727,harmonic,1,1.5,15.728556968710116,22723,2727,10.715127701375247
Puttalam,1018.0,909.0,13.531353135313532,harmonic,1,1.5,15.728556968710116,22723,2727,10.715127701375247
Ratnapura,1018.0,909.0,12.651265126512651,harmonic,1,1.5,15.728556968710116,22723,2727,10.715127701375247
Trincomalee,1018.0,909.0,13.091309130913093,harmonic,1,1.5,15.728556968710116,22723,2727,10.715127701375247
Vavuniya,1018.0,909.0,4.29042904290429,harmonic,1,1.5,15.728556968710116,22723,2727,10.715127701375247
Ampara,1018.0,909.0,13.97139713971397,harmonic,1,2.0,12.2651058398979,22723,2727,10.715127701375247
Anuradhapura,1018.0,909.0,7.81078107810781,harmonic,1,2.0,12.2651058398979,22723,2727,10.715127701375247
Badulla,1018.0,909.0,13.531353135313532,harmonic,1,2.0,12.2651058398979,22723,2727,10.715127701375247
Batticaloa,1018.0,909.0,17.601760176017603,harmonic,1,2.0,12.2651058398979,22723,2727,10.715127701375247
Colombo,1018.0,909.0,17.16171617161716,harmonic,1,2.0,12.2651058398979,22723,2727,10.715127701375247
Galle,1018.0,909.0,20.68206820682068,harmonic,1,2.0,12.2651058398979,22723,2727,10.715127701375247
Gampaha,1018.0,909.0,11.441144114411442,harmonic,1,2.0,12.2651058398979,22723,2727,10.715127701375247
Hambantota,1018.0,909.0,13.421342134213422,harmonic,1,2.0,12.2651058398979,22723,2727,10.715127701375247
Jaffna,1018.0,909.0,14.521452145214523,harmonic,1,2.0,12.2651058398979,22723,2727,10.715127701375247
Kalutara,1018.0,909.0,16.611661166116612,harmonic,1,2.0,12.2651058398979,22723,2727,10.715127701375247
Kandy,1018.0,909.0,13.421342134213422,harmonic,1,2.0,12.2651058398979,22723,2727,10.715127701375247
Kegalle,1018.0,909.0,8.14081408140814,harmonic,1,2.0,12.2651058398979,22723,2727,10.715127701375247
Kilinochchi,1018.0,908.0,14.537444933920703,harmonic,1,2.0,12.2651058398979,22723,2727,10.715127701375247
Kurunegala,1018.0,909.0,9.900990099009901,harmonic,1,2.0,12.2651058398979,22723,2727,10.715127701375247
Mannar,1018.0,909.0,7.37073707370737,harmonic,1,2.0,12.2651058398979,22723,2727,10.715127701375247
Matale,1018.0,909.0,10.561056105610561,harmonic,1,2.0,12.2651058398979,22723,2727,10.715127701375247
Matara,1018.0,909.0,13.861386138613863,harmonic,1,2.0,12.2651058398979,22723,2727,10.715127701375247
Monaragala,1018.0,909.0,11.55115511551155,harmonic,1,2.0,12.2651058398979,22723,2727,10.715127701375247
Mullaitivu,1018.0,908.0,15.308370044052863,harmonic,1,2.0,12.2651058398979,22723,2727,10.715127701375247
Nuwara Eliya,1018.0,909.0,10.45104510451045,harmonic,1,2.0,12.2651058398979,22723,2727,10.715127701375247
Polonnaruwa,1018.0,909.0,12.43124312431243,harmonic,1,2.0,12.2651058398979,22723,2727,10.715127701375247
Puttalam,1018.0,909.0,9.350935093509351,harmonic,1,2.0,12.2651058398979,22723,2727,10.715127701375247
Ratnapura,1018.0,909.0,9.350935093509351,harmonic,1,2.0,12.2651058398979,22723,2727,10.715127701375247
Trincomalee,1018.0,909.0,10.011001100110011,harmonic,1,2.0,12.2651058398979,22723,2727,10.715127701375247
Vavuniya,1018.0,909.0,3.6303630363036308,harmonic,1,2.0,12.2651058398979,22723,2727,10.715127701375247
Ampara,1018.0,909.0,12.541254125412541,harmonic,1,2.5,10.033886370637681,22723,2727,10.715127701375247
Anuradhapura,1018.0,909.0,6.9306930693069315,harmonic,1,2.5,10.033886370637681,22723,2727,10.715127701375247
Badulla,1018.0,909.0,10.561056105610561,harmonic,1,2.5,10.033886370637681,22723,2727,10.715127701375247
Batticaloa,1018.0,909.0,14.3014301430143,harmonic,1,2.5,10.033886370637681,22723,2727,10.715127701375247
Colombo,1018.0,909.0,13.421342134213422,harmonic,1,2.5,10.033886370637681,22723,2727,10.715127701375247
Galle,1018.0,909.0,15.951595159515952,harmonic,1,2.5,10.033886370637681,22723,2727,10.715127701375247
Gampaha,1018.0,909.0,9.350935093509351,harmonic,1,2.5,10.033886370637681,22723,2727,10.715127701375247
Hambantota,1018.0,909.0,11.11111111111111,harmonic,1,2.5,10.033886370637681,22723,2727,10.715127701375247
Jaffna,1018.0,909.0,12.101210121012102,harmonic,1,2.5,10.033886370637681,22723,2727,10.715127701375247
Kalutara,1018.0,909.0,12.211221122112212,harmonic,1,2.5,10.033886370637681,22723,2727,10.715127701375247
Kandy,1018.0,909.0,12.32123212321232,harmonic,1,2.5,10.033886370637681,22723,2727,10.715127701375247
Kegalle,1018.0,909.0,7.2607260726072615,harmonic,1,2.5,10.033886370637681,22723,2727,10.715127701375247
Kilinochchi,1018.0,908.0,12.004405286343612,harmonic,1,2.5,10.033886370637681,22723,2727,10.715127701375247
Kurunegala,1018.0,909.0,7.04070407040704,harmonic,1,2.5,10.033886370637681,22723,2727,10.715127701375247
Mannar,1018.0,909.0,6.9306930693069315,harmonic,1,2.5,10.033886370637681,22723,2727,10.715127701375247
Matale,1018.0,909.0,9.24092409240924,harmonic,1,2.5,10.033886370637681,22723,2727,10.715127701375247
Matara,1018.0,909.0,11.221122112211221,harmonic,1,2.5,10.033886370637681,22723,2727,10.715127701375247
Monaragala,1018.0,909.0,10.231023102310232,harmonic,1,2.5,10.033886370637681,22723,2727,10.715127701375247
Mullaitivu,1018.0,908.0,12.334801762114537,harmonic,1,2.5,10.033886370637681,22723,2727,10.715127701375247
Nuwara Eliya,1018.0,909.0,8.14081408140814,harmonic,1,2.5,10.033886370637681,22723,2727,10.715127701375247
Polonnaruwa,1018.0,909.0,9.570957095709572,harmonic,1,2.5,10.033886370637681,22723,2727,10.715127701375247
Puttalam,1018.0,909.0,7.81078107810781,harmonic,1,2.5,10.033886370637681,22723,2727,10.715127701375247
Ratnapura,1018.0,909.0,7.15071507150715,harmonic,1,2.5,10.033886370637681,22723,2727,10.715127701375247
Trincomalee,1018.0,909.0,8.14081408140814,harmonic,1,2.5,10.033886370637681,22723,2727,10.715127701375247
Vavuniya,1018.0,909.0,2.9702970297029703,harmonic,1,2.5,10.033886370637681,22723,2727,10.715127701375247
Ampara,1018.0,909.0,15.951595159515952,harmonic,2,1.5,15.719755313999032,22723,2727,10.715127701375247
Anuradhapura,1018.0,909.0,10.561056105610561,harmonic,2,1.5,15.719755313999032,22723,2727,10.715127701375247
Badulla,1018.0,909.0,16.39163916391639,harmonic,2,1.5,15.719755313999032,22723,2727,10.715127701375247
Batticaloa,1018.0,909.0,20.9020902090209,harmonic,2,1.5,15.719755313999032,22723,2727,10.715127701375247
Colombo,1018.0,909.0,22.772277227722775,harmonic,2,1.5,15.719755313999032,22723,2727,10.715127701375247
Galle,1018.0,909.0,26.292629262926294,harmonic,2,1.5,15.719755313999032,22723,2727,10.715127701375247
Gampaha,1018.0,909.0,15.071507150715071,harmonic,2,1.5,15.719755313999032,22723,2727,10.715127701375247
Hambantota,1018.0,909.0,17.82178217821782,harmonic,2,1.5,15.719755313999032,22723,2727,10.715127701375247
Jaffna,1018.0,909.0,18.48184818481848,harmonic,2,1.5,15.719755313999032,22723,2727,10.715127701375247
Kalutara,1018.0,909.0,22.002200220022004,harmonic,2,1.5,15.719755313999032,22723,2727,10.715127701375247
Kandy,1018.0,909.0,16.721672167216724,harmonic,2,1.5,15.719755313999032,22723,2727,10.715127701375247
Kegalle,1018.0,909.0,9.79097909790979,harmonic,2,1.5,15.719755313999032,22723,2727,10.715127701375247
Kilinochchi,1018.0,908.0,17.841409691629956,harmonic,2,1.5,15.719755313999032,22723,2727,10.715127701375247
Kurunegala,1018.0,909.0,13.2013201320132,harmonic,2,1.5,15.719755313999032,22723,2727,10.715127701375247
Mannar,1018.0,909.0,9.460946094609461,harmonic,2,1.5,15.719755313999032,22723,2727,10.715127701375247
Matale,1018.0,909.0,12.981298129812982,harmonic,2,1.5,15.719755313999032,22723,2727,10.715127701375247
Matara,1018.0,909.0,18.701870187018702,harmonic,2,1.5,15.719755313999032,22723,2727,10.715127701375247
Monaragala,1018.0,909.0,13.97139713971397,harmonic,2,1.5,15.719755313999032,22723,2727,10.715127701375247
Mullaitivu,1018.0,908.0,17.951541850220266,harmonic,2,1.5,15.719755313999032,22723,2727,10.715127701375247
Nuwara Eliya,1018.0,909.0,15.181518151815181,harmonic,2,1.5,15.719755313999032,22723,2727,10.715127701375247
Polonnaruwa,1018.0,909.0,16.831683168316832,harmonic,2,1.5,15.719755313999032,22723,2727,10.715127701375247
Puttalam,1018.0,909.0,12.761276127612762,harmonic,2,1.5,15.719755313999032,22723,2727,10.715127701375247
Ratnapura,1018.0,909.0,13.641364136413642,harmonic,2,1.5,15.719755313999032,22723,2727,10.715127701375247
Trincomalee,1018.0,909.0,13.2013201320132,harmonic,2,1.5,15.719755313999032,22723,2727,10.715127701375247
Vavuniya,1018.0,909.0,4.51045104510451,harmonic,2,1.5,15.719755313999032,22723,2727,10.715127701375247
Ampara,1018.0,909.0,13.861386138613863,harmonic,2,2.0,12.30911411345333,22723,2727,10.715127701375247
Anuradhapura,1018.0,909.0,8.14081408140814,harmonic,2,2.0,12.30911411345333,22723,2727,10.715127701375247
Badulla,1018.0,909.0,13.421342134213422,harmonic,2,2.0,12.30911411345333,22723,2727,10.715127701375247
Batticaloa,1018.0,909.0,17.601760176017603,harmonic,2,2.0,12.30911411345333,22723,2727,10.715127701375247
Colombo,1018.0,909.0,17.71177117711771,harmonic,2,2.0,12.30911411345333,22723,2727,10.715127701375247
Galle,1018.0,909.0,20.462046204620464,harmonic,2,2.0,12.30911411345333,22723,2727,10.715127701375247
Gampaha,1018.0,909.0,12.32123212321232,harmonic,2,2.0,12.30911411345333,22723,2727,10.715127701375247
Hambantota,1018.0,909.0,13.2013201320132,harmonic,2,2.0,12.30911411345333,22723,2727,10.715127701375247
Jaffna,1018.0,909.0,14.08140814081408,harmonic,2,2.0,12.30911411345333,22723,2727,10.715127701375247
Kalutara,1018.0,909.0,16.5016501650165,harmonic,2,2.0,12.30911411345333,22723,2727,10.715127701375247
Kandy,1018.0,909.0,13.421342134213422,harmonic,2,2.0,12.30911411345333,22723,2727,10.715127701375247
Kegalle,1018.0,909.0,8.47084708470847,harmonic,2,2.0,12.30911411345333,22723,2727,10.715127701375247
Kilinochchi,1018.0,908.0,14.867841409691628,harmonic,2,2.0,12.30911411345333,22723,2727,10.715127701375247
Kurunegala,1018.0,909.0,9.460946094609461,harmonic,2,2.0,12.30911411345333,22723,2727,10.715127701375247
Mannar,1018.0,909.0,7.81078107810781,harmonic,2,2.0,12.30911411345333,22723,2727,10.715127701375247
Matale,1018.0,909.0,10.34103410341034,harmonic,2,2.0,12.30911411345333,22723,2727,10.715127701375247
Matara,1018.0,909.0,14.74147414741474,harmonic,2,2.0,12.30911411345333,22723,2727,10.715127701375247
Monaragala,1018.0,909.0,11.77117711771177,harmonic,2,2.0,12.30911411345333,22723,2727,10.715127701375247
Mullaitivu,1018.0,908.0,14.977973568281937,harmonic,2,2.0,12.30911411345333,22723,2727,10.715127701375247
Nuwara Eliya,1018.0,909.0,10.011001100110011,harmonic,2,2.0,12.30911411345333,22723,2727,10.715127701375247
Polonnaruwa,1018.0,909.0,11.991199119911991,harmonic,2,2.0,12.30911411345333,22723,2727,10.715127701375247
Puttalam,1018.0,909.0,9.570957095709572,harmonic,2,2.0,12.30911411345333,22723,2727,10.715127701375247
Ratnapura,1018.0,909.0,9.79097909790979,harmonic,2,2.0,12.30911411345333,22723,2727,10.715127701375247
Trincomalee,1018.0,909.0,9.79097909790979,harmonic,2,2.0,12.30911411345333,22723,2727,10.715127701375247
Vavuniya,1018.0,909.0,3.4103410341034106,harmonic,2,2.0,12.30911411345333,22723,2727,10.715127701375247
Ampara,1018.0,909.0,12.651265126512651,harmonic,2,2.5,10.139506227170708,22723,2727,10.715127701375247
Anuradhapura,1018.0,909.0,6.6006600660066,harmonic,2,2.5,10.139506227170708,22723,2727,10.715127701375247
Badulla,1018.0,909.0,10.671067106710671,harmonic,2,2.5,10.139506227170708,22723,2727,10.715127701375247
Batticaloa,1018.0,909.0,14.631463146314633,harmonic,2,2.5,10.139506227170708,22723,2727,10.715127701375247
Colombo,1018.0,909.0,13.421342134213422,harmonic,2,2.5,10.139506227170708,22723,2727,10.715127701375247
Galle,1018.0,909.0,15.841584158415841,harmonic,2,2.5,10.139506227170708,22723,2727,10.715127701375247
Gampaha,1018.0,909.0,9.570957095709572,harmonic,2,2.5,10.139506227170708,22723,2727,10.715127701375247
Hambantota,1018.0,909.0,11.331133113311331,harmonic,2,2.5,10.139506227170708,22723,2727,10.715127701375247
Jaffna,1018.0,909.0,12.651265126512651,harmonic,2,2.5,10.139506227170708,22723,2727,10.715127701375247
Kalutara,1018.0,909.0,12.43124312431243,harmonic,2,2.5,10.139506227170708,22723,2727,10.715127701375247
Kandy,1018.0,909.0,12.211221122112212,harmonic,2,2.5,10.139506227170708,22723,2727,10.715127701375247
Kegalle,1018.0,909.0,7.15071507150715,harmonic,2,2.5,10.139506227170708,22723,2727,10.715127701375247
Kilinochchi,1018.0,908.0,12.114537444933921,harmonic,2,2.5,10.139506227170708,22723,2727,10.715127701375247
Kurunegala,1018.0,909.0,7.37073707370737,harmonic,2,2.5,10.139506227170708,22723,2727,10.715127701375247
Mannar,1018.0,909.0,6.9306930693069315,harmonic,2,2.5,10.139506227170708,22723,2727,10.715127701375247
Matale,1018.0,909.0,9.13091309130913,harmonic,2,2.5,10.139506227170708,22723,2727,10.715127701375247
Matara,1018.0,909.0,11.881188118811881,harmonic,2,2.5,10.139506227170708,22723,2727,10.715127701375247
Monaragala,1018.0,909.0,10.121012101210122,harmonic,2,2.5,10.139506227170708,22723,2727,10.715127701375247
Mullaitivu,1018.0,908.0,12.444933920704845,harmonic,2,2.5,10.139506227170708,22723,2727,10.715127701375247
Nuwara Eliya,1018.0,909.0,8.360836083608362,harmonic,2,2.5,10.139506227170708,22723,2727,10.715127701375247
Polonnaruwa,1018.0,909.0,9.460946094609461,harmonic,2,2.5,10.139506227170708,22723,2727,10.715127701375247
Puttalam,1018.0,909.0,8.14081408140814,harmonic,2,2.5,10.139506227170708,22723,2727,10.715127701375247
Ratnapura,1018.0,909.0,7.15071507150715,harmonic,2,2.5,10.139506227170708,22723,2727,10.715127701375247
Trincomalee,1018.0,909.0,8.360836083608362,harmonic,2,2.5,10.139506227170708,22723,2727,10.715127701375247
Vavuniya,1018.0,909.0,2.8602860286028604,harmonic,2,2.5,10.139506227170708,22723,2727,10.715127701375247
