architecture,pr_auc,roc_auc,brier_score,brier_skill_score,precision_at_0.5,recall_at_0.5,f2_at_0.5,alert_precision_at_0.14,alert_recall_at_0.14,n_obs_scored
isotonic,0.4116575828696608,0.8822900390625,0.01164082328735848,0.2315237751704754,0.5,0.45,0.4591836734693877,0.3380281690140845,0.6,2600
logit_residual,0.32394759249373084,0.73328125,0.014798086688754698,0.02309505843767823,0.5714285714285714,0.1,0.11976047904191617,0.4166666666666667,0.125,2600
