District,origin_Year,origin_Week,feat__cases_lag_1,feat__cases_lag_2,feat__cases_lag_3,feat__cases_lag_4,feat__rolling_mean_cases_4w,feat__rolling_std_cases_4w,feat__rate_of_change,feat__rainfall_lag_2,feat__rainfall_lag_3,feat__rainfall_lag_4,feat__rainfall_lag_5,feat__rainfall_lag_6,feat__rainfall_lag_7,feat__rainfall_lag_8,feat__temperature_lag_1,feat__temperature_lag_2,feat__temperature_lag_3,feat__temperature_lag_4,feat__humidity_lag_1,feat__humidity_lag_2,feat__humidity_lag_3,feat__humidity_lag_4,feat__sin_week,feat__cos_week,feat__monsoon_indicator_SW,feat__monsoon_indicator_NE,feat__weeks_since_reporting_anomaly,feat__reporting_rebound_ratio_lag1,feat__suspected_backfill_week,feat__rainfall_anomaly,feat__temperature_anomaly,feat__humidity_anomaly,feat__residual_lag_1,feat__residual_lag_2,sarima_h2,actual_h2,target_Year_h2,target_Week_h2,is_imputed_h2,stage2_target_h2,final_prediction_recursive_h2,sarima_h3,actual_h3,target_Year_h3,target_Week_h3,is_imputed_h3,stage2_target_h3,final_prediction_recursive_h3,sarima_h4,actual_h4,target_Year_h4,target_Week_h4,is_imputed_h4,stage2_target_h4,final_prediction_recursive_h4
Ampara,2010,10,17.0,18.0,38.0,20.0,23.25,9.912113800799503,-1.0,0.0,17.2,3.0,69.6,11.4,26.3,18.5,26.24285714285714,26.285714285714285,25.82857142857143,25.61428571428572,75.14285714285714,77.71428571428571,81.28571428571429,79.28571428571429,0.9350162426854148,0.35460488704253557,0,0,,,0,-9.833333333333334,2.076190476190476,-4.999999999999986,-7.22338657152277,-11.579724157987854,21.016702865895603,23.0,2010,11,False,1.9832971341043972,10.5,21.016702865895603,13.0,2010,12,False,-8.016702865895603,9.4,21.016702865895603,15.0,2010,13,False,-6.016702865895603,8.8
Ampara,2010,11,14.0,17.0,18.0,38.0,21.75,10.965856099730653,-3.0,0.1,0.0,17.2,3.0,69.6,11.4,26.3,27.62857142857143,26.24285714285714,26.285714285714285,25.82857142857143,72.85714285714286,75.14285714285714,77.71428571428571,81.28571428571429,0.970941817426052,0.23931566428755804,0,0,,,0,-57.900000000000006,1.7809523809523782,-6.428571428571431,-7.016702865895603,-7.22338657152277,17.83488865044649,13.0,2010,12,False,-4.834888650446491,8.6,17.83488865044649,15.0,2010,13,False,-2.8348886504464907,8.4,17.83488865044649,7.0,2010,14,False,-10.83488865044649,8.7
Ampara,2010,12,23.0,14.0,17.0,18.0,18.0,3.741657386773935,9.0,1.2,0.1,0.0,17.2,3.0,69.6,11.4,27.385714285714283,27.62857142857143,26.24285714285714,26.285714285714285,78.0,72.85714285714286,75.14285714285714,77.71428571428571,0.992708874098054,0.120536680255323,0,0,,,0,-46.7,2.0380952380952344,-6.047619047619037,5.165111349553509,-7.016702865895603,19.78466054655532,15.0,2010,13,False,-4.784660546555319,20.1,19.78466054655532,7.0,2010,14,False,-12.784660546555319,19.6,19.78466054655532,5.0,2010,15,False,-14.784660546555319,18.7
Ampara,2010,13,13.0,23.0,14.0,17.0,16.75,4.499999999999995,-10.0,6.8,1.2,0.1,0.0,17.2,3.0,69.6,27.885714285714283,27.385714285714283,27.62857142857143,26.24285714285714,76.28571428571429,78.0,72.85714285714286,75.14285714285714,1.0,-1.6081226496766366e-16,0,0,,,0,15.266666666666666,1.480952380952381,1.0,-6.784660546555319,5.165111349553509,16.71867614380835,7.0,2010,14,False,-9.718676143808349,14.7,16.71867614380835,5.0,2010,15,False,-11.718676143808349,14.7,16.71867614380835,8.0,2010,16,False,-8.718676143808349,15.8
Ampara,2010,14,15.0,13.0,23.0,14.0,16.25,4.573474244670742,2.0,3.8,6.8,1.2,0.1,0.0,17.2,3.0,28.071428571428573,27.885714285714283,27.385714285714283,27.62857142857143,80.71428571428571,76.28571428571429,78.0,72.85714285714286,0.992708874098054,-0.12053668025532288,0,0,,,0,-3.8000000000000025,1.1857142857142868,-2.2380952380952266,-1.7186761438083487,-6.784660546555319,15.999164533335076,5.0,2010,15,False,-10.999164533335076,11.2,15.999164533335076,8.0,2010,16,False,-7.999164533335076,11.5,15.999164533335076,13.0,2010,17,False,-2.999164533335076,11.3
Ampara,2010,15,7.0,15.0,13.0,23.0,14.5,6.608075867199666,-8.0,24.4,3.8,6.8,1.2,0.1,0.0,17.2,28.071428571428573,28.071428571428573,27.885714285714283,27.385714285714283,80.28571428571429,80.71428571428571,76.28571428571429,78.0,0.9709418174260521,-0.2393156642875575,0,0,,,0,-65.2,2.685714285714287,-8.333333333333329,-8.999164533335076,-1.7186761438083487,11.482456484698034,8.0,2010,16,False,-3.4824564846980337,8.2,11.482456484698034,13.0,2010,17,False,1.5175435153019663,8.1,11.482456484698034,6.0,2010,18,False,-5.482456484698034,8.8
Ampara,2010,16,5.0,7.0,15.0,13.0,10.0,4.760952285695228,-2.0,14.6,24.4,3.8,6.8,1.2,0.1,0.0,28.4,28.071428571428573,28.071428571428573,27.885714285714283,80.42857142857143,80.28571428571429,80.71428571428571,76.28571428571429,0.9350162426854148,-0.35460488704253545,0,0,,,0,-7.300000000000001,1.4809523809523775,-3.4761904761904816,-6.482456484698034,-8.999164533335076,8.13453296599288,13.0,2010,17,False,4.8654670340071196,1.5,8.13453296599288,6.0,2010,18,False,-2.1345329659928804,1.5,8.13453296599288,3.0,2010,19,False,-5.1345329659928804,1.4
Ampara,2010,17,8.0,5.0,7.0,15.0,8.75,4.349329450233291,3.0,16.5,14.6,24.4,3.8,6.8,1.2,0.1,28.514285714285712,28.4,28.071428571428573,28.071428571428573,80.14285714285714,80.42857142857143,80.28571428571429,80.71428571428571,0.8854560256532099,-0.4647231720437685,0,0,,,0,19.033333333333335,0.24226190476190723,0.6011904761904674,-0.13453296599288045,-6.482456484698034,8.076249170809328,6.0,2010,18,False,-2.0762491708093282,6.2,8.076249170809328,3.0,2010,19,False,-5.076249170809328,7.2,8.076249170809328,0.0,2010,20,False,-8.076249170809328,7.4
Ampara,2010,18,13.0,8.0,5.0,7.0,8.25,3.403429642777015,5.0,14.0,16.5,14.6,24.4,3.8,6.8,1.2,28.057142857142857,28.514285714285712,28.4,28.071428571428573,82.14285714285714,80.14285714285714,80.42857142857143,80.28571428571429,0.8229838658936565,-0.5680647467311557,0,0,,,0,16.966666666666665,-0.0238095238095255,3.142857142857139,4.923750829190672,-0.13453296599288045,9.883472441403383,3.0,2010,19,False,-6.8834724414033825,11.5,9.883472441403383,0.0,2010,20,False,-9.883472441403383,10.7,9.883472441403383,3.0,2010,21,False,-6.8834724414033825,11.0
Ampara,2010,19,6.0,13.0,8.0,5.0,8.0,3.55902608401043,-7.0,30.8,14.0,16.5,14.6,24.4,3.8,6.8,28.071428571428573,28.057142857142857,28.514285714285712,28.4,83.14285714285714,82.14285714285714,80.14285714285714,80.42857142857143,0.7485107481711013,-0.663122658240795,0,0,,,0,7.300000000000001,-0.14761904761904887,3.80952380952381,-3.8834724414033825,4.923750829190672,8.06469895564464,0.0,2010,20,False,-8.06469895564464,8.1,8.06469895564464,3.0,2010,21,False,-5.064698955644641,8.5,8.06469895564464,4.0,2010,22,False,-4.064698955644641,8.3
Ampara,2010,20,3.0,6.0,13.0,8.0,7.5,4.203173404306158,-3.0,34.0,30.8,14.0,16.5,14.6,24.4,3.8,28.585714285714285,28.071428571428573,28.057142857142857,28.514285714285712,82.28571428571429,83.14285714285714,82.14285714285714,80.14285714285714,0.6631226582407952,-0.7485107481711012,1,0,,,0,18.466666666666665,-0.8000000000000043,6.333333333333329,-5.064698955644641,-3.8834724414033825,5.424023101097037,3.0,2010,21,False,-2.4240231010970366,2.6,5.424023101097037,4.0,2010,22,False,-1.4240231010970366,3.2,5.424023101097037,0.0,2010,23,False,-5.424023101097037,4.2
Ampara,2010,21,0.0,3.0,6.0,13.0,5.5,5.567764362830017,-3.0,17.3,34.0,30.8,14.0,16.5,14.6,24.4,28.37142857142857,28.585714285714285,28.071428571428573,28.057142857142857,81.0,82.28571428571429,83.14285714285714,82.14285714285714,0.5680647467311558,-0.8229838658936564,1,0,,,0,-0.09999999999999787,0.26666666666666927,1.238095238095255,-5.424023101097037,-5.064698955644641,1.7605915170870223,4.0,2010,22,False,2.2394084829129777,0.0,1.7605915170870223,0.0,2010,23,False,-1.7605915170870223,0.7,1.7605915170870223,2.0,2010,24,False,0.23940848291297767,1.3
Ampara,2010,22,3.0,0.0,3.0,6.0,3.0,2.4494897427831663,3.0,22.7,17.3,34.0,30.8,14.0,16.5,14.6,29.057142857142857,28.37142857142857,28.585714285714285,28.071428571428573,77.85714285714286,81.0,82.28571428571429,83.14285714285714,0.46472317204376906,-0.8854560256532096,1,0,,,0,-10.166666666666668,1.1539682539682516,-1.0555555555555713,1.2394084829129777,-5.424023101097037,2.2939952874684826,0.0,2010,23,False,-2.2939952874684826,2.7,2.2939952874684826,2.0,2010,24,False,-0.2939952874684826,3.0,2.2939952874684826,4.0,2010,25,False,1.7060047125315174,3.5
Ampara,2010,23,4.0,3.0,0.0,3.0,2.5,1.732050807568861,1.0,16.6,22.7,17.3,34.0,30.8,14.0,16.5,29.885714285714283,29.057142857142857,28.37142857142857,28.585714285714285,75.57142857142857,77.85714285714286,81.0,82.28571428571429,0.35460488704253584,-0.9350162426854147,1,0,,,0,-0.3999999999999986,0.20000000000000284,-2.3333333333333286,1.7060047125315174,1.2394084829129777,2.952723973153132,2.0,2010,24,False,-0.9527239731531321,4.4,2.952723973153132,4.0,2010,25,False,1.047276026846868,4.2,2.952723973153132,1.0,2010,26,False,-1.952723973153132,3.9
Ampara,2010,24,0.0,4.0,3.0,0.0,1.75,2.0615528128088165,-4.0,3.4000000000000004,16.6,22.7,17.3,34.0,30.8,14.0,28.914285714285715,29.885714285714283,29.057142857142857,28.37142857142857,74.28571428571429,75.57142857142857,77.85714285714286,81.0,0.23931566428755768,-0.970941817426052,1,0,,,0,27.16666666666667,-0.29523809523809774,4.38095238095238,-2.952723973153132,1.7060047125315174,1.1817449572519565,4.0,2010,25,False,2.8182550427480435,1.6,1.1817449572519565,1.0,2010,26,False,-0.1817449572519565,1.8,1.1817449572519565,3.0,2010,27,False,1.8182550427480435,2.0
