District,Year,Week,Week_Start_Date,Week_End_Date,Number_of_Cases,rain_sum (mm),precipitation_sum (mm),relative_humidity_2m_mean (%),relative_humidity_2m_max (%),relative_humidity_2m_min (%),temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),temperature_2m_mean (°C),weather_code (wmo code),Estimated_Population,Source_Type,elevation_m
Gampaha,2007,51,2007-12-15,2007-12-21,31,66.1,66.1,89.28571428571429,96.42857142857144,76.71428571428571,28.02857142857143,23.3,29.714285714285715,33.04285714285714,27.62857142857143,25.15714285714285,63.0,2195220,interpolated,19.0
Gampaha,2007,52,2007-12-22,2007-12-28,30,11.4,11.4,82.14285714285714,95.71428571428572,62.57142857142857,28.685714285714287,21.442857142857143,28.642857142857142,33.01428571428571,24.642857142857142,24.8,3.0,2195220,interpolated,19.0
Gampaha,2008,1,2007-12-29,2008-01-04,44,5.6,5.6,77.57142857142857,91.57142857142856,60.285714285714285,28.942857142857143,22.02857142857143,27.985714285714288,32.24285714285714,24.62857142857143,25.12857142857143,1.0,2217142,interpolated,19.0
Gampaha,2008,2,2008-01-05,2008-01-11,24,24.5,24.5,82.71428571428571,92.14285714285714,69.14285714285714,28.74285714285714,23.2,29.11428571428572,32.714285714285715,26.314285714285717,25.457142857142856,63.0,2217142,interpolated,19.0
Gampaha,2008,3,2008-01-12,2008-01-18,24,30.9,30.9,76.57142857142857,90.71428571428572,58.285714285714285,29.25714285714286,21.914285714285715,28.071428571428573,32.84285714285714,24.514285714285712,25.057142857142857,0.0,2217142,interpolated,19.0
Gampaha,2008,4,2008-01-19,2008-01-25,15,32.4,32.4,78.85714285714286,92.71428571428572,59.0,29.814285714285717,22.142857142857142,29.485714285714288,34.68571428571429,25.32857142857143,25.585714285714285,3.0,2217142,interpolated,19.0
Gampaha,2008,5,2008-01-26,2008-02-01,24,3.3,3.3,81.71428571428571,95.85714285714286,61.57142857142857,29.8,23.11428571428572,30.74285714285714,34.55714285714286,27.61428571428572,26.15714285714285,3.0,2217142,interpolated,19.0
Gampaha,2008,6,2008-02-02,2008-02-08,24,39.1,39.1,81.0,94.85714285714286,59.57142857142857,30.27142857142857,23.585714285714285,31.17142857142857,35.028571428571425,28.314285714285717,26.385714285714283,3.0,2217142,interpolated,19.0
Gampaha,2008,7,2008-02-09,2008-02-15,13,19.4,19.4,81.57142857142857,95.42857142857144,61.85714285714285,30.67142857142857,23.085714285714285,31.485714285714288,36.771428571428565,27.5,26.5,51.0,2217142,interpolated,19.0
Gampaha,2008,8,2008-02-16,2008-02-22,13,9.6,9.6,74.71428571428571,92.71428571428572,51.285714285714285,31.52857142857143,22.77142857142857,31.11428571428572,36.785714285714285,26.67142857142857,26.814285714285717,1.0,2217142,interpolated,19.0
Gampaha,2008,9,2008-02-23,2008-02-29,16,105.0,105.0,73.57142857142857,90.14285714285714,47.71428571428572,31.0,21.857142857142858,29.24285714285714,35.34285714285714,24.914285714285715,25.728571428571428,3.0,2217142,interpolated,19.0
Gampaha,2008,10,2008-03-01,2008-03-07,14,104.1,104.1,84.42857142857143,96.42857142857144,67.0,29.75714285714286,23.15714285714285,31.057142857142857,36.34285714285714,27.74285714285714,25.957142857142856,51.0,2217142,interpolated,19.0
Gampaha,2008,11,2008-03-08,2008-03-14,12,182.8,182.8,85.71428571428571,95.57142857142856,69.85714285714286,28.928571428571427,22.857142857142858,30.11428571428572,34.81428571428571,26.957142857142856,25.32857142857143,63.0,2217142,interpolated,19.0
Gampaha,2008,12,2008-03-15,2008-03-21,14,124.6,124.6,89.42857142857143,96.0,75.71428571428571,28.32857142857143,23.385714285714283,29.728571428571428,33.0,27.685714285714287,25.214285714285715,63.0,2217142,interpolated,19.0
Gampaha,2008,13,2008-03-22,2008-03-28,15,21.1,21.1,85.14285714285714,95.0,71.71428571428571,29.62857142857143,23.785714285714285,31.557142857142857,36.05714285714286,28.32857142857143,26.4,51.0,2217142,interpolated,19.0
Gampaha,2008,14,2008-03-29,2008-04-04,31,31.3,31.3,86.42857142857143,94.28571428571428,74.0,29.7,23.97142857142857,31.357142857142858,36.642857142857146,28.52857142857143,26.15714285714285,61.0,2217142,interpolated,19.0
Gampaha,2008,15,2008-04-05,2008-04-11,12,138.5,138.5,87.71428571428571,96.85714285714286,71.85714285714286,29.67142857142857,23.52857142857143,31.12857142857143,36.42857142857143,28.25714285714286,25.714285714285715,63.0,2217142,interpolated,19.0
Gampaha,2008,16,2008-04-12,2008-04-18,17,51.5,51.5,86.71428571428571,95.71428571428572,71.71428571428571,29.814285714285717,23.75714285714286,31.5,36.642857142857146,28.442857142857143,26.15714285714285,61.0,2217142,interpolated,19.0
Gampaha,2008,17,2008-04-19,2008-04-25,23,29.4,29.4,87.57142857142857,95.0,76.0,30.1,24.557142857142857,32.371428571428574,37.15714285714286,29.75714285714286,26.785714285714285,53.0,2217142,interpolated,19.0
Gampaha,2008,18,2008-04-26,2008-05-02,20,54.7,54.7,89.57142857142857,95.0,79.85714285714286,28.77142857142857,24.942857142857143,31.11428571428572,34.228571428571435,29.571428571428573,26.24285714285714,53.0,2217142,interpolated,19.0
Gampaha,2008,19,2008-05-03,2008-05-09,18,28.5,28.5,87.42857142857143,93.85714285714286,79.14285714285714,28.87142857142857,24.9,31.071428571428573,34.528571428571425,29.357142857142858,26.442857142857143,51.0,2217142,interpolated,19.0
Gampaha,2008,20,2008-05-10,2008-05-16,8,46.6,46.6,87.42857142857143,93.42857142857144,78.28571428571429,28.814285714285717,24.785714285714285,30.77142857142857,33.957142857142856,29.2,26.27142857142857,61.0,2217142,interpolated,19.0
Gampaha,2008,21,2008-05-17,2008-05-23,6,39.8,39.8,87.42857142857143,94.42857142857144,78.14285714285714,29.37142857142857,24.942857142857143,31.77142857142857,35.25714285714286,29.82857142857143,26.714285714285715,53.0,2217142,interpolated,19.0
Gampaha,2008,22,2008-05-24,2008-05-30,25,53.2,53.2,87.0,94.57142857142856,76.42857142857143,28.957142857142856,24.3,30.77142857142857,33.91428571428572,28.65714285714285,26.15714285714285,63.0,2217142,interpolated,19.0
Gampaha,2008,23,2008-05-31,2008-06-06,21,106.5,106.5,89.14285714285714,95.14285714285714,79.57142857142857,28.77142857142857,24.31428571428572,31.02857142857143,34.714285714285715,29.071428571428573,25.985714285714288,61.0,2217142,interpolated,19.0
Gampaha,2008,24,2008-06-07,2008-06-13,5,70.5,70.5,87.28571428571429,95.14285714285714,75.57142857142857,29.314285714285717,24.6,31.485714285714288,34.857142857142854,29.485714285714288,26.4,61.0,2217142,interpolated,19.0
Gampaha,2008,25,2008-06-14,2008-06-20,12,34.6,34.6,86.42857142857143,93.57142857142856,75.28571428571429,29.014285714285712,24.885714285714283,31.24285714285714,34.2,29.457142857142856,26.514285714285712,61.0,2217142,interpolated,19.0
Gampaha,2008,26,2008-06-21,2008-06-27,9,95.4,95.4,87.57142857142857,93.42857142857144,77.85714285714286,28.357142857142858,24.65714285714285,30.357142857142858,32.9,28.842857142857145,26.014285714285712,63.0,2217142,interpolated,19.0
Gampaha,2008,27,2008-06-28,2008-07-04,14,43.3,43.3,86.57142857142857,93.71428571428572,76.85714285714286,29.1,24.185714285714287,31.0,34.68571428571429,28.585714285714285,26.285714285714285,63.0,2217142,interpolated,19.0
Gampaha,2008,28,2008-07-05,2008-07-11,6,52.3,52.3,88.28571428571429,94.42857142857144,77.14285714285714,28.642857142857142,24.557142857142857,30.62857142857143,33.58571428571428,29.085714285714285,26.042857142857144,51.0,2217142,interpolated,19.0
Gampaha,2008,29,2008-07-12,2008-07-18,17,73.19999999999999,73.19999999999999,86.85714285714286,93.71428571428572,77.85714285714286,28.228571428571428,24.24285714285714,30.11428571428572,32.542857142857144,28.314285714285717,25.9,61.0,2217142,interpolated,19.0
Gampaha,2008,30,2008-07-19,2008-07-25,8,97.4,97.4,87.85714285714286,94.14285714285714,80.14285714285714,27.928571428571427,24.24285714285714,29.82857142857143,32.51428571428571,28.071428571428573,25.67142857142857,61.0,2217142,interpolated,19.0
Gampaha,2008,31,2008-07-26,2008-08-01,13,80.4,80.4,88.85714285714286,94.28571428571428,79.57142857142857,28.214285714285715,24.042857142857144,29.97142857142857,33.57142857142857,28.314285714285717,25.61428571428572,63.0,2217142,interpolated,19.0
Gampaha,2008,32,2008-08-02,2008-08-08,23,17.9,17.9,86.0,92.42857142857144,76.14285714285714,28.4,24.685714285714287,30.285714285714285,32.72857142857143,28.914285714285715,26.2,51.0,2217142,interpolated,19.0
Gampaha,2008,33,2008-08-09,2008-08-15,18,80.2,80.2,89.14285714285714,94.85714285714286,78.42857142857143,28.12857142857143,24.02857142857143,30.057142857142857,33.41428571428572,28.32857142857143,25.557142857142857,55.0,2217142,interpolated,19.0
Gampaha,2008,34,2008-08-16,2008-08-22,15,39.3,39.3,86.0,93.0,75.14285714285714,28.75714285714286,24.214285714285715,30.414285714285715,34.028571428571425,28.457142857142856,26.042857142857144,51.0,2217142,interpolated,19.0
Gampaha,2008,35,2008-08-23,2008-08-29,19,63.6,63.6,88.57142857142857,94.57142857142856,77.71428571428571,28.214285714285715,23.9,30.214285714285715,33.614285714285714,28.47142857142857,25.557142857142857,61.0,2217142,interpolated,19.0
Gampaha,2008,36,2008-08-30,2008-09-05,15,51.6,51.6,88.42857142857143,94.71428571428572,78.14285714285714,28.11428571428572,23.8,30.11428571428572,33.68571428571429,28.042857142857144,25.514285714285712,61.0,2217142,interpolated,19.0
Gampaha,2008,37,2008-09-06,2008-09-12,7,71.3,71.3,88.14285714285714,94.57142857142856,78.85714285714286,28.1,24.2,30.228571428571428,32.75714285714286,28.61428571428572,25.74285714285714,63.0,2217142,interpolated,19.0
Gampaha,2008,38,2008-09-13,2008-09-19,9,8.2,8.2,82.85714285714286,91.85714285714286,70.42857142857143,29.342857142857145,24.585714285714285,31.2,34.385714285714286,29.27142857142857,26.642857142857142,51.0,2217142,interpolated,19.0
Gampaha,2008,39,2008-09-20,2008-09-26,5,11.9,11.9,83.14285714285714,92.14285714285714,71.42857142857143,29.228571428571428,24.557142857142857,30.985714285714288,34.48571428571429,28.785714285714285,26.514285714285712,51.0,2217142,interpolated,19.0
Gampaha,2008,40,2008-09-27,2008-10-03,7,4.8,4.8,79.28571428571429,91.14285714285714,64.28571428571429,29.814285714285717,24.085714285714285,31.1,34.67142857142857,28.514285714285712,26.7,51.0,2217142,interpolated,19.0
Gampaha,2008,41,2008-10-04,2008-10-10,11,12.1,12.1,82.14285714285714,93.57142857142856,66.57142857142857,30.228571428571428,23.75714285714286,31.52857142857143,36.55714285714286,28.37142857142857,26.557142857142857,51.0,2217142,interpolated,19.0
Gampaha,2008,42,2008-10-11,2008-10-17,9,167.6,167.6,88.57142857142857,96.14285714285714,71.85714285714286,29.52857142857143,23.857142857142858,31.15714285714285,36.04285714285714,28.885714285714283,25.785714285714285,63.0,2217142,interpolated,19.0
Gampaha,2008,43,2008-10-18,2008-10-24,11,240.4,240.4,90.57142857142856,96.28571428571428,77.71428571428571,28.214285714285715,23.985714285714288,29.957142857142856,33.07142857142857,28.24285714285714,25.37142857142857,63.0,2217142,interpolated,19.0
Gampaha,2008,44,2008-10-25,2008-10-31,10,34.6,34.6,84.85714285714286,95.85714285714286,68.57142857142857,29.057142857142857,23.457142857142856,30.557142857142857,33.84285714285714,27.75714285714286,25.985714285714288,2.0,2217142,interpolated,19.0
Gampaha,2008,45,2008-11-01,2008-11-07,11,0.0,0.0,77.14285714285714,94.42857142857144,53.0,30.485714285714288,21.885714285714283,30.185714285714287,35.31428571428571,25.5,26.057142857142857,1.0,2217142,interpolated,19.0
Gampaha,2008,46,2008-11-08,2008-11-14,9,27.8,27.8,85.0,95.85714285714286,68.0,29.65714285714285,23.642857142857142,30.685714285714287,34.3,28.17142857142857,26.1,51.0,2217142,interpolated,19.0
Gampaha,2008,47,2008-11-15,2008-11-21,5,36.2,36.2,85.42857142857143,96.0,68.71428571428571,29.728571428571428,23.5,31.342857142857145,35.542857142857144,28.185714285714287,26.15714285714285,53.0,2217142,interpolated,19.0
Gampaha,2008,48,2008-11-22,2008-11-28,4,128.6,128.6,89.85714285714286,95.28571428571428,79.57142857142857,27.61428571428572,23.97142857142857,29.885714285714283,32.48571428571428,28.25714285714286,25.357142857142858,61.0,2217142,interpolated,19.0
Gampaha,2008,49,2008-11-29,2008-12-05,13,41.2,41.2,85.14285714285714,96.57142857142856,70.28571428571429,29.057142857142857,23.11428571428572,30.585714285714285,34.714285714285715,27.357142857142858,25.77142857142857,51.0,2217142,interpolated,19.0
Gampaha,2008,50,2008-12-06,2008-12-12,7,53.6,53.6,87.0,95.42857142857144,72.42857142857143,28.52857142857143,23.24285714285714,29.571428571428573,33.74285714285714,27.014285714285712,25.3,61.0,2217142,interpolated,19.0
Gampaha,2008,51,2008-12-13,2008-12-19,19,63.1,63.1,87.42857142857143,97.42857142857144,71.42857142857143,28.842857142857145,22.77142857142857,30.071428571428573,34.22857142857143,26.74285714285714,25.3,63.0,2217142,interpolated,19.0
Gampaha,2008,52,2008-12-20,2008-12-26,7,0.5,0.5,77.14285714285714,90.42857142857144,59.0,29.7,22.62857142857143,29.214285714285715,33.01428571428571,25.8,25.9,51.0,2217142,interpolated,19.0
Gampaha,2009,1,2008-12-27,2009-01-02,23,0.0,0.0,68.57142857142857,85.28571428571429,49.42857142857143,29.285714285714285,21.37142857142857,26.82857142857143,31.385714285714283,23.228571428571428,25.02857142857143,3.0,2239065,interpolated,19.0
Gampaha,2009,2,2009-01-03,2009-01-09,19,7.3,7.3,72.14285714285714,88.71428571428571,52.285714285714285,30.085714285714285,22.1,28.571428571428573,33.72857142857143,24.842857142857145,25.728571428571428,3.0,2239065,interpolated,19.0
Gampaha,2009,3,2009-01-10,2009-01-16,23,4.0,4.0,70.71428571428571,86.71428571428571,50.285714285714285,30.585714285714285,22.842857142857145,28.485714285714288,33.457142857142856,25.15714285714285,26.15714285714285,0.0,2239065,interpolated,19.0
Gampaha,2009,4,2009-01-17,2009-01-23,24,0.0,0.0,61.0,79.28571428571429,40.85714285714285,31.557142857142857,22.457142857142856,27.857142857142858,33.47142857142857,23.82857142857143,26.52857142857143,3.0,2239065,interpolated,19.0
Gampaha,2009,5,2009-01-24,2009-01-30,17,63.8,63.8,76.0,93.42857142857144,54.0,30.4,22.514285714285712,29.77142857142857,34.58571428571428,25.87142857142857,25.9,3.0,2239065,interpolated,19.0
Gampaha,2009,6,2009-01-31,2009-02-06,20,0.0,0.0,66.85714285714286,89.14285714285714,38.71428571428572,31.74285714285714,20.314285714285717,28.25714285714286,35.128571428571426,22.457142857142856,25.6,2.0,2239065,interpolated,19.0
Gampaha,2009,7,2009-02-07,2009-02-13,19,0.2,0.2,58.57142857142857,80.85714285714286,34.0,32.31428571428571,21.985714285714288,28.32857142857143,34.27142857142857,24.085714285714285,26.65714285714285,3.0,2239065,interpolated,19.0
Gampaha,2009,8,2009-02-14,2009-02-20,21,2.1,2.1,58.57142857142857,80.42857142857143,34.285714285714285,33.51428571428571,22.87142857142857,29.885714285714283,35.971428571428575,25.485714285714288,27.728571428571428,3.0,2239065,interpolated,19.0
Gampaha,2009,9,2009-02-21,2009-02-27,15,17.6,17.6,77.14285714285714,93.57142857142856,53.142857142857146,32.5,23.9,32.357142857142854,38.52857142857143,28.58571428571429,27.457142857142856,51.0,2239065,interpolated,19.0
Gampaha,2009,10,2009-02-28,2009-03-06,16,1.5,1.5,72.0,93.71428571428572,41.71428571428572,33.528571428571425,23.842857142857145,32.51428571428571,37.68571428571429,28.62857142857143,28.1,51.0,2239065,interpolated,19.0
Gampaha,2009,11,2009-03-07,2009-03-13,4,49.8,49.8,82.14285714285714,94.0,63.71428571428572,30.557142857142857,24.2,31.714285714285715,36.385714285714286,29.02857142857143,26.67142857142857,61.0,2239065,interpolated,19.0
Gampaha,2009,12,2009-03-14,2009-03-20,10,27.0,27.0,80.85714285714286,94.14285714285714,62.42857142857143,30.87142857142857,24.014285714285712,32.214285714285715,37.52857142857143,28.97142857142857,26.914285714285715,51.0,2239065,interpolated,19.0
Gampaha,2009,13,2009-03-21,2009-03-27,10,27.5,27.5,80.42857142857143,94.85714285714286,61.42857142857143,31.471428571428568,23.857142857142858,32.32857142857143,38.31428571428571,28.714285714285715,27.071428571428573,51.0,2239065,interpolated,19.0
Gampaha,2009,14,2009-03-28,2009-04-03,10,26.4,26.4,80.85714285714286,94.42857142857144,61.85714285714285,31.285714285714285,23.885714285714283,32.55714285714286,38.02857142857143,28.857142857142858,27.12857142857143,61.0,2239065,interpolated,19.0
Gampaha,2009,15,2009-04-04,2009-04-10,5,67.0,67.0,85.0,95.42857142857144,67.85714285714286,30.62857142857143,24.142857142857142,32.2,37.3,29.285714285714285,26.685714285714287,63.0,2239065,interpolated,19.0
Gampaha,2009,16,2009-04-11,2009-04-17,9,34.1,34.1,84.14285714285714,93.14285714285714,72.28571428571429,30.442857142857143,25.357142857142858,32.871428571428574,36.22857142857143,30.74285714285714,27.47142857142857,51.0,2239065,interpolated,19.0
Gampaha,2009,17,2009-04-18,2009-04-25,17,17.0,17.0,82.75,91.25,72.125,30.3375,25.6,32.8,36.625,30.675,27.6375,51.0,2239065,interpolated,19.0
Gampaha,2009,18,2009-04-26,2009-05-02,16,16.1,16.1,82.71428571428571,91.71428571428572,70.57142857142857,30.6,25.485714285714288,32.628571428571426,37.2,30.457142857142856,27.5,53.0,2239065,interpolated,19.0
Gampaha,2009,19,2009-05-03,2009-05-09,65,21.7,21.7,84.71428571428571,92.0,74.0,30.3,25.571428571428573,32.55714285714286,36.67142857142857,30.542857142857144,27.428571428571427,51.0,2239065,interpolated,19.0
Gampaha,2009,20,2009-05-10,2009-05-16,53,26.4,26.4,87.14285714285714,94.0,76.28571428571429,30.214285714285715,25.62857142857143,32.714285714285715,36.71428571428572,30.75714285714286,27.357142857142858,53.0,2239065,interpolated,19.0
Gampaha,2009,21,2009-05-17,2009-05-23,128,115.9,115.9,89.14285714285714,94.28571428571428,80.57142857142857,28.5,25.042857142857144,30.642857142857142,33.385714285714286,29.2,26.214285714285715,63.0,2239065,interpolated,19.0
Gampaha,2009,22,2009-05-24,2009-05-29,194,105.8,105.8,88.83333333333333,94.5,79.33333333333333,28.95,25.266666666666666,31.21666666666667,33.7,29.53333333333333,26.666666666666668,61.0,2239065,interpolated,19.0
Gampaha,2009,23,2009-05-30,2009-06-05,120,44.7,44.7,89.28571428571429,95.28571428571428,79.42857142857143,28.9,25.085714285714285,31.228571428571428,34.2,29.685714285714287,26.542857142857144,51.0,2239065,interpolated,19.0
Gampaha,2009,24,2009-06-06,2009-06-12,165,45.0,45.0,88.14285714285714,94.57142857142856,77.57142857142857,28.67142857142857,24.928571428571427,30.714285714285715,33.4,29.085714285714285,26.342857142857145,53.0,2239065,interpolated,19.0
Gampaha,2009,25,2009-06-13,2009-06-19,142,61.3,61.3,88.14285714285714,94.42857142857144,78.28571428571429,28.74285714285714,24.6,30.7,33.885714285714286,28.814285714285717,26.228571428571428,61.0,2239065,interpolated,19.0
Gampaha,2009,26,2009-06-20,2009-06-26,158,92.1,92.1,88.57142857142857,95.42857142857144,79.0,28.642857142857142,24.557142857142857,30.585714285714285,33.48571428571429,28.985714285714288,26.1,61.0,2239065,interpolated,19.0
Gampaha,2009,27,2009-06-27,2009-07-03,170,114.9,114.9,89.42857142857143,95.28571428571428,78.14285714285714,27.928571428571427,24.142857142857142,29.914285714285715,32.55714285714286,28.557142857142857,25.557142857142857,63.0,2239065,interpolated,19.0
Gampaha,2009,28,2009-07-04,2009-07-10,134,48.9,48.9,86.42857142857143,94.0,76.14285714285714,28.957142857142856,24.5,31.142857142857142,34.8,29.2,26.314285714285717,61.0,2239065,interpolated,19.0
Gampaha,2009,29,2009-07-11,2009-07-17,147,58.7,58.7,88.42857142857143,94.28571428571428,78.71428571428571,28.642857142857142,24.65714285714285,30.75714285714286,33.92857142857143,29.071428571428573,26.12857142857143,51.0,2239065,interpolated,19.0
Gampaha,2009,30,2009-07-18,2009-07-24,71,12.8,12.8,85.28571428571429,93.0,74.71428571428571,29.17142857142857,24.514285714285712,31.542857142857144,34.84285714285714,29.428571428571427,26.7,51.0,2239065,interpolated,19.0
Gampaha,2009,31,2009-07-25,2009-07-31,110,31.0,31.0,87.28571428571429,94.0,77.71428571428571,28.65714285714285,24.52857142857143,30.857142857142858,33.92857142857143,29.057142857142857,26.25714285714286,51.0,2239065,interpolated,19.0
Gampaha,2009,32,2009-08-01,2009-08-07,113,47.8,47.8,88.28571428571429,94.42857142857144,78.14285714285714,28.571428571428573,24.685714285714287,30.885714285714283,33.628571428571426,29.414285714285715,26.2,61.0,2239065,interpolated,19.0
Gampaha,2009,33,2009-08-08,2009-08-14,86,35.0,35.0,88.14285714285714,93.14285714285714,80.57142857142857,28.62857142857143,24.814285714285717,30.957142857142856,34.24285714285714,29.357142857142858,26.285714285714285,53.0,2239065,interpolated,19.0
Gampaha,2009,34,2009-08-15,2009-08-21,88,75.3,75.3,88.85714285714286,94.28571428571428,78.85714285714286,28.3,24.214285714285715,30.314285714285717,33.6,28.65714285714285,25.65714285714285,63.0,2239065,interpolated,19.0
Gampaha,2009,35,2009-08-22,2009-08-28,76,76.1,76.1,88.28571428571429,95.14285714285714,78.42857142857143,28.61428571428572,24.042857142857144,30.02857142857143,33.9,28.1,25.74285714285714,61.0,2239065,interpolated,19.0
Gampaha,2009,36,2009-08-29,2009-09-04,59,87.7,87.7,89.57142857142857,95.57142857142856,80.0,27.928571428571427,24.25714285714286,30.057142857142857,32.58571428571428,28.74285714285714,25.685714285714287,63.0,2239065,interpolated,19.0
Gampaha,2009,37,2009-09-05,2009-09-11,64,60.7,60.7,87.14285714285714,93.85714285714286,76.85714285714286,28.814285714285717,24.542857142857144,30.514285714285712,33.77142857142857,28.7,26.228571428571428,51.0,2239065,interpolated,19.0
Gampaha,2009,38,2009-09-12,2009-09-18,36,39.5,39.5,86.85714285714286,94.71428571428572,75.14285714285714,29.057142857142857,24.557142857142857,31.32857142857143,34.457142857142856,29.571428571428573,26.428571428571427,51.0,2239065,interpolated,19.0
Gampaha,2009,39,2009-09-19,2009-09-25,29,53.1,53.1,87.14285714285714,94.85714285714286,76.71428571428571,28.942857142857143,24.17142857142857,30.885714285714283,34.6,28.785714285714285,26.12857142857143,53.0,2239065,interpolated,19.0
Gampaha,2009,40,2009-09-26,2009-10-02,41,106.3,106.3,88.14285714285714,93.71428571428572,79.0,28.185714285714287,24.728571428571428,29.928571428571427,32.32857142857143,28.357142857142858,26.057142857142857,63.0,2239065,interpolated,19.0
Gampaha,2009,41,2009-10-03,2009-10-09,69,15.7,15.7,85.57142857142857,93.42857142857144,73.57142857142857,29.15714285714285,24.571428571428573,31.042857142857144,34.22857142857143,29.17142857142857,26.428571428571427,51.0,2239065,interpolated,19.0
Gampaha,2009,42,2009-10-10,2009-10-16,54,26.2,26.2,84.14285714285714,94.42857142857144,70.71428571428571,29.52857142857143,24.0,31.457142857142856,35.74285714285714,28.75714285714286,26.32857142857143,53.0,2239065,interpolated,19.0
Gampaha,2009,43,2009-10-17,2009-10-23,50,7.9,7.9,82.28571428571429,95.57142857142856,64.28571428571429,30.4,23.428571428571427,31.87142857142857,36.85714285714285,28.12857142857143,26.685714285714287,51.0,2239065,interpolated,19.0
Gampaha,2009,44,2009-10-24,2009-10-30,41,62.6,62.6,83.0,94.57142857142856,65.57142857142857,30.428571428571427,24.0,31.957142857142856,37.04285714285714,28.814285714285717,26.67142857142857,51.0,2239065,interpolated,19.0
Gampaha,2009,45,2009-10-31,2009-11-06,36,107.6,107.6,88.28571428571429,96.0,73.71428571428571,29.15714285714285,24.17142857142857,31.37142857142857,34.81428571428571,29.042857142857144,26.057142857142857,63.0,2239065,interpolated,19.0
Gampaha,2009,46,2009-11-07,2009-11-13,56,82.5,82.5,89.28571428571429,96.0,77.0,28.985714285714288,24.057142857142857,30.957142857142856,34.971428571428575,28.67142857142857,25.914285714285715,63.0,2239065,interpolated,19.0
Gampaha,2009,47,2009-11-14,2009-11-20,90,113.8,113.8,89.85714285714286,97.0,77.57142857142857,28.214285714285715,23.77142857142857,30.428571428571427,33.9,28.514285714285712,25.3,61.0,2239065,interpolated,19.0
Gampaha,2009,48,2009-11-21,2009-11-27,34,58.7,58.7,85.42857142857143,96.71428571428572,66.71428571428571,29.642857142857142,22.785714285714285,30.5,35.214285714285715,27.228571428571428,25.61428571428572,63.0,2239065,interpolated,19.0
Gampaha,2009,49,2009-11-28,2009-12-04,42,43.1,43.1,86.14285714285714,96.57142857142856,70.28571428571429,29.4,23.2,30.97142857142857,35.5,27.814285714285717,25.842857142857145,63.0,2239065,interpolated,19.0
Gampaha,2009,50,2009-12-05,2009-12-11,60,23.2,23.2,83.28571428571429,92.0,69.14285714285714,28.942857142857143,23.885714285714283,29.385714285714283,32.58571428571428,27.3,25.842857142857145,3.0,2239065,interpolated,19.0
Gampaha,2009,51,2009-12-12,2009-12-18,34,44.0,44.0,88.28571428571429,96.85714285714286,74.71428571428571,28.557142857142857,23.5,30.385714285714283,33.75714285714286,27.814285714285717,25.585714285714285,63.0,2239065,interpolated,19.0
Gampaha,2009,52,2009-12-19,2009-12-25,38,128.2,128.2,87.0,95.28571428571428,71.14285714285714,29.442857142857143,23.928571428571427,30.714285714285715,34.91428571428572,28.11428571428572,25.87142857142857,65.0,2239065,interpolated,19.0
Gampaha,2009,53,2009-12-26,2010-01-01,108,94.2,94.2,84.85714285714286,95.42857142857144,67.28571428571429,29.314285714285717,22.87142857142857,29.67142857142857,34.8,26.728571428571428,25.37142857142857,63.0,2239065,interpolated,19.0
Gampaha,2010,1,2010-01-02,2010-01-08,153,1.1,1.1,75.14285714285714,88.0,59.42857142857143,28.957142857142856,22.285714285714285,27.7,31.928571428571427,24.542857142857144,25.32857142857143,3.0,2260988,interpolated,19.0
Gampaha,2010,2,2010-01-09,2010-01-15,152,11.0,11.0,83.14285714285714,96.42857142857144,64.85714285714286,29.885714285714283,23.214285714285715,31.12857142857143,35.75714285714286,27.75714285714286,26.12857142857143,53.0,2260988,interpolated,19.0
Gampaha,2010,3,2010-01-16,2010-01-22,53,1.3,1.3,72.42857142857143,86.85714285714286,54.85714285714285,30.47142857142857,23.17142857142857,29.02857142857143,33.57142857142857,25.65714285714285,26.357142857142858,51.0,2260988,interpolated,19.0
Gampaha,2010,4,2010-01-23,2010-01-29,71,0.0,0.0,66.14285714285714,84.42857142857143,44.0,31.985714285714284,23.342857142857145,29.914285714285715,35.01428571428571,26.057142857142857,27.24285714285714,3.0,2260988,interpolated,19.0
Gampaha,2010,5,2010-01-30,2010-02-05,89,29.3,29.3,71.57142857142857,85.0,53.71428571428572,31.2,23.571428571428573,29.62857142857143,34.728571428571435,26.071428571428573,26.8,3.0,2260988,interpolated,19.0
Gampaha,2010,6,2010-02-06,2010-02-12,181,1.9,1.9,67.28571428571429,81.71428571428571,48.285714285714285,31.428571428571427,23.97142857142857,30.014285714285712,34.41428571428572,26.47142857142857,27.27142857142857,3.0,2260988,interpolated,19.0
Gampaha,2010,7,2010-02-13,2010-02-19,86,29.5,29.5,74.14285714285714,93.85714285714286,47.285714285714285,33.24285714285714,24.15714285714285,32.628571428571426,38.142857142857146,28.885714285714283,27.9,3.0,2260988,interpolated,19.0
Gampaha,2010,8,2010-02-20,2010-02-26,118,5.0,5.0,71.28571428571429,91.71428571428572,42.42857142857143,33.885714285714286,24.814285714285717,33.05714285714286,38.51428571428572,29.785714285714285,28.52857142857143,3.0,2260988,interpolated,19.0
