District,Year,Week,Number_of_Cases,KDE_baseline
Ampara,2018,24,28,9.924634707120194e-09
Ampara,2018,25,15,8.039710820403622e-09
Ampara,2018,26,20,9.421901504966425e-09
Ampara,2018,27,69,1.310627384212896e-08
Ampara,2018,28,52,9.347809221414145e-09
Ampara,2018,29,36,8.02440830391069e-09
Ampara,2018,30,23,6.02949864743998e-09
Ampara,2018,31,29,6.3492365102668115e-09
Ampara,2018,32,25,4.462322045153548e-09
Ampara,2018,33,8,3.4287463531925613e-09
Ampara,2018,34,19,3.207846771573002e-09
Ampara,2018,35,16,2.719633164891438e-09
Ampara,2018,36,11,2.818238042759671e-09
Ampara,2018,37,13,2.679132858010996e-09
Ampara,2018,38,9,1.8574560261044911e-09
Ampara,2018,39,10,2.426193175171876e-09
Ampara,2018,40,15,2.910144921390484e-09
Ampara,2018,41,11,2.30037012602615e-09
Ampara,2018,42,8,3.09627375024137e-09
Ampara,2018,43,7,2.856539009950521e-09
Ampara,2018,44,15,2.672004521665908e-09
Ampara,2018,45,15,3.495148758059356e-09
Ampara,2018,46,18,4.5034041820707706e-09
Ampara,2018,47,12,4.99113340667876e-09
Ampara,2018,48,42,7.24279299231727e-09
Ampara,2018,49,24,5.414022187855845e-09
Ampara,2018,50,35,7.714286033603124e-09
Ampara,2018,51,40,6.782282602718874e-09
Ampara,2018,52,22,4.979020038688405e-09
Ampara,2019,1,33,6.586331986285474e-09
Ampara,2019,2,36,6.937660655524305e-09
Ampara,2019,3,42,6.485299403302484e-09
Ampara,2019,4,21,4.707094267017993e-09
Ampara,2019,5,30,5.166439703481468e-09
Ampara,2019,6,25,4.8565146182236525e-09
Ampara,2019,7,34,5.8196592938586736e-09
Ampara,2019,8,23,6.120290039696057e-09
Ampara,2019,9,30,5.338352119920287e-09
Ampara,2019,10,17,4.27599598770126e-09
Ampara,2019,11,26,5.692283448171306e-09
Ampara,2019,12,23,4.365813122363944e-09
Ampara,2019,13,53,6.125130697146385e-09
Ampara,2019,14,25,4.807100060159474e-09
Ampara,2019,15,20,3.356561315859476e-09
Ampara,2019,16,12,2.4213766479385327e-09
Ampara,2019,17,14,3.605180940806819e-09
Ampara,2019,18,18,3.0782179236977033e-09
Ampara,2019,19,9,2.193807710708288e-09
Ampara,2019,20,20,2.9987210603629126e-09
Ampara,2019,21,19,2.515766997844131e-09
Ampara,2019,22,9,2.7577009409740074e-09
Ampara,2019,23,3,2.1449841764723458e-09
Ampara,2019,24,20,3.0025009395272117e-09
Ampara,2019,25,7,2.816007327500443e-09
Ampara,2019,26,19,3.538130431924852e-09
Ampara,2019,27,4,1.6641234361845064e-09
Ampara,2019,28,14,3.4072668349749873e-09
Ampara,2019,29,11,3.1127260562242424e-09
Ampara,2019,30,18,3.5365325885306395e-09
Ampara,2019,31,9,2.969205270944331e-09
Ampara,2019,32,19,3.043533085932772e-09
Ampara,2019,33,11,2.7548430480578578e-09
Ampara,2019,34,8,2.616032211910641e-09
Ampara,2019,35,17,2.7960899213110627e-09
Ampara,2019,36,17,3.092039057114003e-09
Ampara,2019,37,11,2.33400343271936e-09
Ampara,2019,38,11,2.4099846127221712e-09
Ampara,2019,39,3,2.0488176668477496e-09
Ampara,2019,40,15,3.538101958107213e-09
Ampara,2019,41,22,4.774958115928971e-09
Ampara,2019,42,19,5.0801649499497615e-09
Ampara,2019,43,20,6.184982322906869e-09
Ampara,2019,44,40,8.513665162688073e-09
Ampara,2019,45,49,1.0762901850730254e-08
Ampara,2019,46,47,1.0752452687043072e-08
Ampara,2019,47,103,1.6978635891764514e-08
Ampara,2019,48,107,1.8996666033045492e-08
Ampara,2019,49,69,1.6798747096240965e-08
Ampara,2019,50,82,1.6924308892109756e-08
Ampara,2019,51,150,2.483187579279025e-08
Ampara,2019,52,111,2.2929971240253353e-08
Ampara,2019,53,140,2.6760937174925863e-08
Ampara,2020,2,161,3.24375284896676e-08
Ampara,2020,3,158,3.098756121918959e-08
Ampara,2020,4,206,3.045214817742276e-08
Ampara,2020,5,127,2.2769504861225966e-08
Ampara,2020,6,116,2.045527142276627e-08
Ampara,2020,7,85,1.7955065489734206e-08
Ampara,2020,8,69,1.3887237626393472e-08
Ampara,2020,9,46,1.0212743036199198e-08
Ampara,2020,10,37,9.000499164946325e-09
Ampara,2020,11,25,5.241610888507955e-09
Ampara,2020,12,16,3.200382372373591e-09
Ampara,2020,13,0,1.2729269279635895e-09
Ampara,2020,14,5,1.7418367751674293e-09
Ampara,2020,15,11,2.0363162855284213e-09
Ampara,2020,16,7,1.8058114464142031e-09
Ampara,2020,17,10,1.7385314304544726e-09
Ampara,2020,18,5,1.6913847414292864e-09
Ampara,2020,19,6,1.2514604523316646e-09
Ampara,2020,20,3,9.801752586221518e-10
Ampara,2020,21,2,1.1465894824027974e-09
Ampara,2020,22,1,8.770840571066068e-10
Ampara,2020,23,2,9.286964082685755e-10
Ampara,2020,24,6,1.3460471161310384e-09
Ampara,2020,25,15,2.922683679550415e-09
Ampara,2020,26,4,1.4840376454974113e-09
Ampara,2020,27,5,1.472934130416981e-09
Ampara,2020,28,3,1.0984584422316066e-09
Ampara,2020,29,1,1.2177781949230534e-09
Ampara,2020,30,2,9.929550534232213e-10
Ampara,2020,31,7,1.535057245345989e-09
Ampara,2020,32,5,8.475529111472677e-10
Ampara,2020,33,7,1.4195432718974896e-09
Ampara,2020,34,5,9.936157059199919e-10
Ampara,2020,35,8,1.2893444810298117e-09
Ampara,2020,36,7,1.3786369094281626e-09
Ampara,2020,37,10,1.3814231186070334e-09
Ampara,2020,38,11,1.416915632912348e-09
Ampara,2020,39,15,2.0714387658990376e-09
Ampara,2020,40,5,1.3016787814661912e-09
Ampara,2020,41,14,3.2413714289613216e-09
Ampara,2020,42,6,4.0269284919797095e-09
Ampara,2020,43,6,4.0104816005858735e-09
Ampara,2020,44,2,2.5980816013126507e-09
Ampara,2020,45,5,3.5250573796078785e-09
Ampara,2020,46,3,2.803401497253347e-09
Ampara,2020,47,3,2.7195574033240493e-09
Ampara,2020,48,3,6.623777840902542e-09
Ampara,2020,49,3,7.208707362442696e-09
Ampara,2020,50,5,9.845445974184479e-09
Ampara,2020,51,0,1.2857723807014574e-08
Ampara,2020,52,4,1.479895338914818e-08
Ampara,2021,1,1430,1.4995226457190733e-07
Ampara,2021,2,9,1.4507070661903676e-08
Ampara,2021,3,8,9.661843573214964e-09
Ampara,2021,4,9,1.3684432432928875e-08
Ampara,2021,5,10,1.30382522118476e-08
Ampara,2021,6,5,1.4612585103329045e-08
Ampara,2021,7,15,1.767458074476671e-08
Ampara,2021,8,12,1.3588830989082739e-08
Ampara,2021,9,13,9.152416141960925e-09
Ampara,2021,10,11,9.793254398841115e-09
Ampara,2021,11,23,6.843142785458262e-09
Ampara,2021,12,15,5.378906561543482e-09
Ampara,2021,13,20,6.1044706841395446e-09
Ampara,2021,14,9,3.364119823093298e-09
Ampara,2021,15,10,3.2457621177209455e-09
Ampara,2021,16,20,4.792629986769771e-09
Ampara,2021,17,25,6.011042964746958e-09
Ampara,2021,18,11,4.049053016168261e-09
Ampara,2021,19,12,2.5540769243646655e-09
Ampara,2021,20,9,2.3426231190537403e-09
Ampara,2021,21,10,1.7046590341795253e-09
Ampara,2021,22,9,1.7005673913995842e-09
Ampara,2021,23,2,1.1713841376218388e-09
Ampara,2021,24,5,1.1220139600707022e-09
Ampara,2021,25,6,1.4104804457242366e-09
Ampara,2021,26,6,1.6579911140679038e-09
Ampara,2021,27,3,9.43788799856208e-10
Ampara,2021,28,3,1.2327120428345504e-09
Ampara,2021,29,1,7.046925168746694e-10
Ampara,2021,30,3,4.374552921352527e-10
Ampara,2021,31,1,8.12055424748035e-10
Ampara,2021,32,3,5.103598406630803e-10
Ampara,2021,33,0,1.8244004092072863e-10
Ampara,2021,34,1,7.44676389811234e-10
Ampara,2021,35,2,2.567045573650711e-10
Ampara,2021,36,0,9.272396018657492e-11
Ampara,2021,37,1,2.832926103656241e-10
Ampara,2021,38,0,8.652185513289133e-11
Ampara,2021,39,2,3.498887365467601e-10
Ampara,2021,40,3,8.460716858623814e-10
Ampara,2021,41,2,8.714481636278849e-10
Ampara,2021,43,0,9.56986217818477e-10
Ampara,2021,44,6,1.3423997402313615e-09
Ampara,2021,45,1,9.447075094865235e-10
Ampara,2021,46,4,1.295530533991627e-09
Ampara,2021,47,8,1.9543074108585935e-09
Ampara,2021,48,6,2.1591630603916946e-09
Ampara,2021,49,13,2.4281740931057453e-09
Ampara,2021,50,18,3.7478704470194755e-09
Ampara,2021,51,11,3.949903488721413e-09
Ampara,2021,52,11,3.949903488721413e-09
Ampara,2021,53,12,4.02870668459814e-09
Ampara,2022,1,19,4.932331225497829e-09
Ampara,2022,2,15,3.700306620390211e-09
Ampara,2022,3,19,4.6160819263952525e-09
Ampara,2022,4,12,2.978870452164365e-09
Ampara,2022,5,15,3.3104790717068034e-09
Ampara,2022,6,15,2.7829061727190365e-09
Ampara,2022,7,13,2.8118565545023002e-09
Ampara,2022,8,23,2.8243677559070688e-09
Ampara,2022,9,30,3.630481801882925e-09
Ampara,2022,10,18,3.0102941865117585e-09
Ampara,2022,11,17,3.0960633238494885e-09
Ampara,2022,12,21,4.30128727718947e-09
Ampara,2022,13,25,4.179272614806028e-09
Ampara,2022,14,30,5.327211374137673e-09
Ampara,2022,15,19,3.938724264300197e-09
Ampara,2022,16,43,6.312403923565047e-09
Ampara,2022,17,42,6.058570862812382e-09
Ampara,2022,18,25,5.234800023529098e-09
Ampara,2022,19,31,6.363764222481983e-09
Ampara,2022,20,40,7.245175469695191e-09
Ampara,2022,21,24,4.9101394638887e-09
Ampara,2022,22,24,4.958223410374911e-09
Ampara,2022,23,41,5.909532828494081e-09
Ampara,2022,24,45,6.2499869575831895e-09
Ampara,2022,25,39,6.427434356009735e-09
Ampara,2022,26,19,4.3019719773354725e-09
Ampara,2022,27,18,4.318001726496892e-09
Ampara,2022,28,31,4.972854724538147e-09
Ampara,2022,29,40,5.339445237782177e-09
Ampara,2022,30,32,4.152646110409777e-09
Ampara,2022,31,36,4.307232039082447e-09
Ampara,2022,32,22,2.7890694524629265e-09
Ampara,2022,33,38,5.034157918457625e-09
Ampara,2022,34,35,4.130824971668173e-09
Ampara,2022,35,24,2.4146097007378535e-09
Ampara,2022,36,25,2.611682064183977e-09
Ampara,2022,37,0,6.880986899362575e-16
Ampara,2022,38,23,3.1277040334854564e-09
Ampara,2022,39,23,2.986056187191066e-09
Ampara,2022,40,31,3.515072131681905e-09
Ampara,2022,41,33,4.49070431578149e-09
Ampara,2022,42,29,3.9052271868435465e-09
Ampara,2022,44,13,3.0986105161800205e-09
Ampara,2022,45,27,3.904729564562572e-09
Ampara,2022,46,43,5.2163776440623964e-09
Ampara,2022,47,52,5.8913530363841915e-09
Ampara,2022,48,64,6.465393307913189e-09
Ampara,2022,49,14,2.7678351095310214e-09
Ampara,2022,50,17,2.838721054983073e-09
Ampara,2022,51,23,3.4171866771835587e-09
Ampara,2022,52,20,3.5631542222728543e-09
Ampara,2023,1,92,1.0294518494495671e-08
Ampara,2023,2,180,1.6971575839898536e-08
Ampara,2023,3,146,1.463301947095907e-08
Ampara,2023,4,109,1.1664500646250874e-08
Ampara,2023,5,61,8.09490237473845e-09
Ampara,2023,6,96,1.1946948383891835e-08
Ampara,2023,7,55,7.774430287451595e-09
Ampara,2023,8,42,7.079378111114989e-09
Ampara,2023,9,58,8.234291137252907e-09
Ampara,2023,10,33,6.778946118216127e-09
Ampara,2023,11,31,5.896585355359578e-09
Ampara,2023,12,26,7.294855197232289e-09
Ampara,2023,13,41,7.837761294735065e-09
Ampara,2023,14,47,9.506959251421897e-09
Ampara,2023,15,16,8.787431924473179e-09
Ampara,2023,16,71,1.3769241861035919e-08
Ampara,2023,17,36,9.368344870556745e-09
Ampara,2023,18,35,9.366988883624752e-09
Ampara,2023,19,51,1.0926810306004542e-08
Ampara,2023,20,26,6.8067160423895585e-09
Ampara,2023,21,32,7.791403060790375e-09
Ampara,2023,22,23,7.3832922278219076e-09
Ampara,2023,23,29,8.029523330858727e-09
Ampara,2023,24,32,9.261085007438776e-09
Ampara,2023,25,22,6.767761308541989e-09
Ampara,2023,26,16,5.3669329299312545e-09
Ampara,2023,27,19,6.328849084911315e-09
Ampara,2023,28,20,6.171754623624944e-09
Ampara,2023,29,24,5.299450556541098e-09
Ampara,2023,30,24,4.418884788124924e-09
Ampara,2023,31,15,3.6650325441571887e-09
Ampara,2023,32,20,3.973087838891926e-09
Ampara,2023,33,26,4.361158991124443e-09
Ampara,2023,34,15,3.8762261279113515e-09
Ampara,2023,35,8,2.8325705552831724e-09
Ampara,2023,36,8,2.577214824787911e-09
Ampara,2023,37,6,1.7220768431776777e-09
Ampara,2023,38,9,1.9602035940224924e-09
Ampara,2023,39,14,2.093358034525264e-09
Ampara,2023,40,11,2.3462183627473856e-09
Ampara,2023,41,6,1.8445702373015745e-09
Ampara,2023,42,40,5.010127979834823e-09
Ampara,2023,43,54,6.875911185565007e-09
Ampara,2023,44,70,8.96758179841392e-09
Ampara,2023,45,21,2.6002559496496206e-09
Ampara,2023,46,6,1.7381601623506643e-09
Ampara,2023,47,4,2.3145111699207356e-09
Ampara,2023,48,22,6.413509333889099e-09
Ampara,2023,49,32,1.1771962548461606e-08
Ampara,2023,50,40,1.2057546711298394e-08
Ampara,2023,51,115,2.089360064950538e-08
Ampara,2023,52,39,1.1960693922530405e-08
Ampara,2024,1,78,1.7015047596256878e-08
Ampara,2024,2,45,1.2540154531030415e-08
Ampara,2024,3,101,1.8227605826562863e-08
Ampara,2024,4,71,1.3071081451620158e-08
Ampara,2024,5,56,9.861070511163339e-09
Ampara,2024,6,80,1.2316249899778244e-08
Ampara,2024,7,75,1.0331522340249622e-08
Ampara,2024,8,25,7.147562898293013e-09
Ampara,2024,9,28,6.083103178112078e-09
Ampara,2024,10,36,7.301928353884502e-09
Ampara,2024,11,35,6.729616174476548e-09
Ampara,2024,12,25,4.217241485163606e-09
Ampara,2024,13,12,2.9875841691442795e-09
Ampara,2024,14,15,2.542580835635596e-09
Ampara,2024,15,8,2.2574037296516543e-09
Ampara,2024,16,8,1.9242510717428272e-09
Ampara,2024,17,12,2.2216195487353334e-09
Ampara,2024,18,12,2.385335855785417e-09
Ampara,2024,19,7,2.2804615411268438e-09
Ampara,2024,20,4,1.8871888194320765e-09
Ampara,2024,21,3,1.5717539087435386e-09
Ampara,2024,22,14,2.5288143875853357e-09
Ampara,2024,23,11,2.5860257966405523e-09
Ampara,2024,24,13,2.720915407796753e-09
Ampara,2024,25,8,2.2552226944706107e-09
Ampara,2024,26,23,3.5722132889737757e-09
Ampara,2024,27,11,2.4691137067446995e-09
Ampara,2024,28,18,3.4506964889530796e-09
Ampara,2024,29,12,2.401717500462572e-09
Ampara,2024,30,8,2.2935850509744814e-09
Ampara,2024,31,20,3.746373298388337e-09
Ampara,2024,32,12,2.822022357607608e-09
Ampara,2024,33,16,3.200452988216277e-09
Ampara,2024,34,38,4.940625176165967e-09
Ampara,2024,35,17,3.936673596418998e-09
Ampara,2024,36,9,2.460550472464944e-09
Ampara,2024,37,24,3.1723139880579474e-09
Ampara,2024,38,5,2.14130240353192e-09
Ampara,2024,39,7,2.358380783985026e-09
Ampara,2024,40,4,1.8871427873587312e-09
Ampara,2024,41,7,2.595783635000933e-09
Ampara,2024,42,6,2.7539773636827453e-09
Ampara,2024,43,6,2.192514924595576e-09
Ampara,2024,44,1,1.6072328809543229e-09
Ampara,2024,45,14,2.7966075625983577e-09
Ampara,2024,46,6,1.88567216803353e-09
Ampara,2024,47,9,3.430614029112108e-09
Ampara,2024,48,5,2.644566497593171e-09
Ampara,2024,49,5,2.8755014011561527e-09
Ampara,2024,50,10,3.589733037590728e-09
Ampara,2024,51,6,3.242791207035485e-09
Ampara,2024,52,15,4.615190330520441e-09
Ampara,2025,1,58,9.140038887466596e-09
Ampara,2025,2,20,5.909887340519652e-09
Ampara,2025,3,27,7.018980730494706e-09
Ampara,2025,4,16,6.016359913407456e-09
Ampara,2025,5,13,5.1092047652504125e-09
Ampara,2025,6,17,5.160235367310478e-09
Ampara,2025,7,17,5.160235367310478e-09
Ampara,2025,8,15,6.276665536224132e-09
Ampara,2025,9,11,4.641162391074378e-09
Ampara,2025,10,16,5.121983945217008e-09
Ampara,2025,11,11,3.7098136952320242e-09
Ampara,2025,12,9,3.3261996783117407e-09
Ampara,2025,13,12,3.5207558894767547e-09
Ampara,2025,14,15,4.467041009474775e-09
Ampara,2025,15,22,6.851263963078618e-09
Ampara,2025,16,13,5.6055786187162025e-09
Ampara,2025,17,15,7.087711194918602e-09
Ampara,2025,18,24,7.59962493555851e-09
Ampara,2025,19,17,5.225302885667333e-09
Ampara,2025,20,16,5.306976368328594e-09
Ampara,2025,21,14,5.05544606416742e-09
Ampara,2025,22,14,5.389071830244462e-09
Ampara,2025,23,28,7.034035794183169e-09
Ampara,2025,24,11,3.953348491253257e-09
Ampara,2025,25,12,4.725901076992069e-09
Ampara,2025,26,12,3.278174733285727e-09
Ampara,2025,27,22,3.774752266193078e-09
Ampara,2025,28,16,2.9465084403922913e-09
Ampara,2025,29,17,3.933472069881884e-09
Ampara,2025,30,8,2.207363295425521e-09
Ampara,2025,31,11,2.259513547274781e-09
Ampara,2025,32,3,1.622870884635565e-09
Ampara,2025,33,6,1.6394811307308894e-09
Ampara,2025,34,7,1.489171028840721e-09
Ampara,2025,35,7,1.981630062484065e-09
Ampara,2025,36,6,1.264865552868593e-09
Ampara,2025,37,17,2.5872775449019294e-09
Ampara,2025,38,15,2.3824539143176764e-09
Ampara,2025,39,4,1.3261272890290208e-09
Ampara,2025,40,6,1.865968905754414e-09
Ampara,2025,41,9,1.8598013150099172e-09
Ampara,2025,42,14,2.6023927810828366e-09
Ampara,2025,43,9,2.249579924993503e-09
Ampara,2025,44,15,3.002396029891933e-09
Ampara,2025,45,10,2.8865644937420124e-09
Ampara,2025,46,17,3.2765627686002365e-09
Ampara,2025,47,24,4.058707717055073e-09
Ampara,2025,48,11,2.3161901258474727e-09
Ampara,2025,49,7,2.063232964992965e-09
Ampara,2025,50,22,3.4927404874634527e-09
Ampara,2025,51,18,3.9834070668560416e-09
Ampara,2025,52,27,4.474303340108958e-09
Ampara,2026,1,25,4.249803665352323e-09
Ampara,2026,2,39,6.0225348503198296e-09
Ampara,2026,3,40,7.57388665887872e-09
Ampara,2026,4,56,8.276746787329503e-09
Ampara,2026,5,47,8.464400159962581e-09
Ampara,2026,6,56,9.145554158232269e-09
Ampara,2026,7,33,6.642936353573136e-09
Ampara,2026,8,30,4.681518828790277e-09
Ampara,2026,9,37,6.522861164595214e-09
Ampara,2026,10,34,6.806978075199399e-09
Ampara,2026,11,50,8.716795573072823e-09
Ampara,2026,12,25,5.371526135073276e-09
Ampara,2026,13,43,6.66324154176625e-09
Ampara,2026,14,5,3.1777729741745064e-09
Ampara,2026,15,39,6.5885213578271435e-09
Ampara,2026,16,36,5.39736088497044e-09
Ampara,2026,17,40,6.570301488652603e-09
Ampara,2026,18,41,5.952899043050825e-09
Ampara,2026,19,46,7.733533962888203e-09
Ampara,2026,20,29,6.013501859862239e-09
Ampara,2026,21,41,6.905749426535055e-09
Ampara,2026,22,23,5.001720148256641e-09
Ampara,2026,23,28,7.279296513667429e-09
Ampara,2026,24,10,9.808156863346778e-09
Ampara,2026,25,69,1.449896178930345e-08
Anuradhapura,2007,1,0,1.217664224407727e-09
Anuradhapura,2007,2,0,1.0752751430438587e-09
Anuradhapura,2007,3,0,8.025751210997141e-10
Anuradhapura,2007,4,2,8.852831970384273e-10
Anuradhapura,2007,5,2,6.883721302314721e-10
Anuradhapura,2007,6,1,6.328898199930266e-10
Anuradhapura,2007,7,1,3.7682435076677527e-10
Anuradhapura,2007,8,1,3.964136497139481e-10
Anuradhapura,2007,9,0,3.1196412218624345e-10
Anuradhapura,2007,10,2,5.0548197945327e-10
Anuradhapura,2007,11,1,4.128985719460272e-10
Anuradhapura,2007,12,1,1.8123426935651681e-10
Anuradhapura,2007,13,0,1.4850854371520146e-10
Anuradhapura,2007,14,1,3.1098567298639335e-10
Anuradhapura,2007,15,1,2.575124861783425e-10
Anuradhapura,2007,16,1,2.584205165047637e-10
Anuradhapura,2007,17,1,2.2174239028103696e-10
Anuradhapura,2007,18,1,1.8101925447550512e-10
Anuradhapura,2007,19,4,4.3504759722369315e-10
Anuradhapura,2007,20,3,4.0182677363314143e-10
Anuradhapura,2007,21,0,1.6171021283520584e-10
Anuradhapura,2007,22,5,5.984910263271245e-10
Anuradhapura,2007,23,10,1.0962322560164257e-09
Anuradhapura,2007,24,7,1.0875427137333405e-09
Anuradhapura,2007,25,6,9.237900944096378e-10
Anuradhapura,2007,26,7,1.0587214941703635e-09
Anuradhapura,2007,27,19,2.018363173926952e-09
Anuradhapura,2007,28,8,1.4641485021384824e-09
Anuradhapura,2007,29,7,9.99363094962465e-10
Anuradhapura,2007,30,7,1.348825519479295e-09
Anuradhapura,2007,31,5,9.970897790047898e-10
Anuradhapura,2007,32,0,3.550217781521337e-10
Anuradhapura,2007,33,0,5.052333681961912e-10
Anuradhapura,2007,34,0,3.7847754654252867e-10
Anuradhapura,2007,35,2,4.689817953490526e-10
Anuradhapura,2007,36,5,1.3052753750011736e-09
Anuradhapura,2007,37,5,1.148690722934845e-09
Anuradhapura,2007,38,10,1.3209864784875344e-09
Anuradhapura,2007,39,1,3.761083285276683e-10
Anuradhapura,2007,40,5,1.434564964958e-09
Anuradhapura,2007,41,3,1.0931033255020628e-09
Anuradhapura,2007,42,3,1.1134571447906439e-09
Anuradhapura,2007,43,10,1.2452447289060639e-09
Anuradhapura,2007,44,2,9.391442726809601e-10
Anuradhapura,2007,45,7,1.1160764337673841e-09
Anuradhapura,2007,46,7,1.5575360172041345e-09
Anuradhapura,2007,47,1,7.840641237095272e-10
Anuradhapura,2007,48,4,1.140509786443936e-09
Anuradhapura,2007,49,6,1.7393357436126852e-09
Anuradhapura,2007,50,12,1.9259834584528394e-09
Anuradhapura,2007,51,18,2.2687407895951093e-09
Anuradhapura,2007,52,18,2.2123374353345727e-09
Anuradhapura,2008,1,14,1.995336745238414e-09
Anuradhapura,2008,2,3,7.654578816796181e-10
Anuradhapura,2008,3,8,1.2150592495759964e-09
Anuradhapura,2008,4,3,9.268718873806545e-10
Anuradhapura,2008,5,5,8.629547335600989e-10
Anuradhapura,2008,6,7,8.85494925895786e-10
Anuradhapura,2008,7,2,7.57043559961263e-10
Anuradhapura,2008,8,5,1.1890365860839017e-09
Anuradhapura,2008,9,7,1.036341858202712e-09
Anuradhapura,2008,10,9,1.2152293251382107e-09
Anuradhapura,2008,11,4,6.536191141685054e-10
Anuradhapura,2008,12,1,5.753737526577595e-10
Anuradhapura,2008,13,3,9.131730748104518e-10
Anuradhapura,2008,14,3,8.020167595592967e-10
Anuradhapura,2008,15,1,3.745600665874473e-10
Anuradhapura,2008,16,2,6.306523661367643e-10
Anuradhapura,2008,17,5,1.028977119376175e-09
Anuradhapura,2008,18,1,4.009265115739695e-10
Anuradhapura,2008,19,6,7.835222584382528e-10
Anuradhapura,2008,20,0,1.7547002550484996e-10
Anuradhapura,2008,21,0,2.742332782344043e-10
Anuradhapura,2008,22,0,5.848379077537885e-10
Anuradhapura,2008,23,0,3.5183155430084333e-10
Anuradhapura,2008,24,0,3.2340453870856075e-10
Anuradhapura,2008,25,0,1.6729607833781752e-10
Anuradhapura,2008,26,1,4.0080862650022683e-10
Anuradhapura,2008,27,0,3.2740941127682784e-10
Anuradhapura,2008,28,0,2.566263857505854e-10
Anuradhapura,2008,29,0,2.574302936407184e-10
Anuradhapura,2008,30,0,4.384842524797575e-10
Anuradhapura,2008,31,0,3.639368428458704e-10
Anuradhapura,2008,32,0,3.8626245178823206e-10
Anuradhapura,2008,33,0,3.1039755387272384e-10
Anuradhapura,2008,34,2,5.589236015519913e-10
Anuradhapura,2008,35,0,2.184197598522759e-10
Anuradhapura,2008,36,0,3.4442117928879664e-10
Anuradhapura,2008,37,4,8.517611478822172e-10
Anuradhapura,2008,38,0,7.042354385182539e-10
Anuradhapura,2008,39,0,2.6485487887460464e-10
Anuradhapura,2008,40,1,5.010437134711457e-10
Anuradhapura,2008,41,0,4.5165444649986776e-10
Anuradhapura,2008,42,1,3.5556004229888773e-10
Anuradhapura,2008,43,0,3.989814138723433e-10
Anuradhapura,2008,44,0,2.9186438968247843e-10
Anuradhapura,2008,45,0,4.563904993206363e-10
Anuradhapura,2008,46,1,3.2160262637084865e-10
Anuradhapura,2008,47,0,5.600199706458001e-10
Anuradhapura,2008,48,0,5.937880832935479e-10
Anuradhapura,2008,49,0,4.0945513915525603e-10
Anuradhapura,2008,50,0,3.5901212671902347e-10
Anuradhapura,2008,51,0,1.160987850826835e-09
Anuradhapura,2008,52,2,7.407723455127586e-10
Anuradhapura,2009,1,0,1.279981654110804e-09
Anuradhapura,2009,2,0,1.1854502873872488e-09
