District,Year,Week,Number_of_Cases,Risk,Residual_final,n_iterations,converged
Mullaitivu,2024,2,26,35.16457493053725,-9.164574930537249,1,False
Mullaitivu,2024,3,31,32.43245924144796,-1.4324592414479582,1,False
Mullaitivu,2024,4,23,34.86413338713817,-11.864133387138168,1,False
Mullaitivu,2024,5,11,21.103942739834334,-10.103942739834334,1,False
Mullaitivu,2024,6,22,20.864252821602573,1.135747178397427,1,False
Mullaitivu,2024,7,8,13.282532372739357,-5.282532372739357,1,False
Mullaitivu,2024,8,9,12.052649797687451,-3.052649797687451,1,False
Mullaitivu,2024,9,2,7.261931248178014,-5.261931248178014,1,False
Mullaitivu,2024,10,5,9.1641163024323,-4.1641163024323,1,False
Mullaitivu,2024,11,7,4.060871999409146,2.9391280005908538,1,False
Mullaitivu,2024,12,1,3.608403238706252,-2.608403238706252,1,False
Mullaitivu,2024,13,1,2.8991970867538877,-1.8991970867538877,1,False
Mullaitivu,2024,14,3,2.1491046817313686,0.8508953182686314,1,False
Mullaitivu,2024,15,2,1.8180060758345054,0.18199392416549465,1,False
Mullaitivu,2024,16,2,1.9875633151617884,0.012436684838211587,1,False
Mullaitivu,2024,17,1,1.9456248232474573,-0.9456248232474573,1,False
Mullaitivu,2024,18,2,1.7571638285469489,0.24283617145305114,1,False
Mullaitivu,2024,19,2,2.178925214931332,-0.17892521493133184,1,False
Mullaitivu,2024,20,0,1.6828811652919602,-1.6828811652919602,1,False
Mullaitivu,2024,21,0,0.671133810195897,-0.671133810195897,1,False
Mullaitivu,2024,22,1,1.8106770076264522,-0.8106770076264522,1,False
Mullaitivu,2024,23,0,2.676507654240354,-2.676507654240354,1,False
Mullaitivu,2024,24,0,1.5745965908522699,-1.5745965908522699,1,False
Mullaitivu,2024,25,1,0.8723022210009015,0.1276977789990985,1,False
Mullaitivu,2024,26,1,1.2645327163337194,-0.26453271633371944,1,False
Mullaitivu,2024,27,1,1.8563533513186594,-0.8563533513186594,1,False
Mullaitivu,2024,28,3,2.179373512856767,0.8206264871432332,1,False
Mullaitivu,2024,29,0,3.0993300853523946,-3.0993300853523946,1,False
Mullaitivu,2024,30,1,2.9223461267256123,-1.9223461267256123,1,False
Mullaitivu,2024,31,1,1.3319533296280943,-0.3319533296280943,1,False
Mullaitivu,2024,32,1,1.8280349492882677,-0.8280349492882677,1,False
Mullaitivu,2024,33,1,2.301427945086861,-1.301427945086861,1,False
Mullaitivu,2024,34,0,1.6140906907126604,-1.6140906907126604,1,False
Mullaitivu,2024,35,2,1.489358365056794,0.5106416349432059,1,False
Mullaitivu,2024,36,2,0.7293305652687232,1.2706694347312768,1,False
Mullaitivu,2024,37,2,1.6913999190464528,0.3086000809535472,1,False
Mullaitivu,2024,38,4,2.3590665632531334,1.6409334367468666,1,False
Mullaitivu,2024,39,1,2.6324436210954323,-1.6324436210954323,1,False
Mullaitivu,2024,40,1,1.9891201904398679,-0.9891201904398679,1,False
Mullaitivu,2024,41,1,2.8546887429845906,-1.8546887429845906,1,False
Mullaitivu,2024,42,0,1.8455602175981873,-1.8455602175981873,1,False
Mullaitivu,2024,43,1,1.5948075340667005,-0.5948075340667005,1,False
Mullaitivu,2024,44,1,2.496959223031567,-1.496959223031567,1,False
Mullaitivu,2024,45,3,3.5011985778252366,-0.5011985778252366,1,False
Mullaitivu,2024,46,1,1.9714558250838188,-0.9714558250838188,1,False
Mullaitivu,2024,47,3,4.677915499125476,-1.6779154991254757,1,False
Mullaitivu,2024,48,3,2.736908422335403,0.2630915776645968,1,False
Mullaitivu,2024,49,0,2.30456812565739,-2.30456812565739,1,False
Mullaitivu,2024,50,5,5.017400024834786,-0.017400024834786088,1,False
Mullaitivu,2024,51,2,5.0115875226176,-3.0115875226176003,1,False
Mullaitivu,2024,52,4,5.540697442000529,-1.5406974420005293,1,False
Mullaitivu,2025,1,3,4.877165002255637,-1.8771650022556372,1,False
