District,Year,Week,Week_Start_Date,Week_End_Date,Number_of_Cases,is_imputed,is_reporting_anomaly,rain_sum (mm),precipitation_sum (mm),relative_humidity_2m_mean (%),relative_humidity_2m_max (%),relative_humidity_2m_min (%),temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),temperature_2m_mean (°C),climate_data_source,Estimated_Population,Source_Type,cases_per_100k,cases_lag_1,cases_lag_2,cases_lag_3,cases_lag_4,rolling_mean_cases_4w,rolling_std_cases_4w,rate_of_change,momentum_vs_rolling_mean,rainfall_lag_2,rainfall_lag_3,rainfall_lag_4,rainfall_lag_5,rainfall_lag_6,rainfall_lag_7,rainfall_lag_8,temperature_lag_1,temperature_lag_2,temperature_lag_3,temperature_lag_4,humidity_lag_1,humidity_lag_2,humidity_lag_3,humidity_lag_4,current_rainfall,current_temperature,current_humidity,sin_week,cos_week,monsoon_indicator_SW,monsoon_indicator_NE,case_anomaly_lag_1,case_anomaly_lag_2
Ratnapura,2008,17,2008-04-19,2008-04-25,3.0,False,False,69.5,69.5,91.42857142857144,98.28571428571428,80.0,29.24285714285714,22.8,31.185714285714287,37.07142857142857,27.442857142857143,25.5,observed,1061752,interpolated,0.2825518576842803,1.0,0.0,1.0,4.0,1.5,1.7320508075688739,1.0,-0.5,350.1,65.8,61.2,173.0,204.5,209.2,170.2,25.042857142857144,24.67142857142857,25.042857142857144,25.342857142857145,90.42857142857144,91.14285714285714,89.71428571428571,87.85714285714286,69.5,25.5,91.42857142857144,0.8854560256532099,-0.4647231720437685,0,0,,
Ratnapura,2008,18,2008-04-26,2008-05-02,4.0,False,False,80.7,80.7,94.0,98.57142857142856,84.57142857142857,27.65714285714285,23.485714285714288,30.514285714285712,34.128571428571426,28.77142857142857,25.057142857142857,observed,1061752,interpolated,0.376735810245707,3.0,1.0,0.0,1.0,1.25,1.258305739211787,2.0,1.75,219.8,350.1,65.8,61.2,173.0,204.5,209.2,25.5,25.042857142857144,24.67142857142857,25.042857142857144,91.42857142857144,90.42857142857144,91.14285714285714,89.71428571428571,80.7,25.057142857142857,94.0,0.8229838658936565,-0.5680647467311557,0,0,,
Ratnapura,2008,19,2008-05-03,2008-05-09,4.0,False,False,29.4,29.4,91.42857142857144,98.57142857142856,80.85714285714286,27.985714285714288,23.342857142857145,30.485714285714288,34.457142857142856,28.457142857142856,25.17142857142857,observed,1061752,interpolated,0.376735810245707,4.0,3.0,1.0,0.0,2.0,1.8257418583505505,1.0,2.0,69.5,219.8,350.1,65.8,61.2,173.0,204.5,25.057142857142857,25.5,25.042857142857144,24.67142857142857,94.0,91.42857142857144,90.42857142857144,91.14285714285714,29.4,25.17142857142857,91.42857142857144,0.7485107481711013,-0.663122658240795,0,0,,
Ratnapura,2008,20,2008-05-10,2008-05-16,1.0,False,False,32.4,32.4,91.57142857142856,98.28571428571428,80.85714285714286,27.77142857142857,22.77142857142857,29.8,33.471428571428575,27.642857142857142,24.857142857142858,observed,1061752,interpolated,0.0941839525614267,4.0,4.0,3.0,1.0,3.0,1.414213562373091,0.0,1.0,80.7,69.5,219.8,350.1,65.8,61.2,173.0,25.17142857142857,25.057142857142857,25.5,25.042857142857144,91.42857142857144,94.0,91.42857142857144,90.42857142857144,32.4,24.857142857142858,91.57142857142856,0.6631226582407952,-0.7485107481711012,1,0,,
Ratnapura,2008,21,2008-05-17,2008-05-23,4.0,False,False,32.5,32.5,90.71428571428572,98.0,79.42857142857143,28.428571428571427,23.32857142857143,30.857142857142858,34.82857142857143,28.37142857142857,25.5,observed,1061752,interpolated,0.376735810245707,1.0,4.0,4.0,3.0,3.0,1.414213562373091,-3.0,-2.0,29.4,80.7,69.5,219.8,350.1,65.8,61.2,24.857142857142858,25.17142857142857,25.057142857142857,25.5,91.57142857142856,91.42857142857144,94.0,91.42857142857144,32.5,25.5,90.71428571428572,0.5680647467311558,-0.8229838658936564,1,0,,
Ratnapura,2008,22,2008-05-24,2008-05-30,2.0,False,False,43.3,43.3,90.42857142857144,97.85714285714286,77.28571428571429,28.3,22.9,30.414285714285715,34.214285714285715,27.8,25.17142857142857,observed,1061752,interpolated,0.1883679051228535,4.0,1.0,4.0,4.0,3.25,1.499999999999996,3.0,0.75,32.4,29.4,80.7,69.5,219.8,350.1,65.8,25.5,24.857142857142858,25.17142857142857,25.057142857142857,90.71428571428572,91.57142857142856,91.42857142857144,94.0,43.3,25.17142857142857,90.42857142857144,0.46472317204376906,-0.8854560256532096,1,0,,
Ratnapura,2008,23,2008-05-31,2008-06-06,5.0,False,False,76.60000000000001,76.60000000000001,92.0,97.42857142857144,80.42857142857143,27.985714285714288,22.885714285714283,29.585714285714285,33.628571428571426,27.414285714285715,24.714285714285715,observed,1061752,interpolated,0.4709197628071339,2.0,4.0,1.0,4.0,2.75,1.499999999999996,-2.0,-0.75,32.5,32.4,29.4,80.7,69.5,219.8,350.1,25.17142857142857,25.5,24.857142857142858,25.17142857142857,90.42857142857144,90.71428571428572,91.57142857142856,91.42857142857144,76.60000000000001,24.714285714285715,92.0,0.35460488704253584,-0.9350162426854147,1,0,,
Ratnapura,2008,24,2008-06-07,2008-06-13,1.0,False,False,35.800000000000004,35.800000000000004,90.85714285714286,98.0,76.85714285714286,28.25714285714286,23.32857142857143,30.11428571428572,33.41428571428571,28.11428571428572,25.17142857142857,observed,1061752,interpolated,0.0941839525614267,5.0,2.0,4.0,1.0,3.0,1.8257418583505505,3.0,2.0,43.3,32.5,32.4,29.4,80.7,69.5,219.8,24.714285714285715,25.17142857142857,25.5,24.857142857142858,92.0,90.42857142857144,90.71428571428572,91.57142857142856,35.800000000000004,25.17142857142857,90.85714285714286,0.23931566428755768,-0.970941817426052,1,0,,
Ratnapura,2008,25,2008-06-14,2008-06-20,2.0,False,False,24.7,24.7,89.71428571428571,98.0,77.85714285714286,28.014285714285712,22.8,30.057142857142857,33.65714285714286,27.485714285714288,25.11428571428572,observed,1061752,interpolated,0.1883679051228535,1.0,5.0,2.0,4.0,3.0,1.8257418583505505,-4.0,-2.0,76.60000000000001,43.3,32.5,32.4,29.4,80.7,69.5,25.17142857142857,24.714285714285715,25.17142857142857,25.5,90.85714285714286,92.0,90.42857142857144,90.71428571428572,24.7,25.11428571428572,89.71428571428571,0.12053668025532308,-0.992708874098054,1,0,,
Ratnapura,2008,26,2008-06-21,2008-06-27,0.0,False,False,59.1,59.1,92.28571428571428,98.42857142857144,81.42857142857143,27.32857142857143,22.9,29.585714285714285,32.81428571428572,27.52857142857143,24.65714285714285,observed,1061752,interpolated,0.0,2.0,1.0,5.0,2.0,2.5,1.7320508075688739,1.0,-0.5,35.800000000000004,76.60000000000001,43.3,32.5,32.4,29.4,80.7,25.11428571428572,25.17142857142857,24.714285714285715,25.17142857142857,89.71428571428571,90.85714285714286,92.0,90.42857142857144,59.1,24.65714285714285,92.28571428571428,-3.216245299353273e-16,-1.0,1,0,,
